match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,player_firstName,player_lastName,stat_outfielderBlock,stat_challengeLost,stat_wonContest,stat_penaltyConceded,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_unsuccessfulTouch,stat_penaltyWon,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_aerialLost,stat_blockedScoringAttempt,captain,stat_penaltyMiss
10389797,home,Paris Saint-Germain,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,10,178,1731608,M,KMbappé,826643,EUR,914112000,F,7,7,False,31.0,26.0,,,5.0,6.0,25.0,,2.0,,,,,90.0,44.0,7.2,10.0,1.0642,1.5808,0.111137,3,,21.0,,,5.0,4.0,2.0,,,,3.0,2.0,2.0,1.0,2.0,,,,,2.0,,3.0,,,2.0,,,1.0,1.0,,,1.0,True,
10389797,home,Paris Saint-Germain,Carlos Soler,carlos-soler,C. Soler,M,18,180,3724,M,Carlos10Soler,832427,EUR,852163200,M,28,28,True,20.0,18.0,2.0,,6.0,6.0,15.0,,5.0,,,,,33.0,24.0,6.3,3.0,0.0,0.0,0.0109828,0,,12.0,1.0,,2.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
10389797,home,Paris Saint-Germain,Renato Sanches,renato-sanches,R. Sanches,M,8,176,9189,M,renatosanches,318967,EUR,871862400,M,18,18,True,23.0,22.0,1.0,1.0,7.0,7.0,18.0,,1.0,,,,,32.0,30.0,6.1,6.0,0.0,0.0,0.0204036,0,,15.0,2.0,,5.0,,2.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,
10389797,home,Paris Saint-Germain,Alexandre Letellier,alexandre-letellier,A. Letellier,G,,193,328,M,,126879,EUR,660873600,G,90,90,True,4.0,4.0,,,4.0,4.0,,,,,,,,10.0,4.0,6.5,,0.0,0.0,6.3e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389797,home,Paris Saint-Germain,Marquinhos,marquinhos,Marquinhos,D,5,183,36538,M,marquinhosm5,155995,EUR,768873600,D,5,5,True,5.0,5.0,,,5.0,5.0,,,,,,,,10.0,6.0,6.6,,0.0416,0.0,1.543e-05,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
10389797,home,Paris Saint-Germain,Ismael Gharbi,gharbi-ismael,I. Gharbi,M,11,173,7580,M,,1113488,EUR,1081555200,M,35,35,True,1.0,1.0,,,,,1.0,,,,,,,1.0,5.0,,1.0,0.0,0.0,0.00064719,0,,1.0,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
10389797,home,Paris Saint-Germain,Lucas Lavallée,lavallee-lucas,L. Lavallee,G,16,195,508,M,,1019581,EUR,1045526400,G,70,70,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389797,home,Paris Saint-Germain,Timothee Pembele,timothee-pembele,T. Pembele,D,32,182,700,M,,1824137,EUR,1031529600,D,29,29,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389797,home,Paris Saint-Germain,Serif Nhaga,nhaga-serif,S. Nhaga,M,30,170,165,M,,1473490,EUR,1125532800,D,34,34,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,Serif Nhaga,,,,,,,,,,,,,,,,,,
10389797,away,Clermont Foot,Mory Diaw,mory-diaw,M. Diaw,G,99,197,3450,M,,580226,EUR,740707200,G,99,99,False,40.0,31.0,18.0,9.0,28.0,29.0,11.0,,2.0,,2.0,1.0,4.0,90.0,46.0,7.1,9.0,0.0,0.0,0.00151462,0,0.8899,3.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10389797,away,Clermont Foot,Alidu Seidu,alidu-seidu,A. Seidu,D,36,173,2225,M,,1049515,EUR,960076800,D,36,36,False,30.0,29.0,2.0,2.0,26.0,27.0,4.0,1.0,8.0,,,,,90.0,41.0,6.3,3.0,0.0,0.0,0.00080788,0,,3.0,1.0,1.0,3.0,6.0,,2.0,1.0,,1.0,,,,4.0,Alidu Seidu,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,
10389797,away,Clermont Foot,Mateusz Wieteska,mateusz-wieteska,M. Wieteska,D,4,187,1515,M,,286087,EUR,855619200,D,4,4,False,47.0,42.0,2.0,,30.0,31.0,16.0,1.0,7.0,,,,,90.0,58.0,7.2,5.0,0.0417,0.0,0.107673,1,,12.0,,1.0,3.0,7.0,,,2.0,1.0,2.0,3.0,,,1.0,,,3.0,,3.0,,,,,,,,,,,1.0,1.0,,
10389797,away,Clermont Foot,Maximiliano Caufriez,maximiliano-caufriez,M. Caufriez,D,5,189,161,M,,800349,EUR,856051200,D,5,5,False,54.0,50.0,2.0,1.0,26.0,26.0,28.0,1.0,4.0,,,,,90.0,61.0,6.5,5.0,0.0,0.0,0.0162139,0,,24.0,,,2.0,4.0,1.0,,2.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,
10389797,away,Clermont Foot,Mehdi Zeffane,mehdi-zeffane,M. Zeffane,M,,176,821,M,,217770,EUR,706233600,M,2,2,False,14.0,13.0,2.0,2.0,7.0,7.0,8.0,1.0,1.0,,,,,45.0,25.0,7.1,3.0,0.6345,0.9568,0.00707636,1,,6.0,1.0,,2.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,2.0,,,,,,1.0,,,,,,,,,
10389797,away,Clermont Foot,Maxime Gonalons,maxime-gonalons,M. Gonalons,M,,186,154,M,,82555,EUR,605491200,M,12,12,False,42.0,41.0,4.0,3.0,22.0,22.0,20.0,1.0,5.0,,,,,69.0,51.0,6.9,2.0,0.0,0.0,0.0130509,0,,19.0,,,2.0,4.0,,1.0,4.0,2.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,True,
10389797,away,Clermont Foot,Johan Gastien,johan-gastien,J. Gastien,M,25,179,44,M,,216222,EUR,570067200,M,25,25,False,80.0,72.0,5.0,4.0,30.0,33.0,48.0,1.0,8.0,,,,,90.0,93.0,7.6,9.0,0.4461,0.6688,0.0537721,3,,42.0,1.0,,2.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,2.0,,,1.0,,,,,,,,1.0,,1.0,,
10389797,away,Clermont Foot,Neto Borges,neto-borges,N. Borges,D,21,183,239,M,,920008,EUR,842572800,M,3,3,False,43.0,38.0,,,7.0,8.0,37.0,2.0,4.0,,,,,89.0,60.0,6.3,11.0,0.0,0.0,0.119131,0,,31.0,2.0,,4.0,,,1.0,,,,2.0,,,,,,,1.0,,,1.0,,,2.0,,,,,,1.0,,,
10389797,away,Clermont Foot,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,998,M,,958901,EUR,969926400,F,70,70,False,45.0,41.0,1.0,,12.0,12.0,36.0,,4.0,,,,,69.0,59.0,6.9,11.0,0.2702,0.0479,0.837773,3,,30.0,3.0,,4.0,1.0,1.0,1.0,,,1.0,2.0,1.0,,1.0,,,,,,,2.0,,1.0,2.0,,,,1.0,2.0,,,,
10389797,away,Clermont Foot,Elbasan Rashani,elbasan-rashani,E. Rashani,F,11,181,221,M,,113409,EUR,736905600,F,18,18,False,21.0,15.0,,,2.0,4.0,21.0,1.0,1.0,,,,,90.0,37.0,7.9,10.0,0.3138,0.0503,0.480277,2,,14.0,4.0,,3.0,7.0,,,3.0,1.0,2.0,2.0,1.0,,2.0,,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,,,
10389797,away,Clermont Foot,Grejohn Kyei,grejohn-kyei,G. Kyei,F,95,187,241,M,,581146,EUR,808185600,F,95,95,False,28.0,23.0,1.0,1.0,7.0,9.0,19.0,,4.0,,,,,84.0,39.0,6.9,8.0,1.3763,0.5674,0.0229124,2,,16.0,,,4.0,4.0,,,,,2.0,3.0,1.0,1.0,2.0,,,,,2.0,,1.0,,,2.0,,,,1.0,1.0,1.0,,,1.0
10389797,away,Clermont Foot,Jim Allevinah,jim-allevinah,J. Allevinah,M,18,172,920,M,,988632,EUR,793843200,F,11,11,True,14.0,12.0,,,6.0,7.0,9.0,,2.0,,,,,45.0,22.0,6.8,5.0,0.0,0.0,0.0549484,0,,6.0,2.0,,,3.0,,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,
10389797,away,Clermont Foot,Saîf-Eddine Khaoui,saif-eddine-khaoui,S. Khaoui,M,10,180,616,M,,346262,EUR,798940800,M,10,10,True,3.0,1.0,2.0,,,1.0,2.0,,,,,,,21.0,5.0,6.5,3.0,0.0,0.0,0.00019783,0,,1.0,,,2.0,1.0,,,1.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,
10389797,away,Clermont Foot,Yohann Magnin,yohann-magnin,Y. Magnin,M,8,183,60,M,,942840,EUR,866851200,M,7,7,True,12.0,12.0,,,10.0,10.0,2.0,1.0,1.0,,,,,21.0,15.0,6.8,,0.0,0.0,0.00061038,0,,2.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10389797,away,Clermont Foot,Komnen Andrić,komnen-andric,K. Andrić,F,17,189,318,M,,314138,EUR,804556800,F,9,9,True,1.0,,,,,1.0,,,,,,,,10.0,2.0,6.5,2.0,0.0,0.0,0.0,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,
10389797,away,Clermont Foot,Florent Ogier,florent-ogier,F. Ogier,D,69,182,26,M,,122943,EUR,606441600,D,21,21,True,,,,,,,,,,,,,,1.0,1.0,,,0.0,0.0,6.4e-07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389797,away,Clermont Foot,Ouparine Djoco,ouparine-djoco,O. Djoco,G,,188,75,M,,942838,EUR,893203200,G,40,40,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389797,away,Clermont Foot,Cheick Konaté,cheick-konate,C. Konaté,D,22,173,567,M,,1469500,EUR,1080864000,D,15,15,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,Cheick Konate,,,,,,,,,,,,,,,,,,
10389797,away,Clermont Foot,Jérémie Bela,jeremie-bela,J. Bela,M,,173,189,M,,282917,EUR,734227200,F,91,91,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389797,away,Clermont Foot,Aïman Maurer,aiman-maurer,A. Maurer,M,29,173,360,M,,1146941,EUR,1096070400,F,22,22,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
