match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_interceptionWon,stat_fouls,stat_totalOffside,stat_blockedScoringAttempt,stat_wonContest,stat_shotOffTarget,captain,stat_bigChanceMissed,stat_goals,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot
12514178,home,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1473,M,603946,EUR,711504000,G,1,1,False,27.0,21.0,9.0,4.0,0.0,20.0,23.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,35.0,6.4,6.0,0.00024032,0,-0.5117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514178,home,Sporting Braga,João Ferreira,joao-ferreira,J. Ferreira,D,13,185,384,M,976401,EUR,985219200,D,13,13,False,75.0,67.0,5.0,2.0,0.0,38.0,38.0,30.0,40.0,4.0,5.0,6.0,,1.0,2.0,,,,,90.0,96.0,7.1,12.0,0.025973,1,,,,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0803,0.239,2.0,,,,,,,,,,,,,,,
12514178,home,Sporting Braga,Robson Bambu,robson-bambu,R. Bambu,D,3,184,362,M,923186,EUR,879292800,D,3,3,False,51.0,47.0,3.0,2.0,0.0,21.0,21.0,26.0,30.0,1.0,2.0,4.0,,1.0,,,,,,72.0,58.0,6.1,6.0,0.0118256,0,,,,,,,6.0,,1.0,,,,,,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,
12514178,home,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1565,M,868235,EUR,931564800,D,4,4,False,61.0,48.0,7.0,2.0,0.0,30.0,33.0,18.0,28.0,6.0,2.0,6.0,,,1.0,,,,,90.0,70.0,7.0,13.0,0.0140219,2,,,,,,5.0,1.0,,,1.0,,,,0.2459,0.0605,,,,2.0,1.0,,1.0,,,,,,,,,
12514178,home,Sporting Braga,Roger Fernandes,roger-fernandes,R. Fernandes,M,78,170,2450,M,1128560,EUR,1132531200,M,11,11,False,46.0,41.0,3.0,3.0,1.0,16.0,16.0,30.0,44.0,3.0,1.0,4.0,,1.0,1.0,,,,,90.0,79.0,7.7,19.0,0.700784,2,,,,14.0,5.0,,5.0,,2.0,1.0,,1.0,3.0,0.0601,0.0826,3.0,2.0,1.0,,1.0,,,1.0,1.0,,,,,,,
12514178,home,Sporting Braga,Rodrigo Zalazar,rodrigo-zalazar,R. Zalazar,M,10,174,2789,M,966575,EUR,934416000,M,16,16,False,44.0,42.0,3.0,1.0,0.0,20.0,20.0,22.0,25.0,10.0,,8.0,,4.0,2.0,,,,,72.0,64.0,6.9,9.0,0.0298179,1,,,,1.0,,3.0,6.0,1.0,3.0,,,2.0,4.0,0.0367,,2.0,1.0,,,2.0,,1.0,1.0,,,,,,,,
12514178,home,Sporting Braga,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,8,8,False,72.0,63.0,7.0,4.0,0.0,27.0,29.0,36.0,46.0,3.0,,4.0,,,1.0,,,,,82.0,87.0,7.1,13.0,0.0383916,1,,,,3.0,,1.0,2.0,1.0,1.0,,,,,0.0164,,,,,3.0,1.0,,,1.0,1.0,,,,,,,
12514178,home,Sporting Braga,Yuri Ribeiro,yuri-ribeiro,Y. Ribeiro,D,4,174,219,M,357730,EUR,854064000,M,25,25,False,21.0,16.0,2.0,,0.0,8.0,11.0,8.0,11.0,3.0,1.0,6.0,,,2.0,,,,,45.0,38.0,6.5,10.0,0.00469282,0,,,,1.0,,1.0,2.0,1.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,
12514178,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,F,21,21,False,34.0,29.0,3.0,1.0,0.0,10.0,13.0,19.0,22.0,1.0,1.0,3.0,,1.0,,,,,,90.0,41.0,6.5,8.0,0.0481166,1,,,,1.0,,,2.0,1.0,,1.0,,1.0,,0.2538,0.1923,,,1.0,,,1.0,,,,True,1.0,,,,,
12514178,home,Sporting Braga,Amine El Ouazzani,el-ouazzani-amine,A. E. Ouazzani,F,9,188,2047,M,1014048,EUR,995155200,F,9,9,False,13.0,9.0,,,0.0,3.0,4.0,6.0,9.0,2.0,,5.0,,,1.0,,,,,72.0,27.0,7.5,9.0,0.0148532,3,,,,,,1.0,2.0,,,2.0,,,3.0,0.1977,0.8629,2.0,,1.0,,1.0,,1.0,,,,,1.0,,,,
