match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,playerName,reason,rescinded,id,isHome,incidentClass,player_id,player_name,length,injury,confirmed,description,from
10407361,FT,4.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,,
10407361,,,,,90,1.0,,1,,,card,Hamza Mendyl,Foul,False,120509894.0,False,yellow,846447.0,Hamza Mendyl,,,,,
10407361,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,3.0,,,,
10407361,,,,,89,,,2,,,substitution,,,,121388923.0,True,injury,,,,True,,,
10407361,,4.0,2.0,,86,,,5,,,goal,,,,166802872.0,True,regular,978327.0,Konan N'Dri,,,,,
10407361,,,,,83,,,8,,,card,Mubarak Wakaso,Argument,False,120509869.0,True,yellow,52740.0,Mubarak Wakaso,,,,,
10407361,,,,,78,,,13,,,substitution,,,,121388900.0,False,regular,,,,False,,,
10407361,,,,,78,,,13,,,substitution,,,,121388899.0,True,regular,,,,False,,,
10407361,,3.0,2.0,,75,,,16,,,goal,,,,166802678.0,True,regular,990265.0,Gary Magnee,,,,,
10407361,,,,,72,,,19,,,varDecision,,,,13884.0,True,goalAwarded,978327.0,Konan N'Dri,,,False,,
10407361,,,,,69,,,22,,,substitution,,,,121388888.0,False,regular,,,,False,,,
10407361,,,,,61,,,30,,,inGamePenalty,,offTarget,,118408703.0,False,missed,847147.0,Mario González,,,,Off target,
10407361,,,,,60,,,31,,,substitution,,,,121388870.0,True,injury,,,,True,,,
10407361,,,,,58,,,33,,,card,Regan Charles-Cook,Foul,False,120509857.0,True,yellow,803116.0,Regan Charles-Cook,,,,,
10407361,,,,,46,,,45,,,substitution,,,,121388818.0,True,regular,,,,False,,,
10407361,,,,,46,,,45,,,substitution,,,,121388827.0,False,regular,,,,False,,,
10407361,HT,2.0,2.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,,
10407361,,2.0,2.0,,45,3.0,,1,,,goal,,,,166802109.0,True,penalty,201988.0,Stef Peeters,,,,,penalty
10407361,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,3.0,,,,
10407361,,1.0,2.0,,27,,,19,,,goal,,,,166801898.0,False,penalty,847147.0,Mario González,,,,,penalty
10407361,,,,,26,,,20,,,card,Rune Paeshuyse,Handball,False,120509776.0,True,yellow,1020435.0,Rune Paeshuyse,,,,,
10407361,,1.0,1.0,,24,,,22,,,goal,,,,166801886.0,True,regular,803116.0,Regan Charles-Cook,,,,,
10407361,,,,,13,,,33,,,card,Louis Patris,Foul,False,120509761.0,False,yellow,923972.0,Louis Patris,,,,,
10407361,,0.0,1.0,,8,,,38,,,goal,,,,166801743.0,False,regular,847147.0,Mario González,,,,,
