match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_wasFouled,player_lastName,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,captain,stat_bigChanceMissed,stat_dispossessed,stat_punches
15121159,home,Red Bull Bragantino,Cleiton,cleiton,Cleiton,G,1,190,551,M,844576,EUR,871948800,G,1,1,False,31.0,22.0,10.0,1.0,0.0,21.0,21.0,1.0,10.0,12.0,2.0,4.0,90.0,44.0,7.5,9.0,0.00036803,45.797928408636,7.0,-5.355,3.36,0,0.9709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15121159,home,Red Bull Bragantino,Nathan Mendes,nathan-mendes,N. Mendes,D,45,182,358,M,1116955,EUR,1029715200,D,45,45,False,50.0,46.0,3.0,1.0,0.0,18.0,20.0,28.0,30.0,3.0,,,90.0,72.0,7.0,10.0,0.0570839,253.09946628895,27.0,148.89,35.07,1,,Nathan,3.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0389,2.0,,,,,,,,,,,,,,,,
15121159,home,Red Bull Bragantino,Alix Vinicius,alix-vinicius,A. Vinicius,D,4,196,333,M,1117597,EUR,941846400,D,4,4,False,57.0,51.0,5.0,1.0,0.0,40.0,41.0,11.0,16.0,5.0,,,90.0,65.0,7.1,7.0,0.0101025,227.24437707547,28.0,111.51,23.625,1,,Alix Vinicius,,,1.0,2.0,2.0,,,3.0,1.0,,,1.0,1.0,0.0093,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
15121159,home,Red Bull Bragantino,Gustavo Marques,gustavo-marques,G. Marques,D,16,189,357,M,1174764,EUR,1002585600,D,16,16,False,54.0,46.0,5.0,2.0,0.0,32.0,35.0,14.0,19.0,4.0,,,90.0,70.0,7.3,9.0,0.012823,159.58860643129,24.0,32.76,18.9,2,,Gustavo Marques,,,5.0,6.0,7.0,,,7.0,2.0,1.0,,1.0,2.0,0.0834,,3.0,2.0,,1.0,,1.0,,,,,,,,,,
15121159,home,Red Bull Bragantino,Juninho Capixaba,juninho-capixaba,J. Capixaba,D,29,176,909,M,870556,EUR,868147200,D,29,29,False,33.0,28.0,2.0,2.0,0.0,16.0,18.0,12.0,15.0,4.0,,,71.0,57.0,7.4,10.0,0.190751,136.61200129064,13.0,79.485,30.975,1,,,3.0,,5.0,6.0,10.0,,,2.0,,4.0,3.0,1.0,2.0,0.0497,2.0,2.0,1.0,,1.0,,3.0,,,,,,,,,,
15121159,home,Red Bull Bragantino,Gustavo Neves,gustavo-neves,G. Neves,M,22,176,308,M,1463904,EUR,1082678400,M,22,22,False,29.0,25.0,3.0,2.0,0.0,8.0,9.0,17.0,20.0,3.0,,,81.0,45.0,7.6,6.0,0.204378,138.00378729289,15.0,54.075,12.705,4,,,,,1.0,4.0,5.0,5.0,2.0,2.0,,,,,3.0,0.3024,2.0,,1.0,1.0,,,,4.0,1.0,1.0,0.2615,,,,,,
15121159,home,Red Bull Bragantino,Gabriel Girotto,gabriel-girotto,Gabriel,M,6,171,540,M,242052,EUR,710726400,M,6,6,False,69.0,64.0,9.0,6.0,0.0,29.0,29.0,35.0,40.0,6.0,,,90.0,78.0,7.5,7.0,0.198598,154.09450195104,23.0,52.395,26.25,1,,,,,,2.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,,0.0852,1.0,,,,,,1.0,,,1.0,0.2504,,,,,,
15121159,home,Red Bull Bragantino,Lucas Barbosa,lucas-barbosa,L. Barbosa,M,21,193,762,M,1067641,EUR,982800000,M,21,21,False,27.0,21.0,4.0,3.0,0.0,9.0,10.0,12.0,17.0,3.0,,,70.0,40.0,7.3,10.0,0.0252367,109.24462957345,13.0,19.425,19.005,1,,Lucas Barbosa,2.0,,,4.0,4.0,1.0,,1.0,,1.0,,1.0,3.0,0.0193,,,,,3.0,,,,,1.0,0.0178,1.0,,,,,
15121159,home,Red Bull Bragantino,Eduardo Sasha,eduardo-sasha,E. Sasha,F,8,173,1446,M,143846,EUR,698889600,M,8,8,False,25.0,21.0,2.0,1.0,1.0,8.0,9.0,13.0,16.0,2.0,,,70.0,36.0,9.3,6.0,0.0720137,109.71147903992,13.0,62.37,20.475,4,,,,,3.0,3.0,5.0,,,1.0,1.0,,,1.0,,0.832,2.0,2.0,2.0,,2.0,,1.0,,,2.0,1.2326,2.0,1.0,,,,
15121159,home,Red Bull Bragantino,Jhon Jhon,jhon-jhon,Jhon Jhon,M,10,178,2841,M,1167069,EUR,1031529600,M,10,10,False,32.0,27.0,3.0,2.0,1.0,11.0,11.0,16.0,21.0,5.0,,,90.0,59.0,9.0,17.0,0.325611,217.21423917252,21.0,108.36,26.88,3,,Jhon Jhon,7.0,2.0,,5.0,6.0,4.0,,1.0,1.0,,,4.0,2.0,0.9698,4.0,1.0,,,3.0,,1.0,3.0,1.0,3.0,1.8566,1.0,,True,1.0,,
