match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_possessionLostCtrl,stat_expectedGoals,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_goals,stat_penaltyWon,stat_totalOffside,stat_penaltyConceded,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_lastManTackle,stat_goalAssist,stat_hitWoodwork
11450157,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,18.0,18.0,6.0,6.0,17.0,17.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,90.0,28.0,6.7,0.00034283,0,-0.6522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450157,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13210,M,barisalperyilmaz,904096,EUR,959040000,D,53,53,False,,50.0,39.0,2.0,2.0,13.0,15.0,26.0,37.0,1.0,,5.0,,,,,89.0,76.0,7.0,0.024774,1,,2.0,1.0,4.0,7.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,19.0,0.0538,,,,,,,,,,,,,,,,,,,,
11450157,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2642,M,Nelsson,846148,EUR,908323200,D,25,25,False,,80.0,67.0,7.0,3.0,29.0,32.0,38.0,48.0,4.0,2.0,6.0,,,,,90.0,89.0,7.1,0.0133461,0,,,6.0,1.0,8.0,,,,,,,,2.0,13.0,,1.0,,,,,,,,,,,,,,,,,,,
11450157,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187,12299,M,DAVINSON,566102,EUR,834537600,D,6,6,False,,80.0,72.0,3.0,,33.0,36.0,39.0,44.0,1.0,,7.0,,,,,90.0,88.0,6.8,0.0170119,0,,,3.0,2.0,7.0,2.0,,,,3.0,2.0,1.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,
11450157,home,Galatasaray,Kaan Ayhan,kaan-ayhan,K. Ayhan,D,23,185,4087,M,,138152,EUR,784425600,D,23,23,False,,68.0,60.0,7.0,5.0,19.0,20.0,41.0,51.0,2.0,1.0,4.0,,,,,90.0,87.0,7.6,0.209545,2,,3.0,3.0,1.0,8.0,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,13.0,0.1244,,1.0,,,,,,,,,,,,,,,,,,
11450157,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,ltorreira34,754794,EUR,823996800,M,34,34,False,,69.0,64.0,10.0,9.0,25.0,27.0,39.0,43.0,1.0,1.0,8.0,,,,,90.0,81.0,7.2,0.10484,0,,1.0,1.0,8.0,5.0,3.0,1.0,,,3.0,2.0,1.0,1.0,9.0,,3.0,,,,1.0,1.0,,,,,,,,,,,,,,
11450157,home,Galatasaray,Kerem Demirbay,kerem-demirbay,K. Demirbay,M,26,185,2104,M,,142619,EUR,741657600,M,8,8,False,,43.0,33.0,2.0,1.0,8.0,8.0,25.0,40.0,1.0,,2.0,,,,,64.0,59.0,7.0,0.0222674,0,,5.0,2.0,3.0,6.0,,1.0,1.0,,1.0,1.0,1.0,2.0,16.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,
11450157,home,Galatasaray,Tetê,tete,Tetê,F,21,175,4004,M,Tete,980327,EUR,950572800,M,20,20,False,,16.0,13.0,,,2.0,2.0,11.0,14.0,,,1.0,,,,,45.0,21.0,6.6,0.0555234,2,,,,1.0,,,,,,,,1.0,,4.0,0.0525,1.0,,,,,,1.0,1.0,0.094,,,,,,,,,,,
11450157,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10127,M,driesmertens,32493,EUR,547257600,M,10,10,False,,36.0,28.0,1.0,,6.0,6.0,22.0,32.0,,,3.0,,,,,82.0,50.0,6.9,0.135885,3,,2.0,1.0,3.0,5.0,,2.0,1.0,1.0,2.0,1.0,3.0,1.0,15.0,0.1128,1.0,,,,1.0,,,2.0,,,,,,,,,,,,
11450157,home,Galatasaray,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24917,M,KAktürkoğlu,903324,EUR,908928000,M,7,7,False,,27.0,20.0,,,3.0,3.0,18.0,31.0,,,4.0,,,,,90.0,54.0,8.2,0.124309,4,,7.0,,9.0,1.0,1.0,3.0,,1.0,,,4.0,1.0,23.0,0.9736,,5.0,,,2.0,,2.0,1.0,1.5689,1.0,3.0,2.0,,,,,,,,
