match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_fouls,stat_expectedGoals,stat_keyPass,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,stat_totalCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_challengeLost,stat_wasFouled,stat_bigChanceMissed,stat_accurateCross,stat_goals,captain,stat_penaltyWon,stat_bigChanceCreated,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
12117159,home,Corinthians,Hugo Souza,hugo-souza,H. Souza,G,1,199,25650,M,hugosouza,950454,EUR,917740800,G,1,1,False,38.0,28.0,14.0,4.0,0.0,25.0,25.0,3.0,13.0,8.0,2.0,5.0,90.0,50.0,6.9,10.0,0.00092343,0,-1.3385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117159,home,Corinthians,Félix Torres,felix-torres,F. Torres,D,4,187,5321,M,felix_torres,881848,EUR,852940800,D,3,3,False,44.0,32.0,4.0,1.0,0.0,21.0,28.0,11.0,16.0,3.0,,,90.0,53.0,6.3,12.0,0.073118,1,,,,3.0,3.0,6.0,3.0,1.0,3.0,3.0,0.2734,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117159,home,Corinthians,André Ramalho,andre-ramalho,A. Ramalho,D,5,182,5367,M,,148155,EUR,698198400,D,5,5,False,66.0,61.0,4.0,2.0,0.0,43.0,45.0,18.0,21.0,6.0,,,90.0,79.0,7.3,5.0,0.0158009,1,,,,,3.0,,7.0,,2.0,,0.0088,,1.0,1.0,1.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
12117159,home,Corinthians,Cacá,caca,Cacá,D,25,185,3939,M,,929200,EUR,924998400,D,25,25,False,51.0,47.0,3.0,2.0,0.0,36.0,38.0,11.0,13.0,2.0,,,90.0,59.0,6.6,4.0,0.00441714,1,,,,,4.0,5.0,5.0,,1.0,5.0,0.0388,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
12117159,home,Corinthians,Matheuzinho,matheuzinho,Matheuzinho,D,2,171,7286,M,mateuzinhoo,931540,EUR,968371200,M,2,2,False,22.0,19.0,3.0,1.0,0.0,8.0,8.0,11.0,16.0,2.0,,,57.0,43.0,6.8,7.0,0.0248539,1,,,,1.0,,4.0,,,1.0,2.0,0.019,1.0,,,,3.0,,,,2.0,1.0,1.0,1.0,0.0352,,,,,,,,,,,,,,,
12117159,home,Corinthians,Raniele,raniele,Raniele,M,14,184,6186,M,R14niele,866392,EUR,851990400,M,14,14,False,26.0,23.0,1.0,,0.0,10.0,12.0,13.0,16.0,2.0,,,84.0,45.0,7.1,7.0,0.00950424,0,,,,,1.0,2.0,7.0,,1.0,1.0,,1.0,,,,2.0,6.0,3.0,1.0,2.0,,,2.0,,1.0,,,,,,,,,,,,,,
12117159,home,Corinthians,Ryan Gustavo,ryan-gustavo,Ryan,M,37,170,2855,M,,1170779,EUR,1058227200,M,37,37,False,31.0,28.0,,,0.0,8.0,9.0,20.0,23.0,4.0,,,75.0,45.0,6.8,6.0,0.0231616,1,,,,,2.0,6.0,8.0,,1.0,1.0,0.017,,2.0,1.0,,,3.0,1.0,,1.0,1.0,1.0,,0.2698,3.0,2.0,,,,,,,,,,,,,
12117159,home,Corinthians,Hugo,hugo,Hugo,D,,179,3173,M,,1017827,EUR,872812800,M,46,46,False,38.0,35.0,2.0,2.0,0.0,17.0,19.0,18.0,21.0,4.0,,,90.0,61.0,6.1,10.0,0.0123782,1,,,,,,5.0,2.0,1.0,2.0,2.0,0.17,,2.0,,,1.0,2.0,,,2.0,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,
12117159,home,Corinthians,Rodrigo Garro,rodrigo-garro,R. Garro,M,8,174,33134,M,rodrigarroo,994454,EUR,883872000,F,10,10,False,58.0,50.0,7.0,4.0,0.0,5.0,5.0,48.0,58.0,2.0,,,90.0,81.0,8.4,17.0,0.602126,3,,,,,2.0,8.0,7.0,,,2.0,0.1018,5.0,2.0,,,,2.0,1.0,,5.0,4.0,3.0,1.0,0.634,,3.0,,3.0,1.0,,,,,,,,,,
12117159,home,Corinthians,Ángel Romero,angel-romero,Á. Romero,F,29,177,10605,M,ÁRomero,1197041,EUR,710208000,F,11,11,False,40.0,31.0,4.0,3.0,0.0,7.0,7.0,25.0,36.0,2.0,,,75.0,64.0,7.7,16.0,0.320789,1,,,,,2.0,6.0,12.0,1.0,1.0,2.0,0.1055,1.0,1.0,,,,2.0,,,3.0,2.0,,2.0,,1.0,8.0,,1.0,,True,1.0,,,,,,,,
