match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,captain,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_wonTackle,player_sofascoreId,stat_dispossessed,stat_totalContest,stat_fouls,stat_wonContest,stat_hitWoodwork,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goals,stat_lastManTackle
11369925,home,Royal Antwerp FC,Vincent Janssen,vincent-janssen,V. Janssen,F,18,184,1452,M,339901,EUR,771552000,F,18,18,False,33.0,24.0,3.0,3.0,3.0,3.0,21.0,30.0,1.0,,,,90.0,45.0,7.6,13.0,0.712118,4,,,,6.0,,,4.0,,,,3.0,4.0,4.0,,1.0,1.0,,,,2.0,0.2376,2.0,,2.0,,,,,2.0,,,,1.0,1.0,0.0648,,
11369925,home,Royal Antwerp FC,Jelle Bataille,jelle-bataille,J. Bataille,D,25,175,224,M,889387,EUR,927158400,D,34,34,True,57.0,48.0,4.0,2.0,8.0,9.0,40.0,51.0,2.0,,,,51.0,76.0,7.3,16.0,0.217871,1,,,,1.0,,1.0,2.0,,,3.0,1.0,,3.0,1.0,,,,,,,0.0277,1.0,,,1.0,,1.0,,,,,,1.0,,0.1202,,
11369925,home,Royal Antwerp FC,Michel Ange Balikwisha,michel-ange-balikwisha,M. A. Balikwisha,M,10,177,4201,M,923969,EUR,989452800,F,10,10,True,23.0,21.0,,,,1.0,21.0,27.0,,,,,32.0,35.0,7.0,8.0,0.0905041,1,,,,1.0,,,,,,5.0,,,1.0,,,,,,,1.0,0.0387,2.0,,1.0,,,1.0,,,,,,,,,,
11369925,home,Royal Antwerp FC,George Ilenikhena,george-ilenikhena,G. Ilenikhena,F,99,185,2537,M,1462434,EUR,1155686400,F,9,9,True,9.0,8.0,1.0,1.0,2.0,2.0,6.0,7.0,,,,,31.0,15.0,7.2,2.0,0.0593951,3,,George,Ilenikhena,2.0,,,,,,,5.0,1.0,7.0,,,1.0,,,,1.0,0.5141,,,1.0,,,,1.0,1.0,,,,1.0,,0.7072,1.0,
11369925,home,Royal Antwerp FC,Zeno Van Den Bosch,van-den-bosch-zeno,Z. V. D. Bosch,D,33,191,594,M,1103765,EUR,1057449600,D,33,33,True,6.0,3.0,3.0,,,1.0,3.0,5.0,2.0,,,,9.0,7.0,6.5,3.0,0.00142146,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369925,home,Royal Antwerp FC,Senne Lammens,senne-lammens,S. Lammens,G,31,193,27447,M,964753,EUR,1026000000,G,91,91,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369925,home,Royal Antwerp FC,Alhassan Yusuf,alhassan-yusuf,A. Yusuf,M,80,175,917,M,943114,EUR,963878400,M,8,8,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369925,home,Royal Antwerp FC,Arbnor Muja,arbnor-muja,A. Muja,M,7,179,523,M,890695,EUR,912297600,F,11,11,True,,,,,,,,,,,,,,,,,,0,,Arbnor,Muja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369925,away,RSC Anderlecht,Kasper Schmeichel,kasper-schmeichel,K. Schmeichel,G,1,189,3882,M,1076,EUR,531532800,G,33,33,False,30.0,21.0,17.0,8.0,17.0,21.0,4.0,9.0,2.0,,4.0,4.0,90.0,37.0,7.4,9.0,0.00061924,0,0.8575,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11369925,away,RSC Anderlecht,Killian Sardella,killian-sardella,K. Sardella,D,54,177,482,M,909964,EUR,1020297600,D,54,54,False,31.0,22.0,5.0,2.0,9.0,12.0,14.0,25.0,4.0,,,,90.0,56.0,7.3,14.0,0.094613,0,,,,4.0,2.0,2.0,,,,6.0,,1.0,6.0,2.0,,,1.0,,2.0,,,1.0,1.0,,1.0,,,1.0,4.0,1.0,,,,,,,
11369925,away,RSC Anderlecht,Zeno Debast,zeno-debast,Z. Debast,D,6,191,3329,M,1126512,EUR,1066867200,D,56,56,False,39.0,31.0,5.0,3.0,20.0,24.0,11.0,15.0,7.0,,,,90.0,50.0,6.9,10.0,0.0100858,0,,,,4.0,1.0,1.0,1.0,,,,1.0,3.0,3.0,,,,7.0,,,,,,,,1.0,,,,2.0,,,,,,,,1.0
11369925,away,RSC Anderlecht,Jan Vertonghen,jan-vertonghen,J. Vertonghen,D,,189,1673,M,16921,EUR,546220800,D,14,14,False,44.0,35.0,7.0,2.0,29.0,33.0,6.0,11.0,2.0,,,,90.0,51.0,6.5,10.0,0.00158853,0,,,,7.0,,,,True,,,2.0,6.0,3.0,,,,5.0,,,1.0,,,,,,,,1.0,,,,,,,,,
11369925,away,RSC Anderlecht,Ludwig Augustinsson,ludwig-augustinsson,L. Augustinsson,D,6,181,394,M,138546,EUR,766886400,D,15,15,False,41.0,29.0,4.0,3.0,16.0,20.0,14.0,22.0,3.0,,,,90.0,66.0,6.9,15.0,0.0157559,0,,,,8.0,2.0,5.0,2.0,,,1.0,2.0,1.0,6.0,,,,3.0,,,2.0,,1.0,1.0,,3.0,,,1.0,3.0,,,,,,,,
11369925,away,RSC Anderlecht,Mario Stroeykens,mario-stroeykens,M. Stroeykens,M,29,177,3682,M,1101702,EUR,1096416000,M,29,29,False,39.0,37.0,3.0,2.0,25.0,25.0,12.0,14.0,6.0,,,,85.0,51.0,7.1,4.0,0.0232415,0,,Mathieu,Stroeykens,5.0,,2.0,1.0,,,,,1.0,3.0,,1.0,,2.0,,,1.0,,1.0,,,1.0,,1.0,1.0,2.0,1.0,,,,,,,
11369925,away,RSC Anderlecht,Mats Rits,mats-rits,M. Rits,M,23,180,216,M,70961,EUR,742953600,M,23,23,False,45.0,30.0,7.0,1.0,15.0,21.0,15.0,24.0,3.0,,,,90.0,59.0,6.8,16.0,0.055941,1,,,,2.0,1.0,1.0,,,,,2.0,,4.0,2.0,,,3.0,,1.0,1.0,0.0179,1.0,,,,,,,,,,,1.0,,0.072,,
11369925,away,RSC Anderlecht,Theo Leoni,theo-leoni,T. Leoni,M,6,174,569,M,867251,EUR,956275200,M,17,17,False,53.0,46.0,,,22.0,24.0,25.0,30.0,8.0,,,,89.0,76.0,7.4,13.0,0.100982,1,,,,1.0,3.0,1.0,3.0,,,1.0,2.0,,7.0,1.0,,,2.0,,,,0.5925,,1.0,,,,3.0,,2.0,,,,1.0,,0.4088,1.0,
11369925,away,RSC Anderlecht,Anders Dreyer,anders-dreyer,A. Dreyer,F,10,174,2337,M,809280,EUR,894067200,F,36,36,False,31.0,28.0,,,10.0,10.0,18.0,24.0,4.0,,,,90.0,48.0,6.8,11.0,0.149487,4,,,,,,,3.0,,,3.0,1.0,,3.0,,,1.0,1.0,,,,0.5056,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,2.0,1.0,0.0868,,
11369925,away,RSC Anderlecht,Kasper Dolberg,kasper-dolberg,K. Dolberg,F,9,187,4191,M,795761,EUR,876096000,F,12,12,False,18.0,16.0,,,4.0,5.0,12.0,13.0,3.0,,,,84.0,38.0,7.0,10.0,0.0731949,4,,,,4.0,1.0,,5.0,,,,1.0,3.0,5.0,2.0,,3.0,2.0,,1.0,1.0,0.2797,1.0,,1.0,,KDolberg,2.0,,,,,,,,,,
11369925,away,RSC Anderlecht,Yari Verschaeren,verschaeren-yari,Y. Verschaeren,M,10,172,1145,M,901898,EUR,994896000,F,10,10,False,35.0,24.0,5.0,2.0,7.0,9.0,17.0,26.0,5.0,,,,76.0,52.0,7.3,17.0,0.0221957,0,,,,6.0,1.0,,3.0,,,,1.0,1.0,4.0,,,,3.0,,,2.0,,1.0,,,,,2.0,4.0,,3.0,,,,1.0,,,
11369925,away,RSC Anderlecht,Benito Raman,benito-raman,B. Raman,F,14,172,396,M,94300,EUR,784166400,F,9,9,True,5.0,4.0,1.0,1.0,,,4.0,5.0,,,,,14.0,5.0,6.5,1.0,0.0539194,0,,,,1.0,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11369925,away,RSC Anderlecht,Luis Vázquez,luis-vazquez,L. Vázquez,F,19,191,1685,M,974713,EUR,988070400,F,20,20,True,8.0,5.0,,,2.0,2.0,3.0,6.0,,,,,12.0,10.0,6.5,5.0,0.00255187,0,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
11369925,away,RSC Anderlecht,Amadou Diawara,amadou-diawara,A. Diawara,M,24,183,1862,M,788895,EUR,869097600,M,21,21,True,3.0,3.0,,,,,3.0,3.0,,,,,11.0,6.0,6.5,,0.00315627,0,,,,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
11369925,away,RSC Anderlecht,Alexis Flips,flips-alexis,A. Flips,M,70,173,227,M,879672,EUR,948153600,M,8,8,True,,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369925,away,RSC Anderlecht,Maxime Dupé,maxime-dupe,M. Dupé,G,31,186,174,M,96542,EUR,731203200,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369925,away,RSC Anderlecht,Moussa Ndiaye,moussa-ndiaye,M. Ndiaye,D,16,181,1546,M,982315,EUR,1024358400,D,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369925,away,RSC Anderlecht,Tristan Degreef,degreef-tristan,T. Degreef,M,83,177,393,M,1436187,EUR,1106092800,M,83,83,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
