match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_interceptionWon,captain,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_aerialLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_ownGoals,player_sofascoreId,stat_bigChanceMissed
12514157,home,CF Estrela Amadora,Bruno Brígido,bruno-brigido,B. Brígido,G,1,187,51,M,329079,EUR,668476800,G,30,30,False,25.0,16.0,10.0,1.0,0.0,15.0,15.0,1.0,10.0,1.0,1.0,4.0,11.0,1.0,2.0,3.0,2.0,2.0,2.0,90.0,39.0,7.0,9.0,7.655e-05,0,0.8078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514157,home,CF Estrela Amadora,Ferro,ferro,Ferro,D,4,193,693,M,357734,EUR,859334400,D,4,4,False,53.0,46.0,8.0,5.0,0.0,27.0,28.0,19.0,26.0,2.0,2.0,3.0,5.0,,,,,,,63.0,59.0,6.9,9.0,0.0438313,0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514157,home,CF Estrela Amadora,Miguel Lopes,miguel-lopes,M. Lopes,D,13,182,63,M,41651,EUR,535334400,D,13,13,False,46.0,41.0,8.0,5.0,0.0,30.0,30.0,11.0,16.0,1.0,5.0,9.0,3.0,,,,,,,90.0,65.0,7.2,6.0,0.0105654,0,,,,,1.0,True,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12514157,home,CF Estrela Amadora,Rúben Lima,ruben-lima,R. Lima,D,,176,41,M,59772,EUR,623376000,D,28,28,False,59.0,47.0,11.0,5.0,0.0,36.0,38.0,11.0,22.0,6.0,9.0,7.0,3.0,,,,,,,90.0,84.0,7.1,18.0,0.0170707,0,,,,1.0,3.0,,5.0,,,,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,
12514157,home,CF Estrela Amadora,Danilo Veiga,danilo-veiga,D. Veiga,D,17,183,380,M,1002045,EUR,1032912000,M,77,77,False,21.0,16.0,1.0,,0.0,7.0,8.0,9.0,17.0,3.0,8.0,7.0,1.0,,,,,,,90.0,59.0,6.7,16.0,0.0119225,0,,,,4.0,3.0,,6.0,,5.0,1.0,,3.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,
12514157,home,CF Estrela Amadora,Paulo Moreira,paulo-daniel-valente-moreira,P. Moreira,M,19,176,52,M,1090646,EUR,950745600,M,19,19,False,33.0,29.0,2.0,2.0,0.0,16.0,17.0,14.0,17.0,,3.0,,4.0,,,,,,,63.0,41.0,7.0,7.0,0.0473408,0,,Paulo,Moreira,1.0,,,3.0,2.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,
12514157,home,CF Estrela Amadora,Léo Cordeiro,leo-cordeiro,L. Cordeiro,M,22,174,96,M,869461,EUR,812160000,M,22,22,False,19.0,14.0,3.0,1.0,0.0,4.0,4.0,10.0,15.0,,4.0,1.0,6.0,,,,,,,84.0,35.0,7.0,8.0,0.0121663,2,,,,,2.0,,2.0,1.0,2.0,2.0,,2.0,1.0,,,,,,1.0,,,,1.0,1.0,0.1877,,,,,,,
12514157,home,CF Estrela Amadora,Nilton Varela,nilton-varela,N. Varela,M,75,182,76,M,998414,EUR,990748800,M,25,25,False,19.0,10.0,4.0,,0.0,7.0,9.0,3.0,12.0,,1.0,5.0,1.0,,,,,,,90.0,48.0,6.4,14.0,0.00401175,0,,,,2.0,1.0,,6.0,1.0,1.0,,,1.0,,4.0,,,,,,,1.0,,,,,,,,,,,
12514157,home,CF Estrela Amadora,Alan Ruiz,alan-ruiz,A. Ruiz,M,,181,154,M,158255,EUR,745718400,F,10,10,False,33.0,25.0,4.0,3.0,0.0,9.0,9.0,16.0,26.0,1.0,3.0,,3.0,,,,,,,76.0,49.0,6.8,19.0,0.0383356,0,,,,2.0,,,7.0,1.0,3.0,1.0,,,3.0,1.0,,1.0,1.0,,5.0,,1.0,,,,,,,,,,,
12514157,home,CF Estrela Amadora,Jovane Cabral,jovane-cabral,J. Cabral,F,11,176,1128,M,845802,EUR,897782400,F,97,97,False,11.0,8.0,1.0,,0.0,2.0,3.0,6.0,9.0,2.0,4.0,,3.0,,,,,,,45.0,21.0,6.8,7.0,0.196657,0,,,,1.0,1.0,,3.0,,,,,1.0,2.0,1.0,,1.0,,,3.0,,1.0,,,,,,,,,,,
