match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_fouls,stat_dispossessed,stat_unsuccessfulTouch,stat_totalTackle,stat_wonTackle,stat_blockedScoringAttempt,stat_penaltyConceded,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_outfielderBlock,stat_goals,stat_savedShotsFromInsideTheBox,stat_ownGoals,stat_bigChanceMissed,stat_penaltyWon
14566971,home,FC København,Dominik Kotarski,dominik-kotarski,D. Kotarski,G,1,188,2494,M,835678,EUR,950140800,G,1,1,False,21.0,16.0,13.0,8.0,0.0,12.0,15.0,4.0,6.0,5.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,30.0,4.6,5.0,0.00142122,20.916,5.64376,0.0,0.014,0,-2.6029,0.03,-0.01,-0.69,-1.0,3.53,1.89,0.19,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566971,home,FC København,Junnosuke Suzuki,junnosuke-suzuki,J. Suzuki,D,20,180,1094,M,1171902,EUR,1057968000,D,20,20,False,35.0,28.0,2.0,,1.0,13.0,17.0,15.0,18.0,2.0,2.0,,,,,,,90.0,56.0,6.6,10.0,0.230614,28.656,11.07813,11.0,,1,,0.32,0.15,-0.64,,2.66,5.58,1.82,0.8,0.22,Junnosuke Suzuki,,1.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,0.1354,2.0,-0.33,,,,,,,,,,,,,,,,,,,,
14566971,home,FC København,Gabriel Pereira,gabriel-pereira,G. Pereira,D,5,188,599,M,992652,EUR,957657600,D,5,5,False,42.0,36.0,5.0,3.0,0.0,31.0,34.0,5.0,8.0,8.0,2.0,,,,,,,90.0,51.0,5.6,6.0,0.00258714,26.928,11.02567,5.0,,0,,0.01,0.01,-0.65,,2.59,6.05,1.76,0.53,0.1,,,,,1.0,1.0,,,,,1.0,,,,,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,
14566971,home,FC København,Pantelis Hatzidiakos,hatzidiakos-pantelis,P. Hatzidiakos,D,6,185,762,M,822163,EUR,853545600,D,6,6,False,37.0,29.0,7.0,1.0,0.0,23.0,28.0,6.0,9.0,6.0,1.0,,,,,,,75.0,50.0,5.8,11.0,0.00313552,28.332,8.67526,5.0,,0,,-0.01,0.02,-0.29,,2.13,4.92,1.19,0.34,0.1,,,,,,,,,,,3.0,,,,,2.0,4.0,,1.0,1.0,2.0,,,,,,,,,,,,,,
14566971,home,FC København,Birger Meling,birger-meling,B. Meling,D,24,172,242,M,606530,EUR,787622400,D,24,24,False,25.0,20.0,2.0,1.0,0.0,14.0,15.0,6.0,10.0,3.0,7.0,,,,,,,63.0,39.0,6.2,5.0,0.00203189,30.276,7.90436,13.0,,0,,0.03,0.04,-0.33,,1.73,4.08,1.2,0.63,0.27,,,,,1.0,2.0,,,,,1.0,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,
14566971,home,FC København,Jordan Larsson,jordan-larsson,J. Larsson,M,11,175,1304,M,578380,EUR,866764800,M,11,11,False,22.0,17.0,1.0,,0.0,4.0,6.0,13.0,16.0,1.0,4.0,,,,,,,75.0,35.0,6.6,11.0,0.107446,30.6,8.81441,12.0,,2,,0.23,0.2,-0.13,,2.4,4.22,1.35,0.56,0.28,,,4.0,,1.0,2.0,,,,1.0,,1.0,0.0813,2.0,-0.22,,2.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,
14566971,home,FC København,Lukas Lerager,lukas-lerager,L. Lerager,M,21,180,445,M,151470,EUR,742435200,M,12,12,False,29.0,20.0,1.0,,0.0,13.0,18.0,7.0,11.0,3.0,2.0,,,,,,,90.0,41.0,5.6,12.0,0.00444454,28.296,11.10035,8.0,,1,,-0.2,0.01,-0.61,,2.69,5.99,1.66,0.58,0.17,,,,,1.0,4.0,,,,1.0,1.0,,0.0955,,-0.21,,4.0,1.0,3.0,,3.0,3.0,3.0,,1.0,,,,,,,,,,
14566971,home,FC København,William Clem,william-clem,W. Clem,M,36,191,263,M,1083413,EUR,1087689600,M,36,36,False,32.0,29.0,1.0,1.0,0.0,15.0,16.0,14.0,16.0,7.0,6.0,,,,,,,81.0,47.0,7.0,3.0,0.0267835,27.54,10.0439,4.0,,1,,0.25,0.04,0.15,,2.27,5.65,1.63,0.4,0.1,William Clem,,,,2.0,2.0,,,,,2.0,,0.0205,2.0,0.01,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
14566971,home,FC København,Elias Achouri,elias-achouri,E. Achouri,M,30,177,7770,M,945204,EUR,918604800,M,30,30,False,30.0,22.0,4.0,1.0,0.0,10.0,14.0,12.0,16.0,,7.0,,,,,,,81.0,42.0,6.5,12.0,0.0678972,30.312,9.81359,14.0,,1,,-0.04,0.12,-0.19,,2.48,4.59,1.63,0.81,0.31,,,2.0,,,4.0,1.0,1.0,,,,1.0,0.0339,1.0,0.01,,3.0,1.0,,2.0,,2.0,1.0,1.0,,EliasAchouri,,,,,,,,,
14566971,home,FC København,Youssoufa Moukoko,youssoufa-moukoko,Y. Moukoko,F,9,179,11943,M,997006,EUR,1100908800,F,9,9,False,19.0,17.0,2.0,1.0,0.0,8.0,9.0,9.0,10.0,1.0,5.0,,,,,,,90.0,44.0,7.7,11.0,0.0479655,28.296,10.84621,10.0,,3,,0.11,0.67,0.16,,2.95,5.14,1.64,0.9,0.21,,,,,,9.0,4.0,2.0,,,,3.0,0.2008,,0.29,2.0,8.0,,1.0,3.0,3.0,4.0,1.0,1.0,,youssoufa_10,2.0,0.6979,,,,,,,
