match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_totalClearance,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wonContest,stat_shotOffTarget,captain,stat_dispossessed,stat_accurateCross,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_bigChanceCreated,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine
14053829,home,NAC Breda,Daniel Bielica,,,bielica-daniel,D. Bielica,G,99,189.0,296,M,939460,EUR,925430400,G,99,99,False,33.0,20.0,24.0,11.0,0.0,10.0,14.0,10.0,19.0,1.0,2.0,7.0,1.0,1.0,4.0,7.0,90.0,47.0,9.2,14.0,0.00874697,42.5886733039,7.0,23.834339712848,1.279,0,1.8736,0.12,0.01,-0.08,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053829,home,NAC Breda,Cherrion Valerius,Cherrion,Valerius,valerius-cherrion,C. Valerius,D,25,192.0,131,M,1515525,EUR,1127347200,D,25,25,False,29.0,24.0,2.0,2.0,0.0,13.0,17.0,11.0,12.0,3.0,3.0,3.0,,,,,66.0,41.0,6.4,11.0,0.350077,104.32265265498,9.0,62.118098626153,,1,,0.29,-0.05,-0.37,,3.0,2.0,1.0,1.0,1.0,1.0,0.1315,23.854990954532,27.199165446756,1.0,1.0,-0.51,,,,,,,,,,,,,,,,,,,,,,,
14053829,home,NAC Breda,Denis Odoi,Denis,Odoi,denis-odoi,D. Odoi,M,3,177.0,876,M,58994,EUR,580694400,D,3,3,False,55.0,49.0,4.0,1.0,0.0,25.0,27.0,24.0,28.0,3.0,5.0,2.0,1.0,,,,90.0,71.0,6.5,9.0,0.120325,114.86291523903,13.0,44.053951473921,,0,,0.36,0.03,-0.31,,,8.0,3.0,,,4.0,,23.627979458879,24.886486473586,1.0,,,4.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
14053829,home,NAC Breda,Leo Greiml,,,leo-greiml,L. Greiml,D,12,186.0,224,M,918420,EUR,994118400,D,12,12,False,67.0,59.0,7.0,4.0,0.0,28.0,31.0,31.0,36.0,7.0,15.0,7.0,2.0,,,,90.0,96.0,8.3,9.0,0.0377018,100.2933809229,13.0,20.46988312808,,2,,0.32,0.04,0.69,,,6.0,1.0,,,9.0,0.0325,18.345165047811,20.886294094453,1.0,1.0,-0.19,3.0,2.0,2.0,6.0,2.0,,1.0,2.0,2.0,0.0261,,,,,,,,,,,,,
14053829,home,NAC Breda,Rio Hillen,Rio,Hillen,rio-hillen,R. Hillen,D,22,187.0,90,M,1012927,EUR,1046822400,D,22,22,False,37.0,27.0,8.0,3.0,0.0,14.0,18.0,13.0,19.0,3.0,6.0,4.0,1.0,,,,45.0,50.0,6.7,12.0,0.0104885,90.139520258662,11.0,34.126986413361,,1,,0.08,0.09,-0.25,,1.0,1.0,1.0,1.0,,4.0,0.0241,,,,,-0.14,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,
14053829,home,NAC Breda,Boy Kemper,Boy,Kemper,boy-kemper,B. Kemper,D,4,185.0,120,M,858242,EUR,929923200,D,4,4,False,30.0,22.0,3.0,1.0,0.0,5.0,6.0,17.0,24.0,3.0,6.0,5.0,1.0,,,,53.0,43.0,6.4,12.0,0.0248056,68.232997391385,7.0,-27.831874224707,,0,,0.15,0.04,-0.4,,,3.0,2.0,1.0,,,,,,,,,1.0,,2.0,2.0,1.0,,2.0,,,,1.0,,True,,,,,,,,,,
14053829,home,NAC Breda,Maximilien Balard,Maximilien,Balard,balard-maximilien,M. Balard,M,16,178.0,164,M,1096511,EUR,974592000,M,16,16,False,66.0,52.0,6.0,3.0,0.0,16.0,21.0,36.0,45.0,2.0,4.0,5.0,,,,,83.0,72.0,6.8,15.0,0.0466062,126.73676756416,17.0,15.514820970384,,0,,0.18,0.14,-0.05,,,3.0,1.0,1.0,,1.0,,20.359011531117,20.472577658908,1.0,,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,
14053829,home,NAC Breda,Lewis Holtby,Lewis,Holtby,lewis-holtby,L. Holtby,M,90,176.0,208,M,1135884,EUR,653616000,M,90,90,False,19.0,14.0,2.0,1.0,0.0,5.0,7.0,9.0,12.0,1.0,2.0,1.0,,,,,67.0,38.0,6.8,13.0,0.774705,53.005639578023,6.0,-39.300748243468,,1,,0.43,0.01,-0.13,,6.0,2.0,1.0,,,3.0,0.0183,,,,4.0,-0.07,,,,1.0,1.0,,5.0,1.0,,,,1.0,,,3.0,,,,,,,,
14053829,home,NAC Breda,Kamal Sowah,,,kamal-sowah,K. Sowah,M,14,179.0,840,M,927440,EUR,947376000,M,14,14,False,65.0,43.0,10.0,3.0,0.0,11.0,12.0,32.0,53.0,1.0,3.0,7.0,1.0,,,,90.0,85.0,6.5,30.0,0.152679,169.64489051901,23.0,9.1444606939649,,2,,0.26,0.15,-0.04,,5.0,2.0,,,1.0,3.0,0.0638,12.931364746936,14.602760047334,1.0,1.0,-0.15,1.0,,1.0,1.0,1.0,,5.0,1.0,,,,1.0,,,2.0,,,,,,,,
14053829,home,NAC Breda,Charles-Andreas Brym,Charles-Andreas,Brym,charles-andreas-brym,C. Brym,F,7,180.0,203,M,990814,EUR,902534400,F,7,7,False,37.0,28.0,1.0,1.0,0.0,9.0,10.0,19.0,27.0,3.0,8.0,2.0,3.0,,,,90.0,55.0,8.0,17.0,0.0784027,106.53012016279,12.0,30.713044074888,,4,,-0.07,0.31,-0.01,,2.0,7.0,,2.0,,1.0,0.3278,11.198789414574,30.648258405445,2.0,2.0,0.49,5.0,,,1.0,,,4.0,,4.0,0.8843,1.0,,,1.0,,1.0,1.0,,,,,,
