match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_fouls,stat_totalOffside,stat_aerialWon,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_blockedScoringAttempt,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_lastManTackle,stat_clearanceOffLine,player_sofascoreId,stat_bigChanceMissed
12117333,home,Cuiabá,Clayson,clayson,Clayson,M,29,166.0,372,M,811308,EUR,795571200.0,F,25,25,False,,30.0,23.0,2.0,,0.0,10.0,14.0,13.0,21.0,,2.0,,1.0,,,,81.0,53.0,6.8,19.0,0.0532117,3,,,,5.0,,,8.0,5.0,2.0,4.0,,1.0,,1.0,1.0,1.0,,3.0,2.0,2.0,,0.2004,,2.0,1.0,,,,,,,
12117333,home,Cuiabá,Railan,railan,Railan,M,2,185.0,87,M,1047213,EUR,952646400.0,M,21,21,True,,11.0,10.0,1.0,,0.0,3.0,3.0,7.0,11.0,,2.0,,1.0,,,,24.0,17.0,6.3,6.0,0.0249012,0,,,,3.0,,2.0,4.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
12117333,home,Cuiabá,Jadson Alves,jadson-alves,J. Alves,F,77,178.0,29,M,1462231,EUR,1123632000.0,D,77,77,True,,9.0,8.0,,,0.0,4.0,4.0,4.0,5.0,,2.0,,,,,,24.0,12.0,6.5,2.0,0.00849656,0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12117333,home,Cuiabá,Denilson,denilson,Denilson,M,8,180.0,370,M,1175760,EUR,985305600.0,M,27,27,True,,14.0,14.0,2.0,2.0,0.0,5.0,5.0,9.0,10.0,,1.0,,,,,,9.0,18.0,7.1,1.0,0.0141312,0,,Denilson,,1.0,,,,3.0,,2.0,,,,1.0,,,,,2.0,,,,,1.0,,,,,,,,
12117333,home,Cuiabá,Jonathan Cafú,jonathan-cafu,Jonathan Cafú,M,11,175.0,197,M,790103,EUR,679104000.0,F,7,7,True,,7.0,6.0,,,0.0,1.0,1.0,5.0,6.0,,,,1.0,,,,9.0,10.0,6.5,3.0,0.0103714,0,,,,,,,2.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,
12117333,home,Cuiabá,David,david-miguel-de-souza-arcanjo,D. M. d. S. Arcanjo,M,20,181.0,93,M,1633878,EUR,1173571200.0,M,20,20,True,,1.0,1.0,,,0.0,1.0,1.0,,,,1.0,,,,,,1.0,2.0,,,1.934e-05,1,,David,,,,,,,,,,,,,,,,,,1.0,,0.0346,,,,,,,,,,
12117333,home,Cuiabá,Felipe Lopes,felipe-lopes,F. Lopes,G,31,,5,M,1836621,EUR,,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,0,,Felipe Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117333,home,Cuiabá,Mateus Pasinato,mateus-pasinato,Mateus Pasinato,G,41,192.0,80,M,914169,EUR,709689600.0,G,14,14,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117333,home,Cuiabá,Juan Tavares,juan-tavares,J. Tavares,D,63,179.0,44,M,1141510,EUR,1019692800.0,D,63,63,True,,,,,,,,,,,,,,,,,,,,,,,0,,Juan Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117333,home,Cuiabá,Gabriel,gabriel,Gabriel,D,44,185.0,190,M,1465498,EUR,1066435200.0,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117333,away,Bahia,Adriel,adriel,Adriel,G,1,195.0,392,M,1106840,EUR,979430400.0,G,23,23,False,,35.0,28.0,16.0,10.0,0.0,25.0,27.0,3.0,8.0,,9.0,1.0,,3.0,,,90.0,44.0,6.8,7.0,0.00196188,0,-0.0504,Adriel,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,
12117333,away,Bahia,Gilberto,gilberto,Gilberto,D,2,181.0,1500,M,261687,EUR,731462400.0,D,2,2,False,,59.0,55.0,1.0,1.0,0.0,28.0,28.0,29.0,35.0,3.0,4.0,,2.0,,,,72.0,85.0,6.9,13.0,0.103196,0,,,,4.0,2.0,,5.0,6.0,,4.0,,4.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
12117333,away,Bahia,Gabriel Xavier,gabriel-xavier,G. Xavier,D,3,190.0,1259,M,1117710,EUR,989107200.0,D,3,3,False,,56.0,51.0,3.0,1.0,0.0,38.0,41.0,13.0,15.0,2.0,1.0,,,,,,90.0,65.0,7.3,5.0,0.00721455,0,,Gabriel Xavier,,,,1.0,3.0,3.0,1.0,,4.0,,,,1.0,,3.0,,,,1.0,,,,,,,,,1.0,,
12117333,away,Bahia,Kanu,kanu,Kanu,D,4,186.0,926,M,871705,EUR,857692800.0,D,4,4,False,,52.0,50.0,4.0,4.0,0.0,29.0,30.0,21.0,22.0,2.0,3.0,,2.0,,,,90.0,60.0,6.9,4.0,0.0210709,0,,,,,,2.0,4.0,4.0,,,1.0,2.0,1.0,,2.0,,2.0,,,,,,,,,,,,1.0,,,
12117333,away,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176.0,3659,M,1017264,EUR,935884800.0,D,46,46,False,,56.0,51.0,1.0,1.0,0.0,19.0,21.0,33.0,37.0,2.0,2.0,,,,,,90.0,77.0,7.3,7.0,0.0348665,1,,,,2.0,1.0,1.0,2.0,5.0,1.0,,2.0,3.0,1.0,1.0,,,2.0,,,1.0,1.0,0.01,,,,,,,,,,
12117333,away,Bahia,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174.0,1777,M,1008832,EUR,919814400.0,M,19,19,False,,61.0,57.0,4.0,4.0,0.0,27.0,27.0,30.0,34.0,,4.0,,,,,,45.0,64.0,7.0,4.0,0.0315592,0,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,
12117333,away,Bahia,Ademir,ademir,Ademir,F,7,172.0,1700,M,922546,EUR,792892800.0,M,7,7,False,,25.0,21.0,2.0,1.0,0.0,8.0,9.0,14.0,17.0,,2.0,,,,,,72.0,37.0,7.4,6.0,0.0389763,1,,,,1.0,1.0,1.0,7.0,6.0,4.0,5.0,1.0,2.0,2.0,,,1.0,,,3.0,,,0.377,,1.0,1.0,1.0,0.9001,,,,,
12117333,away,Bahia,Everton Ribeiro,everton-ribeiro,E. Ribeiro,M,10,174.0,5845,M,145063,EUR,608169600.0,M,10,10,False,True,20.0,18.0,2.0,1.0,0.0,5.0,6.0,13.0,17.0,,2.0,,,,,,45.0,27.0,6.6,6.0,0.0146962,0,,,,3.0,,,2.0,2.0,1.0,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,evertonri,
12117333,away,Bahia,Jean Lucas,jean-lucas,J. Lucas,M,6,181.0,3752,M,927975,EUR,898473600.0,M,6,6,False,,30.0,28.0,1.0,1.0,1.0,8.0,9.0,21.0,23.0,,2.0,,1.0,,,,72.0,43.0,7.0,8.0,0.52198,2,,,,2.0,1.0,1.0,7.0,3.0,2.0,2.0,,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,,0.0858,1.0,,,,,1.0,,,,
12117333,away,Bahia,Luciano Rodríguez,luciano-rodriguez,L. Rodríguez,F,19,179.0,4244,M,1099361,EUR,1058313600.0,M,17,17,False,,7.0,4.0,,,0.0,1.0,1.0,3.0,6.0,1.0,3.0,,6.0,,,,90.0,28.0,7.6,11.0,0.0121754,4,,,,,,2.0,5.0,6.0,1.0,2.0,,2.0,1.0,,,,1.0,2.0,2.0,1.0,,0.3187,1.0,1.0,2.0,1.0,0.3032,,,,,
12117333,away,Bahia,Cauly,cauly,Cauly,M,8,175.0,2903,M,255873,EUR,811123200.0,F,8,8,False,,50.0,45.0,1.0,1.0,1.0,10.0,10.0,36.0,44.0,,1.0,,3.0,,,,90.0,70.0,7.8,14.0,0.1113,2,,,,4.0,1.0,,3.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,,,,2.0,1.0,2.0,,0.1015,,2.0,,,,,,,,
12117333,away,Bahia,Nicolás Acevedo,nicolas-acevedo,N. Acevedo,M,26,173.0,1112,M,959620,EUR,924048000.0,M,26,26,True,,42.0,41.0,2.0,1.0,0.0,19.0,19.0,22.0,24.0,,5.0,,1.0,,,,45.0,48.0,6.9,3.0,0.0204101,0,,,,1.0,,,2.0,2.0,,1.0,1.0,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,
12117333,away,Bahia,Biel,biel,Biel,F,20,169.0,2141,M,1106140,EUR,986083200.0,F,11,11,True,,12.0,10.0,1.0,1.0,0.0,1.0,1.0,9.0,11.0,,,,3.0,,,,45.0,21.0,7.2,6.0,0.13678,1,,Gabriel,Teixeira Aragão,,,,1.0,3.0,,,,1.0,1.0,1.0,,,,1.0,,,,0.0398,1.0,2.0,,,,1.0,,,,
12117333,away,Bahia,Santiago Arias,santiago-arias,S. Arias,D,13,177.0,3440,M,158583,EUR,695260800.0,D,13,13,True,,12.0,10.0,1.0,,0.0,4.0,5.0,6.0,7.0,,,,1.0,,,,18.0,15.0,6.6,3.0,0.00434869,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12117333,away,Bahia,Thaciano,thaciano,Thaciano,M,16,182.0,1796,M,872039,EUR,800236800.0,M,16,16,True,,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,1.0,,,,,,18.0,6.0,6.6,,0.00045509,0,,,,,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,
12117333,away,Bahia,Everaldo,everaldo,Everaldo,F,9,181.0,2414,M,386212,EUR,678672000.0,F,9,9,True,,4.0,,,,0.0,,1.0,1.0,5.0,,2.0,,2.0,,,,18.0,16.0,6.3,8.0,0.00169247,1,,,,2.0,1.0,,1.0,3.0,,1.0,1.0,2.0,1.0,,,,1.0,,,1.0,,0.1953,,,,,,,,,,1.0
12117333,away,Bahia,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189.0,1142,M,358524,EUR,829353600.0,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117333,away,Bahia,Cicinho,cicinho,Cicinho,D,2,168.0,196,M,243271,EUR,599097600.0,D,40,40,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117333,away,Bahia,Vitor Hugo,vitor-hugo,V. Hugo,D,14,187.0,899,M,794838,EUR,674697600.0,D,31,31,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117333,away,Bahia,Carlos De Pena,carlos-de-pena,Carlos De Pena,M,27,177.0,495,M,311394,EUR,700272000.0,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117333,away,Bahia,Yago Felipe,yago-felipe,Y. Felipe,M,41,174.0,406,M,552164,EUR,791769600.0,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117333,away,Bahia,Rafael Ratão,rafael-ratao,R. Ratão,F,18,182.0,3402,M,352838,EUR,817689600.0,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117333,away,Bahia,Tiago Souza,tiago-souza,T. Souza,F,77,178.0,943,M,1469531,EUR,1112918400.0,F,77,77,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
