match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,captain,stat_dispossessed,stat_wasFouled,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goalAssist,stat_goals,stat_totalOffside,stat_punches
10583799,home,Abha,Devis Epassy,,,devis-epassy,D. Epassy,G,1,187.0,1481,M,362758,EUR,728611200,G,16,16,False,22.0,12.0,14.0,4.0,10.0,13.0,2.0,9.0,2.0,10.0,1.0,1.0,1.0,1.0,90.0,36.0,6.6,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583799,home,Abha,Fahad Bin Jumayah,,,fahad-bin-jumayah,F. B. Jumayah,D,14,170.0,22,M,893514,EUR,800064000,D,14,14,False,26.0,19.0,2.0,2.0,17.0,21.0,4.0,10.0,4.0,3.0,1.0,,,,90.0,43.0,7.0,11.0,0,5.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,
10583799,home,Abha,Amine Attouchi,,,amine-attouchi,A. Atouchi,D,,186.0,95,M,866170,EUR,709948800,D,19,19,False,38.0,32.0,6.0,1.0,22.0,23.0,10.0,15.0,,4.0,,,,,90.0,44.0,6.8,7.0,1,,,,1.0,1.0,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
10583799,home,Abha,Abdullah Al-Zoari,,,abdullah-al-zoari,A. Z. Aldossary,D,,178.0,7,M,118137,EUR,555811200,D,3,3,False,29.0,24.0,5.0,2.0,15.0,15.0,9.0,14.0,4.0,3.0,,,,,90.0,37.0,6.5,6.0,0,,,2.0,3.0,3.0,5.0,,2.0,,,,,,,True,1.0,1.0,,,,,,,,,,
10583799,home,Abha,Saeed Al Hamsal,,,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600,D,39,39,False,41.0,31.0,9.0,3.0,16.0,21.0,15.0,21.0,1.0,5.0,5.0,,,,89.0,74.0,6.3,20.0,0,1.0,,2.0,2.0,6.0,6.0,1.0,2.0,2.0,,,,,2.0,,,1.0,4.0,1.0,,,,,,,,
10583799,home,Abha,Vieljeux Prestige Mboungou,,,vieljeux-prestige-mboungou,V. P. Mboungou,F,29,171.0,267,M,923865,EUR,963187200,M,47,47,False,24.0,19.0,2.0,1.0,8.0,11.0,11.0,16.0,,5.0,2.0,,,,90.0,41.0,6.6,11.0,3,3.0,,,2.0,4.0,6.0,1.0,1.0,,3.0,,1.0,,,,,3.0,1.0,,1.0,2.0,,,,,,
10583799,home,Abha,Riyadh Sharahili,,,riyadh-sharahili,R. Sharahili,M,26,185.0,28,M,818624,EUR,735955200,M,89,89,False,43.0,39.0,6.0,4.0,16.0,18.0,23.0,25.0,2.0,9.0,1.0,,,,90.0,55.0,7.2,5.0,1,,,3.0,2.0,6.0,5.0,,3.0,2.0,3.0,2.0,,,2.0,,,,,,,,1.0,1.0,,,,
10583799,home,Abha,Uroš Matić,,,uros-matic,U. Matić,M,,185.0,66,M,63273,EUR,643420800,M,8,8,False,41.0,37.0,4.0,3.0,17.0,18.0,21.0,25.0,,8.0,,,,,90.0,51.0,7.2,6.0,0,2.0,1.0,,,3.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,1.0,,,,,,,,,,,
10583799,home,Abha,Saleh Al-Amri,,,saleh-al-amri,S. Al-Amri,M,93,176.0,147,M,791578,EUR,750556800,M,7,7,False,34.0,25.0,1.0,,7.0,7.0,18.0,29.0,,4.0,3.0,,,,79.0,57.0,7.2,16.0,3,2.0,,1.0,2.0,4.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,
10583799,home,Abha,Saad Bguir,Saad,Bguir,bguir-saad,S. Bguir,M,18,178.0,637,M,563030,EUR,764294400,F,10,10,False,43.0,38.0,5.0,3.0,14.0,15.0,24.0,35.0,,2.0,3.0,,,,90.0,61.0,7.1,18.0,1,7.0,,,,4.0,2.0,1.0,,,,1.0,,,,,1.0,2.0,2.0,,,1.0,,,,1.0,1.0,
