match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_lastManTackle,player_firstName,player_lastName,stat_challengeLost,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_blockedScoringAttempt,stat_dispossessed,stat_hitWoodwork,stat_totalOffside,stat_outfielderBlock,stat_bigChanceMissed,player_sofascoreId
14109724,home,Antalyaspor,Abdullah Yiğiter,abdullah-yigiter,A. Yiğiter,G,21,189.0,39,M,827515,EUR,951004800,G,21,21,False,43.0,19.0,32.0,8.0,0.0,14.0,18.0,5.0,25.0,1.0,1.0,2.0,16.0,4.0,5.0,6.0,2.0,90.0,61.0,6.7,25.0,0.0481631,28.398099615213,4.0,11.865,7.875,0.3359,0,-0.4631,0.2,0.02,-0.11,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109724,home,Antalyaspor,Bünyamin Balcı,bunyamin-balci,B. Balcı,D,7,180.0,128,M,967214,EUR,959731200,D,7,7,False,23.0,16.0,3.0,3.0,0.0,7.0,9.0,9.0,14.0,3.0,6.0,5.0,,,,,,90.0,49.0,6.9,12.0,0.165527,24.546295589525,4.0,-17.01,-0.735,,0,,0.37,-0.3,-0.21,,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
14109724,home,Antalyaspor,Veysel Sarı,veysel-sari,V. Sarı,D,89,185.0,109,M,98276,EUR,585792000,D,89,89,False,30.0,21.0,10.0,4.0,0.0,13.0,17.0,8.0,13.0,3.0,5.0,12.0,5.0,,,,,90.0,49.0,7.8,9.0,0.014525,74.25532163021,6.0,44.625,38.955,,1,,0.16,0.05,-0.15,,,,1.0,1.0,,1.0,,1.0,,True,1.0,1.0,2.0,0.0826,0.4847,0.53,,,,,,,,,,,,,,,
14109724,home,Antalyaspor,Hüseyin Türkmen,huseyin-turkmen,H. Türkmen,D,4,183.0,128,M,913994,EUR,883612800,D,4,4,False,35.0,29.0,8.0,5.0,0.0,23.0,23.0,6.0,12.0,2.0,5.0,17.0,1.0,,,,,90.0,60.0,7.1,6.0,0.0100924,84.974893142663,11.0,1.995,10.815,,0,,0.06,0.03,0.66,,,,7.0,7.0,,2.0,,1.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,
14109724,home,Antalyaspor,Samet Karakoc,samet-karakoc,S. Karakoç,D,2,185.0,56,M,1148625,EUR,1035244800,D,2,2,False,30.0,20.0,6.0,2.0,0.0,14.0,19.0,6.0,11.0,2.0,8.0,12.0,2.0,,,,,90.0,66.0,6.3,16.0,0.0129466,95.365014882882,13.0,26.25,22.05,,0,,-0.02,0.03,-0.16,,4.0,1.0,7.0,9.0,1.0,4.0,3.0,1.0,,,,,1.0,,,,,Samet Karakoc,,1.0,1.0,2.0,1.0,,,,,,,,
14109724,home,Antalyaspor,Jesper Ceesay,jesper-ceesay,J. Ceesay,M,23,192.0,178,M,1021269,EUR,1003536000,M,23,23,False,29.0,24.0,3.0,2.0,0.0,12.0,15.0,12.0,14.0,4.0,11.0,6.0,5.0,,,,,90.0,51.0,7.3,9.0,0.00888613,62.111332913142,8.0,23.625,11.13,,1,,0.11,0.2,0.2,,,,3.0,5.0,,5.0,5.0,2.0,,,,,,0.0377,,-0.25,,,,2.0,,4.0,,1.0,,,,,,,
14109724,home,Antalyaspor,Kenneth Paal,kenneth-paal,K. Paal,D,3,175.0,247,M,285997,EUR,867110400,M,3,3,False,31.0,23.0,2.0,,0.0,10.0,14.0,13.0,17.0,1.0,7.0,4.0,3.0,,,,,86.0,46.0,7.0,10.0,0.0451924,59.745738273903,7.0,54.81,22.26,,1,,0.22,0.2,-0.07,,2.0,1.0,,2.0,,2.0,2.0,4.0,,,,,1.0,0.0635,,0.01,,,,1.0,,1.0,1.0,,1.0,,,,,,
14109724,home,Antalyaspor,Abdülkadir Ömür,abdulkadir-omur,A. Ömür,M,10,168.0,642,M,826155,EUR,930268800,M,10,10,False,11.0,8.0,1.0,,0.0,4.0,4.0,4.0,7.0,2.0,6.0,,2.0,,,,,57.0,26.0,6.6,11.0,0.0285148,5.8308232694878,1.0,5.67,5.67,,0,,0.25,0.03,-0.19,,,,1.0,7.0,1.0,3.0,3.0,1.0,2.0,,,,,,,,,,,2.0,,5.0,1.0,,,2.0,,,,,
14109724,home,Antalyaspor,Ramzi Safuri,ramzi-safuri,R. Safuri,M,8,184.0,208,M,186949,EUR,814233600,M,8,8,False,15.0,10.0,2.0,,1.0,4.0,7.0,6.0,8.0,,3.0,2.0,2.0,,,,,57.0,26.0,6.7,8.0,0.127971,27.865742312122,5.0,3.78,3.57,,0,,0.19,-0.12,-0.08,,3.0,2.0,,2.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,
14109724,home,Antalyaspor,Nikola Storm,nikola-storm,N. Storm,F,26,178.0,277,M,149796,EUR,780883200,M,26,26,False,18.0,11.0,,,0.0,6.0,9.0,5.0,9.0,,3.0,1.0,3.0,,,,,71.0,27.0,6.4,11.0,0.00351831,90.541523263398,9.0,60.795,37.8,,1,,-0.14,0.17,-0.1,,1.0,,2.0,6.0,,3.0,2.0,,,,1.0,,,0.0624,0.1384,0.16,,,,1.0,,1.0,2.0,,,1.0,,,,,
