match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_duelLost,stat_dispossessed,stat_ownGoals,stat_challengeLost,stat_unsuccessfulTouch,stat_accurateCross,stat_fouls,stat_aerialLost,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_hitWoodwork,stat_bigChanceMissed
12441681,home,Go Ahead Eagles,Jari De Busser,jari-de-busser,J. D. Busser,G,22,190,290,M,837072,EUR,940464000,G,22,22,False,39.0,32.0,11.0,5.0,0.0,31.0,34.0,1.0,5.0,1.0,3.0,10.0,1.0,4.0,6.0,1.0,1.0,90.0,57.0,7.6,7.0,0.0034868,0,-0.8457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441681,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180,337,M,794013,EUR,868924800,D,2,2,False,40.0,31.0,5.0,1.0,0.0,14.0,14.0,17.0,28.0,5.0,2.0,4.0,1.0,,,,,90.0,56.0,7.1,11.0,0.0231049,1,,,,True,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0361,1.0,,,,,,,,,,,,,,,,,
12441681,home,Go Ahead Eagles,Gerrit Nauber,gerrit-nauber,G. Nauber,D,3,185,79,M,133168,EUR,703123200,D,3,3,False,70.0,60.0,4.0,,0.0,47.0,50.0,13.0,20.0,4.0,4.0,4.0,,,,,,90.0,78.0,6.1,11.0,0.00365363,0,,,,,,4.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12441681,home,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190,140,M,793742,EUR,838944000,D,4,4,False,104.0,89.0,12.0,3.0,0.0,65.0,70.0,24.0,35.0,5.0,6.0,7.0,,,,,,90.0,126.0,6.9,19.0,0.0400904,1,,,,,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,,0.0224,,1.0,,,1.0,3.0,,,,,,,,,,,,
12441681,home,Go Ahead Eagles,Aske Adelgaard,aske-adelgaard,A. Adelgaard,D,29,175,109,M,1133233,EUR,1068422400,D,29,29,False,39.0,34.0,7.0,3.0,0.0,21.0,22.0,15.0,22.0,1.0,1.0,,1.0,,,,,65.0,51.0,6.4,9.0,0.0711128,0,,,,,5.0,,,,,,,,,,1.0,1.0,,,,1.0,2.0,1.0,,,,,,,,,,
12441681,home,Go Ahead Eagles,Robbin Weijenberg,robbin-weijenberg,R. Weijenberg,M,15,180,45,M,1386182,EUR,1099872000,M,15,15,False,49.0,44.0,3.0,2.0,0.0,28.0,29.0,16.0,20.0,4.0,1.0,5.0,1.0,,,,,65.0,59.0,6.6,9.0,0.0295217,0,,,,,,1.0,1.0,,,,1.0,2.0,1.0,,2.0,7.0,2.0,,3.0,1.0,,,1.0,,,,,,,,,
12441681,home,Go Ahead Eagles,Evert Linthorst,evert-linthorst,E. Linthorst,M,8,187,123,M,932555,EUR,952041600,M,8,8,False,68.0,58.0,1.0,,0.0,28.0,34.0,30.0,35.0,6.0,1.0,2.0,1.0,,,,,90.0,83.0,6.8,14.0,0.310358,0,,,,,1.0,,3.0,2.0,,,1.0,3.0,,,2.0,4.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,
12441681,home,Go Ahead Eagles,Oliver Antman,oliver-antman,O. Antman,M,18,185,1317,M,975743,EUR,997833600,M,19,19,False,38.0,32.0,1.0,1.0,0.0,15.0,16.0,17.0,26.0,1.0,,1.0,,,,,,90.0,56.0,6.6,14.0,0.0338479,5,,,,,4.0,,3.0,1.0,4.0,,,,,0.3024,,4.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,
12441681,home,Go Ahead Eagles,Victor Kaj Edvardsen,victor-kaj-edvardsen,V. K. Edvardsen,F,16,185,433,M,841420,EUR,821577600,M,16,16,False,26.0,17.0,,,0.0,8.0,9.0,9.0,17.0,6.0,,2.0,1.0,,,,,80.0,39.0,6.9,11.0,0.0345187,2,,,,,,2.0,1.0,1.0,,,1.0,2.0,2.0,0.2949,1.0,4.0,1.0,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,
12441681,home,Go Ahead Eagles,Mathis Suray,mathis-suray,M. Suray,M,17,173,318,M,909960,EUR,996105600,M,17,17,False,36.0,29.0,3.0,1.0,0.0,15.0,16.0,14.0,20.0,7.0,,8.0,3.0,,,,,80.0,53.0,6.8,11.0,0.0423547,4,,,,,,,3.0,2.0,3.0,,,2.0,2.0,0.0944,,5.0,1.0,,2.0,1.0,,,1.0,1.0,,,,,,,,
