match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_bigChanceMissed,stat_clearanceOffLine,stat_ownGoals,stat_wasFouled,stat_errorLeadToAGoal,stat_challengeLost,stat_totalOffside,stat_totalContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_goals,captain,stat_errorLeadToAShot
14771947,home,Al-Nassr,Bento,,,bento,Bento,G,24,190.0,9735,M,bento_matheus,1016104,EUR,928972800,G,24,24,False,24.0,19.0,10.0,5.0,0.0,16.0,18.0,3.0,6.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,32.0,6.9,5.0,0.00051564,10.452511468542,1.0,10.29,10.29,0.4993,0,-0.9758,0.04,0.0,-0.2,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771947,home,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173.0,1607,M,,830126,EUR,768182400,D,2,2,False,50.0,42.0,5.0,1.0,0.0,25.0,29.0,17.0,21.0,3.0,3.0,,,,,,,89.0,75.0,6.5,12.0,0.108747,215.48391808707,20.0,151.515,27.72,,1,,0.29,0.14,-0.13,,3.0,1.0,2.0,1.0,6.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,0.0166,76.072337411705,3.0,1.0,-0.08,,,,,,,,,,,,,,,,
14771947,home,Al-Nassr,Mohamed Simakan,,,mohamed-simakan,M. Simakan,D,3,187.0,5883,M,,945063,EUR,957312000,D,3,3,False,58.0,55.0,6.0,4.0,0.0,40.0,42.0,15.0,16.0,3.0,7.0,,,,,,,90.0,70.0,6.5,3.0,0.00655568,162.53491735901,18.0,77.595,27.3,,2,,0.24,0.13,-0.85,,,,,4.0,2.0,5.0,,2.0,1.0,1.0,1.0,1.0,,2.0,0.3999,27.49443027233,1.0,,-0.58,1.0,1.0,1.0,1.0,,,,,,,,,,,,
14771947,home,Al-Nassr,Iñigo Martínez,,,inigo-martinez,I. Martínez,D,26,181.0,62014,M,IñigoMartínez,173883,EUR,674438400,D,26,26,False,62.0,58.0,3.0,2.0,0.0,27.0,28.0,31.0,34.0,2.0,1.0,,,,,,,90.0,68.0,6.6,5.0,0.0202344,204.95435802034,28.0,145.32,21.21,,0,,0.33,0.19,-0.64,,,,,4.0,,6.0,,,,,2.0,1.0,,,,21.863131431705,1.0,,,,,,,1.0,,,,,,,,,,,
14771947,home,Al-Nassr,Nawaf Boushal,,,nawaf-boushal,N. Boushal,D,12,178.0,1391,M,,986400,EUR,937440000,D,12,12,False,27.0,23.0,1.0,,0.0,7.0,8.0,16.0,19.0,4.0,2.0,,,,,,,65.0,50.0,6.6,8.0,0.0125331,48.110489649979,7.0,28.77,17.325,,0,,0.01,0.05,-0.21,,3.0,,,,1.0,5.0,,,,1.0,5.0,4.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,
14771947,home,Al-Nassr,Wesley,,,wesley,Wesley,F,22,180.0,10411,M,wesley_teixeira005,1211632,EUR,1109980800,M,80,80,False,21.0,17.0,,,1.0,5.0,6.0,12.0,15.0,1.0,2.0,,,,,,,65.0,33.0,6.9,7.0,0.0348755,136.70050075476,15.0,50.61,26.04,,1,,0.01,0.01,-0.05,,,,,1.0,2.0,4.0,,,,1.0,1.0,1.0,,1.0,0.1671,58.334242755968,3.0,2.0,0.09,,,,2.0,,,,1.0,1.0,0.6872,,,,,,
14771947,home,Al-Nassr,Abdullah Al-Khaibari,,,abdullah-alkhaibari,A. Al-Khaibari,M,17,178.0,1250,M,,867179,EUR,840153600,M,17,17,False,46.0,45.0,3.0,2.0,0.0,25.0,25.0,20.0,21.0,1.0,4.0,,,,,,,90.0,56.0,6.9,1.0,0.011583,153.46880921107,19.0,51.135,7.35,,0,,0.13,0.15,-0.08,,,,2.0,,5.0,6.0,,,,2.0,4.0,1.0,,2.0,,11.576571556381,1.0,,,,,,2.0,,1.0,,,,,,,,,,
14771947,home,Al-Nassr,Ângelo,Ângelo,,angelo,Ângelo,M,20,182.0,9961,M,angelogabriel,1086455,EUR,1103587200,M,20,20,False,44.0,39.0,2.0,1.0,0.0,10.0,10.0,29.0,34.0,,3.0,,,,,,,89.0,58.0,7.0,11.0,0.280831,121.55641609486,13.0,50.19,34.755,,2,,0.46,0.1,-0.16,,2.0,1.0,,,3.0,4.0,,,,1.0,3.0,1.0,2.0,,0.0788,34.841106885402,1.0,2.0,-0.29,,,,,,1.0,,2.0,,,1.0,1.0,2.0,,,
14771947,home,Al-Nassr,Kingsley Coman,,,kingsley-coman,K. Coman,M,21,178.0,32898,M,KingComan,280441,EUR,834624000,M,21,21,False,38.0,29.0,1.0,,0.0,8.0,8.0,21.0,30.0,1.0,3.0,,,,,,,90.0,58.0,7.8,12.0,0.199914,223.90265965831,23.0,62.37,25.095,,3,,0.26,0.32,-0.2,,1.0,,2.0,,5.0,8.0,,,,,3.0,2.0,2.0,1.0,0.4514,68.060886098403,4.0,,0.46,,,,2.0,,2.0,,3.0,2.0,0.7724,,3.0,1.0,1.0,,
14771947,home,Al-Nassr,João Félix,,,joao-felix,J. Félix,F,79,181.0,126099,M,JFélix,851671,EUR,942192000,F,79,79,False,32.0,27.0,2.0,2.0,0.0,12.0,12.0,15.0,20.0,,3.0,,,,,,,90.0,47.0,7.3,10.0,0.272457,229.16104252548,20.0,162.855,31.605,,1,,0.38,0.39,-0.05,,3.0,2.0,2.0,1.0,5.0,5.0,1.0,1.0,,1.0,,,3.0,1.0,0.0176,145.44532114648,6.0,5.0,-0.03,,,,3.0,,1.0,1.0,2.0,,,,1.0,,,,
