match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelWon,stat_bigChanceMissed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_duelLost,stat_fouls,stat_goalAssist,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalOffside,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_goals,player_sofascoreId,stat_outfielderBlock,stat_blockedScoringAttempt
10407320,home,RSC Anderlecht,Hendrik Van Crombrugge,,,hendrik-van-crombrugge,H. V. Crombrugge,G,1,188,194,M,110777,EUR,736128000,G,30,30,False,True,26.0,22.0,9.0,5.0,19.0,19.0,3.0,7.0,1.0,11.0,3.0,1.0,1.0,1.0,1.0,90.0,41.0,6.5,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407320,home,RSC Anderlecht,Zeno Debast,,,zeno-debast,Z. Debast,D,6,191,3313,M,1126512,EUR,1066867200,D,56,56,False,,71.0,61.0,12.0,8.0,42.0,45.0,19.0,26.0,1.0,5.0,,,,,,90.0,94.0,7.0,12.0,1,2.0,5.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
10407320,home,RSC Anderlecht,Wesley Hoedt,,,wesley-hoedt,W. Hoedt,D,4,188,353,M,336813,EUR,762912000,D,4,4,False,,69.0,60.0,18.0,9.0,43.0,46.0,17.0,23.0,4.0,2.0,,,,,,90.0,78.0,7.2,10.0,1,1.0,3.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10407320,home,RSC Anderlecht,Hannes Delcroix,,,hannes-delcroix,H. Delcroix,D,3,185,5292,M,826169,EUR,920160000,D,3,3,False,,76.0,68.0,4.0,4.0,37.0,41.0,31.0,35.0,1.0,5.0,,,,,,90.0,92.0,6.8,10.0,0,,2.0,,,2.0,1.0,1.0,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,
10407320,home,RSC Anderlecht,Noah Sadiki,,,noah-sadiki,N. Sadiki,M,27,173,15416,M,1171539,EUR,1103241600,M,27,27,False,,31.0,27.0,3.0,2.0,18.0,20.0,9.0,11.0,2.0,6.0,,,,,,90.0,40.0,7.1,5.0,1,2.0,4.0,,,2.0,2.0,,1.0,,,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10407320,home,RSC Anderlecht,Marco Kana,,,marco-kana,M. Kana,D,55,183,378,M,964759,EUR,1028764800,M,55,55,False,,52.0,45.0,4.0,2.0,25.0,28.0,20.0,24.0,,5.0,,,,,,90.0,58.0,7.0,7.0,1,1.0,5.0,,1.0,4.0,1.0,,,,,,,3.0,2.0,,1.0,,,,,,,,,,,
10407320,home,RSC Anderlecht,Yari Verschaeren,,,verschaeren-yari,Y. Verschaeren,M,10,172,1141,M,901898,EUR,994896000,M,10,10,False,,37.0,31.0,3.0,,14.0,14.0,18.0,24.0,,8.0,,,,,,81.0,45.0,6.6,8.0,0,,3.0,,,1.0,,,,,,,1.0,5.0,2.0,,,1.0,,,1.0,1.0,3.0,2.0,,,,
10407320,home,RSC Anderlecht,Lior Refaelov,,,lior-refaelov,L. Refaelov,M,,176,243,M,18911,EUR,514857600,M,11,11,False,,38.0,30.0,3.0,2.0,8.0,8.0,24.0,32.0,1.0,3.0,,,,,,67.0,49.0,8.0,11.0,0,,3.0,,,2.0,,,,,1.0,4.0,,2.0,1.0,2.0,,,,,2.0,2.0,1.0,,,,,
10407320,home,RSC Anderlecht,Francis Amuzu,,,amuzu-francis,F. Amuzu,M,9,170,1935,M,901889,EUR,935366400,M,7,7,False,,36.0,29.0,,,11.0,12.0,18.0,24.0,,3.0,,,,,,81.0,47.0,8.0,10.0,3,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,2.0,5.0,,,1.0,,2.0,,,,2.0,,2.0,,,
10407320,home,RSC Anderlecht,Fábio Silva,,,fabio-silva,F. Silva,F,21,185,5306,M,954076,EUR,1027036800,F,99,99,False,,24.0,14.0,,,4.0,4.0,10.0,20.0,1.0,5.0,,,,,,86.0,40.0,7.7,13.0,3,1.0,5.0,,2.0,2.0,2.0,1.0,,,1.0,1.0,3.0,7.0,2.0,,1.0,2.0,1.0,3.0,,,1.0,1.0,1.0,fabio.silva,1.0,
