match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_wasFouled,stat_aerialLost,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_challengeLost,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_penaltyFaced,stat_outfielderBlock,stat_penaltyConceded,stat_hitWoodwork
14064422,home,Auxerre,Donovan Léon,,,donovan-leon,D. Léon,G,16,186.0,316,M,159837,EUR,720748800,G,16,16,False,True,23.0,13.0,18.0,8.0,0.0,7.0,8.0,6.0,15.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,90.0,34.0,7.3,11.0,0.00070704,31.316400140796,6.0,8.61,3.78,0.2641,0,-0.2187,0.07,-0.1,0.92,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064422,home,Auxerre,Lamine Sy,Lamine Sy,,lamine-sy,L. Sy,D,27,171.0,706,M,1177351,EUR,1028937600,D,27,27,False,,26.0,23.0,5.0,4.0,0.0,7.0,7.0,16.0,19.0,7.0,2.0,,4.0,1.0,,,90.0,48.0,7.0,8.0,0.0509123,159.80589946017,14.0,78.855,39.06,,0,,0.19,0.15,-0.15,,1.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
14064422,home,Auxerre,Sinaly Diomandé,,,sinaly-diomande,S. Diomandé,D,20,184.0,714,M,996951,EUR,986774400,D,20,20,False,,34.0,32.0,2.0,1.0,0.0,23.0,24.0,9.0,10.0,2.0,4.0,,,,,,90.0,44.0,6.7,2.0,0.00355426,105.29003544465,14.0,64.995,18.375,,0,,0.11,0.18,-0.05,,,1.0,1.0,,,5.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
14064422,home,Auxerre,Clement Akpa,Clément Akpa,,akpa-clement,C. Akpa,D,92,183.0,819,M,1387156,EUR,1006560000,D,92,92,False,,48.0,40.0,11.0,3.0,0.0,31.0,32.0,9.0,16.0,5.0,3.0,,2.0,2.0,,,90.0,61.0,6.8,10.0,0.00579771,133.32014114665,19.0,52.92,23.625,,1,,0.1,0.07,-0.1,,,1.0,1.0,1.0,1.0,4.0,,1.0,,,1.0,1.0,1.0,0.019,-0.14,,,,,,,,,,,,,,,
14064422,home,Auxerre,Fredrik Oppegård,,,fredrik-oppegard,F. Oppegård,D,22,175.0,199,M,1005648,EUR,1028678400,D,22,22,False,,19.0,16.0,1.0,,0.0,9.0,9.0,7.0,10.0,,2.0,,,,,,73.0,37.0,6.3,8.0,0.0318041,78.429858061965,7.0,57.645,30.03,,1,,-0.05,0.24,-0.15,,2.0,,,,,3.0,,1.0,,,,,1.0,0.0368,-0.23,1.0,,,,,,,,,,,,,,
14064422,home,Auxerre,Rudy Matondo,Rudy Matondo,,rudy-matondo,R. Matondo,M,12,180.0,446,M,1961626,EUR,1205366400,M,34,34,False,,21.0,18.0,1.0,,0.0,11.0,11.0,7.0,10.0,2.0,2.0,,1.0,1.0,,,90.0,30.0,6.4,6.0,0.00255605,42.300312400069,6.0,0.21,3.57,,0,,0.02,0.09,-0.09,,1.0,,4.0,,,3.0,1.0,1.0,2.0,,1.0,,,,,,2.0,,,,,,,,,,,,,
14064422,home,Auxerre,Oussama El Azzouzi,Oussama El Azzouzi,,oussama-el-azzouzi,O. E. Azzouzi,M,17,189.0,7762,M,1127191,EUR,991094400,M,17,17,False,,48.0,45.0,7.0,6.0,0.0,21.0,23.0,24.0,25.0,4.0,5.0,,,,,,89.0,63.0,8.2,6.0,0.0711373,170.71784944507,19.0,89.565,26.46,,3,,0.38,0.13,0.19,,,3.0,4.0,1.0,,4.0,2.0,2.0,3.0,1.0,1.0,,,0.4423,0.48,,,o.elazzouzi,1.0,2.0,1.0,1.0,0.6551,,,,,,,
14064422,home,Auxerre,Kévin Danois,Kévin Danois,,kevin-danois,K. Danois,M,5,183.0,449,M,1151803,EUR,1088380800,M,5,5,False,,46.0,39.0,2.0,,0.0,25.0,26.0,14.0,20.0,7.0,9.0,,4.0,4.0,,,90.0,71.0,8.5,12.0,0.158902,245.84029626194,22.0,98.28,20.055,,3,,0.34,0.51,0.14,,6.0,,5.0,2.0,2.0,,3.0,,,4.0,1.0,1.0,1.0,0.1049,0.52,3.0,2.0,,,,2.0,1.0,0.5042,2.0,2.0,,,,,
14064422,home,Auxerre,Lassine Sinayoko,,,sinayoko-lassine,L. Sinayoko,F,10,186.0,10455,M,927005,EUR,944611200,F,10,10,False,,29.0,24.0,,,0.0,8.0,10.0,16.0,19.0,4.0,2.0,,1.0,1.0,,,89.0,44.0,7.2,9.0,0.0702827,132.76734900972,15.0,39.585,24.36,,2,,0.05,0.2,0.0,,,,4.0,1.0,1.0,,,1.0,,1.0,2.0,1.0,,0.852,0.31,,,,,,2.0,1.0,0.801,3.0,,1.0,,,,
14064422,home,Auxerre,Sékou Mara,,,sekou-mara,S. Mara,F,9,184.0,963,M,1047484,EUR,1027987200,F,9,9,False,,12.0,7.0,1.0,1.0,1.0,1.0,2.0,6.0,10.0,3.0,3.0,,2.0,1.0,,,73.0,27.0,6.8,12.0,0.377906,24.551200342134,4.0,7.875,4.62,,0,,0.3,0.02,-0.01,,,,9.0,2.0,,1.0,,3.0,1.0,1.0,1.0,3.0,,,,,1.0,,,,,,,2.0,1.0,,,,,
