match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_totalClearance,stat_fouls,stat_outfielderBlock,stat_lastManTackle,stat_wonContest,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
12357219,home,Corinthians,Carlos Miguel,carlos-miguel,C. Miguel,G,1,204,5473,M,973738,EUR,907891200,G,22,22,False,True,26.0,20.0,15.0,9.0,0.0,18.0,20.0,2.0,6.0,11.0,1.0,1.0,1.0,90.0,35.0,6.8,6.0,0.00088582,0,-0.5438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357219,home,Corinthians,Matheuzinho,matheuzinho,Matheuzinho,D,2,171,7286,M,931540,EUR,968371200,D,2,2,False,,38.0,30.0,7.0,2.0,0.0,19.0,22.0,11.0,19.0,5.0,,,,84.0,60.0,6.9,13.0,0.0186677,0,,mateuzinhoo,3.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12357219,home,Corinthians,Félix Torres,felix-torres,F. Torres,D,4,187,5321,M,881848,EUR,852940800,D,3,3,False,,58.0,48.0,4.0,2.0,0.0,26.0,31.0,22.0,27.0,2.0,,,,90.0,73.0,6.8,13.0,0.0130747,0,,felix_torres,,3.0,5.0,,2.0,1.0,1.0,2.0,,,,1.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,
12357219,home,Corinthians,Cacá,caca,Cacá,D,25,185,3939,M,929200,EUR,924998400,D,25,25,False,,45.0,40.0,8.0,4.0,0.0,24.0,26.0,16.0,19.0,3.0,,,,90.0,59.0,7.3,5.0,0.00626491,0,,,,2.0,7.0,,1.0,3.0,1.0,,1.0,,,2.0,3.0,,3.0,,2.0,1.0,,,,,,,,,,,,,,
12357219,home,Corinthians,Hugo,hugo,Hugo,D,,179,3173,M,1017827,EUR,872812800,D,46,46,False,,40.0,32.0,2.0,,0.0,9.0,13.0,23.0,27.0,4.0,,,,90.0,68.0,7.6,11.0,0.0325532,1,,,,3.0,7.0,1.0,1.0,4.0,3.0,,1.0,,,1.0,1.0,1.0,3.0,1.0,,,1.0,1.0,1.0,0.0524,0.0654,2.0,,,,,,,,
12357219,home,Corinthians,Rodrigo Garro,rodrigo-garro,R. Garro,M,8,174,33134,M,994454,EUR,883872000,M,10,10,False,,61.0,49.0,6.0,3.0,0.0,12.0,13.0,39.0,52.0,7.0,,,,90.0,87.0,8.5,19.0,0.484329,2,,rodrigarroo,4.0,5.0,10.0,1.0,1.0,1.0,,1.0,7.0,,,1.0,,3.0,,,1.0,,2.0,1.0,,0.1965,0.0767,3.0,2.0,2.0,1.0,,,,,
12357219,home,Corinthians,Raniele,raniele,Raniele,M,14,184,6186,M,866392,EUR,851990400,M,14,14,False,,43.0,33.0,4.0,1.0,0.0,13.0,16.0,20.0,27.0,9.0,,,,90.0,67.0,7.8,15.0,0.0586367,3,,R14niele,,5.0,9.0,1.0,1.0,3.0,3.0,4.0,2.0,,,3.0,2.0,2.0,5.0,,1.0,,2.0,1.0,,0.1137,0.1892,2.0,,1.0,1.0,1.0,,,,
12357219,home,Corinthians,Breno Bidon,breno-bidon,B. Bidon,M,27,174,9937,M,1199261,EUR,1108857600,M,27,27,False,,34.0,27.0,2.0,1.0,0.0,12.0,13.0,15.0,23.0,4.0,,,,69.0,47.0,6.2,15.0,0.012116,1,,BrenoBidon,2.0,8.0,2.0,,,1.0,,1.0,1.0,,,,,,,3.0,,,,1.0,1.0,0.0206,0.0394,,,5.0,,,,,,
12357219,home,Corinthians,Igor Coronado,igor-coronado,I. Coronado,M,77,170,5336,M,152098,EUR,714096000,F,77,77,False,,43.0,36.0,8.0,7.0,0.0,9.0,9.0,27.0,39.0,3.0,,,,90.0,73.0,7.4,22.0,0.0537916,1,,igor_coronado,5.0,6.0,5.0,1.0,,3.0,,6.0,,,,1.0,,4.0,2.0,,,,2.0,,,0.0204,,4.0,,2.0,1.0,,,,,
12357219,home,Corinthians,Yuri Alberto,yuri-alberto,Y. Alberto,F,9,183,45110,M,905463,EUR,984873600,F,9,9,False,,17.0,14.0,,,0.0,6.0,7.0,8.0,10.0,4.0,,,,90.0,24.0,7.0,5.0,0.0171302,2,,yurialberto,,3.0,2.0,,,,,1.0,1.0,,,2.0,1.0,,1.0,,,,,1.0,,0.075,0.053,,,1.0,1.0,,1.0,,,
