match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,player_firstName,player_lastName,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_blockedScoringAttempt,stat_lastManTackle,stat_wasFouled,stat_challengeLost,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_goals,player_sofascoreId,stat_errorLeadToAGoal,stat_goodHighClaim,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork
11450020,home,Kayserispor,Bilal Bayazit,bilal-bayazit,B. Bayazit,G,25,185,235,M,825850,EUR,923529600,G,25,25,False,31.0,22.0,14.0,5.0,20.0,24.0,2.0,7.0,6.0,1.0,1.0,90.0,36.0,6.3,9.0,0.0010442,0,-0.9672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450020,home,Kayserispor,Gökhan Sazdağı,gokhan-sazdagi,G. Sazdağı,D,25,179,949,M,595396,EUR,780019200,D,11,11,False,40.0,27.0,5.0,1.0,9.0,16.0,20.0,28.0,4.0,,,77.0,69.0,6.8,19.0,0.265349,0,,4.0,2.0,1.0,3.0,5.0,9.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11450020,home,Kayserispor,Dimitris Kolovetsios,dimitris-kolovetsios,D. Kolovetsios,D,,183,103,M,68228,EUR,687571200,D,4,4,False,30.0,24.0,2.0,,22.0,26.0,2.0,4.0,1.0,,,62.0,31.0,6.2,6.0,0.00052227,0,,,,2.0,2.0,3.0,3.0,,,,,,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,
11450020,home,Kayserispor,Arif Kocaman,kocaman-arif,A. Kocaman,D,43,184,69,M,1173638,EUR,1063497600,D,54,54,False,49.0,46.0,2.0,1.0,36.0,38.0,10.0,11.0,5.0,,,90.0,52.0,6.3,3.0,0.00753909,1,,,,4.0,,5.0,,,,,1.0,,,,1.0,,,,,1.0,1.0,0.0269,,,,,,,,,,,,,,,,
11450020,home,Kayserispor,Hasan Ali Kaldırım,hasan-ali-kaldirim,H. A. Kaldırım,D,3,182,94,M,39847,EUR,629164800,D,33,33,False,37.0,29.0,3.0,1.0,17.0,23.0,13.0,16.0,1.0,,,90.0,54.0,6.5,9.0,0.0922175,1,,2.0,1.0,2.0,,3.0,2.0,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,0.0127,1.0,1.0,1.0,,,,,,,,,,,,,
11450020,home,Kayserispor,Kartal Kayra Yılmaz,kartal-kayra-yilmaz,K. K. Yılmaz,M,17,177,1057,M,966811,EUR,973296000,M,8,8,False,69.0,60.0,8.0,4.0,23.0,26.0,38.0,46.0,4.0,,,90.0,79.0,6.7,11.0,0.134907,1,,3.0,1.0,2.0,,4.0,2.0,,,,1.0,1.0,2.0,,1.0,1.0,,,,,,0.0389,1.0,,,1.0,,,,,,,,,,,,
11450020,home,Kayserispor,Otabek Shukurov,otabek-shukurov,O. Shukurov,M,63,182,2967,M,358890,EUR,835401600,M,29,29,False,20.0,15.0,,,6.0,8.0,9.0,12.0,2.0,,,45.0,28.0,6.6,9.0,0.0110169,1,,,,,,2.0,3.0,2.0,1.0,1.0,,,1.0,,,,,,,,,0.036,,,1.0,,1.0,2.0,0.2205,,,,,,,,,
11450020,home,Kayserispor,Mehdi Bourabia,mehdi-bourabia,M. Bourabia,M,,183,403,M,98003,EUR,681523200,M,10,10,False,35.0,33.0,3.0,2.0,17.0,18.0,16.0,18.0,7.0,,,90.0,53.0,7.4,9.0,0.0450599,4,,1.0,,2.0,2.0,10.0,4.0,2.0,2.0,1.0,,1.0,1.0,1.0,4.0,2.0,,,,1.0,,0.8344,2.0,,,1.0,1.0,3.0,0.1238,1.0,,,,,,,,
11450020,home,Kayserispor,Aylton Boa Morte,aylton-boa-morte,A. B. Morte,M,10,182,83,M,883918,EUR,748742400,F,70,70,False,6.0,5.0,,,,1.0,5.0,5.0,3.0,,,45.0,14.0,6.8,4.0,0.00927142,0,,,,,,2.0,3.0,1.0,1.0,,,,1.0,1.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,
11450020,home,Kayserispor,Stéphane Bahoken,stephane-bahoken,S. Bahoken,F,,185,234,M,153220,EUR,707011200,F,13,13,False,12.0,9.0,,,4.0,5.0,5.0,7.0,1.0,,,85.0,21.0,6.6,6.0,0.0117364,3,,,,1.0,2.0,6.0,2.0,2.0,,,,,,,2.0,1.0,,,,2.0,,0.3118,1.0,,,1.0,,1.0,,,,,,,,,,
11450020,home,Kayserispor,Miguel Cardoso,miguel-cardoso,M. Cardoso,M,7,176,326,M,344009,EUR,771984000,F,7,7,False,35.0,30.0,,,13.0,14.0,18.0,28.0,9.0,,,90.0,58.0,7.0,17.0,0.300577,0,,7.0,1.0,1.0,,5.0,6.0,2.0,2.0,,,1.0,5.0,4.0,,2.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,
11450020,home,Kayserispor,Ramazan Civelek,ramazan-civelek,R. Civelek,M,28,172,61,M,781408,EUR,822268800,M,28,28,True,38.0,32.0,2.0,1.0,9.0,12.0,24.0,29.0,6.0,,,45.0,54.0,6.8,12.0,0.115017,2,,3.0,1.0,,,4.0,1.0,3.0,1.0,,,,1.0,1.0,,1.0,,,,2.0,,0.0809,,,,,,,,,,,,,,,,
11450020,home,Kayserispor,Duckens Nazon,duckens-nazon,D. Nazon,F,9,181,19636,M,796023,EUR,765676800,F,9,9,True,10.0,9.0,,,2.0,2.0,7.0,8.0,,,,45.0,28.0,6.6,8.0,0.0230852,4,,,,1.0,1.0,10.0,4.0,3.0,7.0,3.0,,,,,2.0,,,,,1.0,,0.233,2.0,,,,1.0,,0.074,,nazon,,,,,,,
11450020,home,Kayserispor,Joseph Attamah,joseph-attamah,J. Attamah,D,3,180,183,M,332963,EUR,769564800,D,3,3,True,15.0,13.0,2.0,1.0,8.0,9.0,5.0,6.0,2.0,,,28.0,17.0,6.7,2.0,0.001155,0,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11450020,home,Kayserispor,Carlos Mané,carlos-mane,C. Mané,M,20,172,381,M,859748,EUR,763344000,M,20,20,True,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,13.0,7.0,6.3,2.0,0.0061772,0,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450020,home,Kayserispor,Talha Sariarslan,talha-sariarslan,T. Sariarslan,F,99,186,87,M,1088715,EUR,1074384000,F,99,99,True,2.0,1.0,,,,,1.0,2.0,,,,12.0,2.0,6.6,1.0,0.00738217,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450020,home,Kayserispor,Onurcan Piri,onurcan-piri,O. Piri,G,1,190,61,M,213542,EUR,780710400,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450020,home,Kayserispor,Mehmet Eray Özbek,mehmet-eray-ozbek,M. E. Özbek,M,16,178,34,M,1011955,EUR,1042070400,M,16,16,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450020,home,Kayserispor,Yiğit Emre Çeltik,yigit-emre-celtik,Y. E. Çeltik,M,21,164,63,M,1035954,EUR,1049673600,M,21,21,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Yigit Celtik,,,,,,,,,,,,,,,,,,,,
11450020,home,Kayserispor,Yaw Ackah,yaw-ackah,Y. Ackah,M,79,169,85,M,984096,EUR,928195200,M,89,89,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
