match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_duelWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_dispossessed,player_firstName,player_lastName,stat_bigChanceMissed,captain,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside
11406739,home,Milan,Marco Sportiello,marco-sportiello,M. Sportiello,G,57,192,1322,M,176301,EUR,705456000,G,57,57,False,33.0,27.0,8.0,2.0,26.0,28.0,1.0,5.0,1.0,8.0,1.0,3.0,6.0,1.0,90.0,47.0,7.9,8.0,0.0001415,0,1.0085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406739,home,Milan,Pierre Kalulu,pierre-kalulu,P. Kalulu,D,15,183,6630,M,965330,EUR,960163200,D,20,20,False,85.0,78.0,3.0,3.0,40.0,41.0,39.0,46.0,3.0,3.0,,,,,90.0,103.0,7.2,10.0,0.127466,0,,Kalulujr_,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11406739,home,Milan,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,46,185,3401,M,826195,EUR,940464000,D,46,46,False,50.0,46.0,3.0,3.0,32.0,33.0,14.0,17.0,2.0,3.0,,,,,45.0,54.0,6.9,4.0,0.00339824,0,,,,,5.0,,,,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11406739,home,Milan,Malick Thiaw,malick-thiaw,M. Thiaw,D,12,194,6237,M,1014286,EUR,997228800,D,28,28,False,71.0,68.0,7.0,6.0,52.0,53.0,16.0,18.0,2.0,4.0,,,,,90.0,82.0,7.0,3.0,0.00606676,1,,MThiaw,,,7.0,,,,,2.0,5.0,2.0,,,5.0,,3.0,1.0,1.0,1.0,0.0178,,,,,,,,,,,,,
11406739,home,Milan,Alessandro Florenzi,alessandro-florenzi,A. Florenzi,D,,173,2203,M,152420,EUR,668649600,D,42,42,False,51.0,45.0,7.0,4.0,25.0,27.0,22.0,29.0,,3.0,,,,,68.0,65.0,7.1,9.0,0.0370587,3,,,5.0,2.0,1.0,,,1.0,,,,,,,1.0,,,2.0,,2.0,0.114,1.0,0.2927,,,,,,,,,,,
11406739,home,Milan,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,4,185,38485,M,893549,EUR,901670400,M,14,14,False,79.0,76.0,4.0,3.0,40.0,41.0,36.0,38.0,1.0,5.0,,,,,90.0,98.0,8.3,6.0,0.0895708,1,,tijjanireijnders,,,6.0,,,1.0,1.0,,4.0,,7.0,4.0,2.0,2.0,,,2.0,1.0,0.0157,1.0,0.3467,1.0,,,,,,,,,,
11406739,home,Milan,Yunus Musah,yunus-musah,Y. Musah,M,6,178,4211,M,983815,EUR,1038528000,M,80,80,False,38.0,34.0,1.0,,22.0,23.0,12.0,18.0,,3.0,,,,,90.0,54.0,6.4,13.0,0.00337573,0,,yunusmusah8,3.0,,5.0,2.0,,,,3.0,4.0,,3.0,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,
11406739,home,Milan,Samuel Chukwueze,samuel-chukwueze,S. Chukwueze,F,19,172,21963,M,822470,EUR,927331200,M,21,21,False,30.0,27.0,,,9.0,9.0,18.0,21.0,,2.0,,,,,45.0,32.0,6.9,4.0,0.109892,1,,chukwuezesamuel8,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,0.2632,1.0,0.8191,,,,,1.0,,,,,,
11406739,home,Milan,Ismaël Bennacer,ismael-bennacer,I. Bennacer,M,4,175,31837,M,823733,EUR,880934400,M,4,4,False,57.0,54.0,1.0,1.0,19.0,19.0,35.0,40.0,,6.0,,,,,84.0,75.0,8.9,6.0,0.16555,3,,IsmaëlBennacer,2.0,,10.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,2.0,,,,0.3613,1.0,0.0885,1.0,,,,,True,1.0,1.0,2.0,,
11406739,home,Milan,Christian Pulišić,christian-pulisic,C. Pulišić,M,11,177,37774,M,817957,EUR,906076800,M,11,11,False,45.0,39.0,1.0,1.0,17.0,18.0,23.0,29.0,,3.0,,,,,90.0,60.0,8.7,13.0,0.426711,3,,CMPulisic,2.0,1.0,3.0,2.0,1.0,2.0,,1.0,4.0,,4.0,1.0,,,,,,,0.8632,2.0,1.2455,2.0,1.0,,,,,,1.0,1.0,,
