match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_wasFouled,player_sofascoreId,stat_shotOffTarget,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,captain,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_errorLeadToAShot
12501596,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189,4489,M,793986,EUR,935712000,G,99,99,False,42.0,34.0,11.0,3.0,0.0,33.0,35.0,1.0,7.0,7.0,1.0,2.0,2.0,2.0,90.0,49.0,6.6,8.0,0.0002511,0,0.1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501596,home,Roma,Zeki Çelik,zeki-celik,Z. Çelik,D,19,180,2880,M,893008,EUR,856137600,D,19,19,False,39.0,32.0,5.0,2.0,1.0,19.0,23.0,13.0,16.0,6.0,,,,,74.0,60.0,7.3,10.0,0.0309441,0,,,,3.0,4.0,10.0,3.0,4.0,1.0,1.0,7.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12501596,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,68.0,60.0,6.0,2.0,0.0,40.0,41.0,20.0,27.0,3.0,,,,,90.0,76.0,6.5,9.0,0.006078,0,,,,1.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12501596,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9220,M,848287,EUR,935107200,D,5,5,False,77.0,68.0,7.0,2.0,0.0,48.0,50.0,20.0,27.0,1.0,,,,,90.0,88.0,6.9,9.0,0.0115841,1,,,,1.0,3.0,3.0,1.0,2.0,,2.0,1.0,1.0,,1.0,2.0,,1.0,evanndicka,1.0,0.0618,,,,,,,,,,,,,,,,,
12501596,home,Roma,Matías Soulé,matias-soule,M. Soulé,F,18,182,12526,M,1082406,EUR,1050364800,M,18,18,False,18.0,16.0,2.0,1.0,0.0,7.0,7.0,10.0,12.0,2.0,,,,,59.0,36.0,6.9,7.0,0.135677,0,,,,,1.0,2.0,,1.0,,1.0,1.0,1.0,,2.0,,,,matiassoule11,,,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,
12501596,home,Roma,Manu Koné,manu-kone,M. Koné,M,17,186,6943,M,974087,EUR,990057600,M,17,17,False,21.0,17.0,1.0,1.0,0.0,9.0,11.0,8.0,10.0,3.0,,,,,60.0,29.0,6.4,6.0,0.00335406,2,,,,,4.0,1.0,2.0,,,1.0,,,,,1.0,,1.0,,,0.1395,,,1.0,,,1.0,2.0,,,,,,,,,,
12501596,home,Roma,Leandro Paredes,leandro-paredes,L. Paredes,M,5,180,25603,M,255389,EUR,772848000,M,16,16,False,77.0,73.0,3.0,3.0,0.0,37.0,38.0,36.0,39.0,5.0,,,,,90.0,85.0,7.3,4.0,0.018541,1,,,,2.0,1.0,6.0,1.0,1.0,,1.0,4.0,1.0,,1.0,,,,LeoParedes,1.0,0.0115,,,,,,,,,,,,,,,,,
12501596,home,Roma,Angeliño,angelino,Angeliño,M,3,171,3336,M,848355,EUR,852336000,M,3,3,False,42.0,30.0,8.0,3.0,0.0,13.0,17.0,18.0,28.0,5.0,,,,,90.0,60.0,7.0,16.0,0.199142,0,,,,1.0,2.0,5.0,,1.0,,1.0,,,,2.0,1.0,1.0,2.0,,,,3.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,
12501596,home,Roma,Paulo Dybala,paulo-dybala,P. Dybala,F,21,177,117714,M,256219,EUR,753321600,F,21,21,False,29.0,25.0,3.0,2.0,0.0,8.0,9.0,18.0,21.0,5.0,,,,,90.0,53.0,7.2,12.0,0.0845197,1,,,,1.0,5.0,10.0,1.0,,,1.0,1.0,1.0,,2.0,1.0,2.0,8.0,LaJoya,,0.1238,1.0,1.0,1.0,,,4.0,,1.0,1.0,1.0,0.1263,,,,,,
12501596,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,7,186,5687,M,555540,EUR,835142400,F,7,7,False,16.0,14.0,2.0,1.0,0.0,8.0,8.0,6.0,8.0,3.0,,,,,45.0,24.0,6.5,6.0,0.00723731,0,,,,,5.0,2.0,,,,1.0,,,1.0,,2.0,,1.0,lorepelle7,,,,,3.0,1.0,,2.0,,,,,,True,,,,,
