match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,stat_dispossessed,stat_wonTackle,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,player_sofascoreId,stat_errorLeadToAShot
14109633,home,Göztepe,Mateusz Lis,mateusz-lis,M. Lis,G,1,192,578,M,798375,EUR,857001600,G,1,1,False,True,19.0,11.0,18.0,10.0,0.0,1.0,2.0,10.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,90.0,24.0,6.7,9.0,0.00562722,0.0088,0,-0.4226,0.05,0.0,-0.09,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109633,home,Göztepe,Furkan Bayır,furkan-bayir,F. Bayır,D,23,188,78,M,1003161,EUR,950054400,D,23,23,False,,18.0,16.0,2.0,1.0,0.0,6.0,7.0,10.0,11.0,7.0,1.0,,,,,,90.0,30.0,6.6,3.0,0.00692968,,0,,0.18,0.03,-0.01,,,,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14109633,home,Göztepe,Héliton,heliton,Héliton,D,5,196,323,M,922725,EUR,816220800,D,5,5,False,,18.0,13.0,4.0,,0.0,9.0,9.0,4.0,9.0,8.0,1.0,,,,,,90.0,34.0,6.6,6.0,0.00153495,,1,,0.02,0.01,0.27,,,,3.0,2.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0548,-0.18,,,,,,,,,,,,,,,
14109633,home,Göztepe,Malcom Bokele,malcom-bokele,M. Bokele,D,26,193,546,M,1122632,EUR,950313600,D,26,26,False,,19.0,16.0,1.0,1.0,0.0,7.0,8.0,9.0,11.0,3.0,5.0,,,,,,90.0,30.0,6.7,4.0,0.0130668,,0,,0.11,0.03,0.14,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
14109633,home,Göztepe,Arda Kurtulan,arda-kurtulan,A. Kurtulan,D,2,183,387,M,1063395,EUR,1037664000,M,2,2,False,,14.0,7.0,1.0,,0.0,1.0,1.0,6.0,13.0,3.0,1.0,,,,,,89.0,44.0,6.8,19.0,0.278028,,1,,0.4,0.13,-0.05,,Arda Kurtulan,,1.0,1.0,4.0,4.0,,1.0,3.0,2.0,2.0,1.0,,1.0,,0.0482,-0.38,1.0,4.0,2.0,1.0,3.0,,,,,,,,,,
14109633,home,Göztepe,Rhaldney,rhaldney,Rhaldney,M,26,184,223,M,992024,EUR,911520000,M,6,6,False,,29.0,25.0,2.0,1.0,0.0,5.0,6.0,20.0,23.0,1.0,8.0,,,,,,80.0,44.0,7.4,7.0,0.0312122,,2,,0.25,0.12,0.27,,,,1.0,,2.0,7.0,,1.0,1.0,,1.0,1.0,2.0,5.0,,0.1175,-0.47,1.0,1.0,,,1.0,1.0,4.0,,,,,,,,
14109633,home,Göztepe,Anthony Junior Dennis,dennis-anthony-junior,A. J. Dennis,M,30,180,461,M,1484438,EUR,1087776000,M,30,30,False,,35.0,27.0,3.0,1.0,0.0,9.0,11.0,18.0,24.0,,13.0,,,,,,90.0,50.0,7.7,14.0,0.0310521,,1,,0.15,0.32,-0.04,,,,,3.0,7.0,5.0,,4.0,3.0,3.0,1.0,,,2.0,,0.2434,0.51,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.87,,,
14109633,home,Göztepe,Amine Cherni,cherni-amine,A. Cherni,D,15,181,874,M,1094487,EUR,994464000,M,15,15,False,,16.0,8.0,2.0,,1.0,1.0,3.0,7.0,13.0,2.0,2.0,,,,,,89.0,43.0,6.7,17.0,0.227374,,1,,0.19,0.04,0.22,,Amine Cherni,,,1.0,6.0,3.0,,1.0,,1.0,3.0,,1.0,1.0,,0.0253,-0.1,1.0,7.0,4.0,,2.0,2.0,,,1.0,,,,,,
14109633,home,Göztepe,Junior Olaitan,junior-olaitan,J. Olaitan,M,15,174,5145,M,1124357,EUR,1020902400,F,10,10,False,,25.0,20.0,1.0,1.0,0.0,5.0,5.0,15.0,20.0,,7.0,,,,,,60.0,47.0,6.6,19.0,0.138521,,4,,0.33,0.12,0.14,,Junior Olaitan,,2.0,,6.0,2.0,,,5.0,2.0,2.0,1.0,1.0,1.0,,0.2406,-0.3,,3.0,2.0,2.0,2.0,3.0,1.0,,1.0,1.0,,0.4832,,,
14109633,home,Göztepe,Juan Santos da Silva,juan,Juan,F,9,176,1031,M,1009928,EUR,1015459200,F,9,9,False,,18.0,13.0,,,0.0,1.0,1.0,12.0,17.0,,3.0,,,,,,80.0,30.0,8.0,8.0,0.143398,,4,,0.07,0.49,0.0,,,,1.0,4.0,2.0,5.0,,,1.0,1.0,1.0,1.0,,,,0.5864,0.36,,1.0,,,2.0,1.0,,,,4.0,,1.0142,2.0,,
14109633,home,Göztepe,Janderson,janderson,Janderson,F,39,189,657,M,1462989,EUR,925948800,F,39,39,False,,16.0,10.0,1.0,1.0,0.0,1.0,2.0,9.0,14.0,,1.0,,,,,,90.0,37.0,6.2,15.0,0.0598558,,4,,-0.12,0.32,-0.04,,Janderson,,5.0,4.0,15.0,5.0,,,2.0,2.0,4.0,1.0,2.0,,,0.4833,0.01,,,,,2.0,4.0,,1.0,,2.0,,0.5369,1.0,,
14109633,home,Göztepe,Novatus Miroshi,novatus-miroshi,N. Miroshi,M,20,185,3868,M,1103597,EUR,1030924800,D,20,20,True,,9.0,6.0,,,0.0,4.0,5.0,2.0,4.0,3.0,1.0,,,,,,30.0,15.0,6.4,4.0,0.00139473,,0,,-0.05,0.03,-0.14,,,,,1.0,1.0,3.0,,,1.0,1.0,,,,2.0,,,,,,,,,,2.0,,,,,,,novatus_40,
