match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalCross,stat_dispossessed,stat_wonTackle,stat_unsuccessfulTouch,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_blockedScoringAttempt,player_sofascoreId
14046019,home,Heracles Almelo,Jizz Hornkamp,jizz-hornkamp,J. Hornkamp,F,19,180.0,680,M,914392,EUR,889228800,F,9,9,False,1.0,,,,0.0,,1.0,,1.0,,,,,13.0,7.0,5.0,3.0,,,2,,-0.01,,-0.05,,,,,,1.0,3.0,,1.0,,1.0,,,,,2.0,,,,0.2188,0.8047,0.57,,,,2.0,,,,,,,1.0,,
14046019,home,Heracles Almelo,Mimeirhel Benita,mimeirhel-benita,M. Benita,D,2,176.0,217,M,1130308,EUR,1069027200,D,2,2,True,6.0,5.0,2.0,1.0,0.0,3.0,4.0,2.0,2.0,,,,,45.0,15.0,6.2,3.0,0.0043101,,0,,0.07,-0.02,-0.51,,Mimeirhel Benita,,2.0,2.0,,1.0,3.0,1.0,1.0,,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,
14046019,home,Heracles Almelo,Luka Kulenović,luka-kulenovic,L. Kulenović,F,19,190.0,732,M,998999,EUR,938476800,F,19,19,True,16.0,8.0,1.0,1.0,0.0,6.0,14.0,1.0,1.0,,,,,45.0,28.0,7.4,15.0,0.0209701,,3,,0.06,0.21,0.23,,,,2.0,2.0,,4.0,5.0,,,,,,4.0,2.0,1.0,,,,0.1903,0.7775,0.31,1.0,4.0,,2.0,,1.0,1.0,,,,,,
14046019,home,Heracles Almelo,Mike te Wierik,mike-te-wierik,M. t. Wierik,D,23,191.0,44,M,127554,EUR,707961600,D,23,23,True,2.0,2.0,,,0.0,,,,,,,,,28.0,6.0,5.7,1.0,5.608e-05,,1,,-0.05,,-0.56,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,1.0,,0.01,,-0.02,,,,,,,,,,,,1.0,
14046019,home,Heracles Almelo,Yvandro Borges Sanches,yvandro-borges-sanches,Y. B. Sanches,M,21,175.0,445,M,1123613,EUR,1085356800,F,21,21,True,4.0,3.0,,,0.0,,1.0,,1.0,,,,,28.0,7.0,6.7,1.0,3.01e-06,,0,,-0.11,0.17,0.21,,Yvandro Borges Sanches,,3.0,3.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,
14046019,home,Heracles Almelo,Ajdin Hrustić,ajdin-hrustic,A. Hrustić,M,70,183.0,347,M,788284,EUR,836524800,M,70,70,True,2.0,1.0,1.0,,0.0,,1.0,,,,,,,9.0,2.0,6.3,1.0,6.6e-07,,0,,0.01,0.0,-0.11,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046019,home,Heracles Almelo,Robin Mantel,robin-mantel,R. Mantel,G,30,195.0,28,M,943230,EUR,974246400,G,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046019,home,Heracles Almelo,Timo Jansink,jansink-timo,T. Jansink,G,16,197.0,36,M,1189737,EUR,1047772800,G,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046019,home,Heracles Almelo,Lorenzo Milani,lorenzo-milani,L. Milani,D,20,178.0,33,M,1084492,EUR,990489600,D,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046019,home,Heracles Almelo,Jop Tijink,jop-tijink,J. Tijink,D,27,188.0,33,M,1862924,EUR,1107043200,D,27,27,True,,,,,,,,,,,,,,,,,,,,0,,,,,,Jop Tijink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046019,home,Heracles Almelo,Daniel van Kaam,daniel-van-kaam,D. v. Kaam,M,8,175.0,86,M,876257,EUR,961718400,M,26,26,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046019,home,Heracles Almelo,Diego van Oorschot,van-oorschot-diego,D. v. Oorschot,F,8,173.0,55,M,1482511,EUR,1128211200,F,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,Diego van Oorschot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046019,away,NEC Nijmegen,Gonzalo Crettaz,gonzalo-crettaz,G. Crettaz,G,1,181.0,165,M,990798,EUR,951696000,G,1,1,False,29.0,25.0,12.0,8.0,0.0,7.0,11.0,,11.0,,2.0,5.0,,90.0,43.0,8.2,4.0,0.00332102,0.9932,0,0.9206,0.06,-0.18,0.22,0.71,,,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046019,away,NEC Nijmegen,Brayann Pereira,brayann-pereira,B. Pereira,D,2,172.0,175,M,1012639,EUR,1053475200,D,2,2,False,20.0,18.0,,,0.0,8.0,9.0,1.0,2.0,,,,,29.0,25.0,6.5,2.0,0.00889867,,1,,0.08,0.05,-0.19,,,,10.0,11.0,,,3.0,,1.0,,,,,,,,,1.0,0.0108,,-0.1,,,,,,1.0,1.0,,,,,1.0,
14046019,away,NEC Nijmegen,Philippe Sandler,philippe-sandler,P. Sandler,D,3,188.0,229,M,842275,EUR,855532800,D,3,3,False,102.0,96.0,2.0,1.0,1.0,77.0,81.0,6.0,,,,,,89.0,120.0,8.7,9.0,0.730457,,2,,0.34,0.35,-0.16,,,,19.0,21.0,2.0,5.0,8.0,1.0,,1.0,3.0,,5.0,,2.0,,,1.0,0.4654,1.0385,0.46,1.0,1.0,,,,2.0,2.0,1.0,1.0,,1.0,,
14046019,away,NEC Nijmegen,Calvin Verdonk,calvin-verdonk,C. Verdonk,D,24,174.0,14311,M,361780,EUR,862012800,D,24,24,False,130.0,119.0,4.0,1.0,0.0,84.0,91.0,6.0,4.0,,,,,90.0,152.0,7.2,14.0,0.315546,,1,,0.34,0.25,-0.16,,,,35.0,39.0,,5.0,5.0,3.0,4.0,1.0,,,1.0,1.0,,,1.0,,0.0199,,-0.05,,,2.0,,,1.0,,,,,,,c.verdonk
14046019,away,NEC Nijmegen,Sami Ouaissa,sami-ouaissa,S. Ouaissa,M,25,180.0,486,M,1394147,EUR,1096675200,M,25,25,False,57.0,52.0,5.0,4.0,0.0,45.0,50.0,3.0,3.0,,,,,90.0,91.0,6.6,24.0,0.382953,,1,,-0.53,0.41,-0.05,,Sami Ouaissa,,7.0,7.0,,3.0,4.0,,1.0,1.0,2.0,,,,,,,1.0,0.0387,,-0.03,11.0,1.0,,5.0,,3.0,2.0,,2.0,,,1.0,
14046019,away,NEC Nijmegen,Kodai Sano,kodai-sano,K. Sano,M,23,176.0,1251,M,1184054,EUR,1064448000,M,23,23,False,112.0,104.0,3.0,2.0,0.0,89.0,94.0,5.0,5.0,,,,,90.0,134.0,7.4,15.0,0.424473,,0,,0.66,0.02,-0.1,,Kodai Sano,,15.0,18.0,3.0,6.0,4.0,1.0,2.0,,4.0,,1.0,,,,,,,,,5.0,1.0,1.0,2.0,2.0,2.0,1.0,,2.0,,,,
14046019,away,NEC Nijmegen,Dirk Proper,dirk-proper,D. Proper,M,71,167.0,194,M,961685,EUR,1014508800,M,71,71,False,49.0,46.0,2.0,2.0,0.0,33.0,34.0,2.0,2.0,,,,,90.0,57.0,6.3,3.0,0.0829923,,3,,-0.04,0.33,0.21,,,,13.0,15.0,3.0,5.0,4.0,,2.0,2.0,1.0,,1.0,,,,,1.0,0.1473,,-0.53,,,2.0,,,,,,,,,3.0,
14046019,away,NEC Nijmegen,Başar Önal,basar-onal,B. Önal,F,11,173.0,618,M,1193676,EUR,1089072000,M,11,11,False,34.0,28.0,2.0,1.0,0.0,24.0,27.0,,3.0,,,,,69.0,55.0,7.5,13.0,0.638508,,1,,0.26,0.48,-0.14,,Basar Onal,,4.0,7.0,,5.0,10.0,2.0,2.0,1.0,4.0,,1.0,,1.0,,,3.0,0.0288,0.1389,-0.05,6.0,,2.0,1.0,2.0,6.0,4.0,,,1.0,,,
14046019,away,NEC Nijmegen,Tjaronn Chery,tjaronn-chery,T. Chery,M,10,170.0,860,M,35208,EUR,581385600,F,10,10,False,50.0,47.0,2.0,2.0,1.0,37.0,40.0,,2.0,,,,,90.0,60.0,6.4,7.0,0.303175,,1,,0.26,-0.3,-0.02,,,,10.0,10.0,,2.0,1.0,,,1.0,1.0,True,1.0,1.0,,,,,0.0313,,-0.09,5.0,1.0,,1.0,3.0,,,,1.0,2.0,,,
14046019,away,NEC Nijmegen,Koki Ogawa,koki-ogawa,K. Ogawa,F,18,186.0,1472,M,831860,EUR,870998400,F,18,18,False,8.0,4.0,1.0,,0.0,4.0,6.0,,,,,,,69.0,15.0,6.2,6.0,0.018508,,3,,-0.08,,-0.02,,,,,2.0,6.0,6.0,4.0,,,,1.0,,3.0,1.0,2.0,,,1.0,0.5935,0.5705,-0.57,,,,1.0,,,,2.0,,,,,
14046019,away,NEC Nijmegen,Bryan Linssen,bryan-linssen,B. Linssen,F,30,170.0,355,M,47753,EUR,655344000,F,30,30,False,18.0,12.0,2.0,,0.0,11.0,17.0,2.0,3.0,,,,,69.0,30.0,7.0,9.0,0.0676309,,6,,-0.24,-0.64,-0.04,,,,1.0,1.0,,3.0,1.0,1.0,,1.0,2.0,,1.0,2.0,3.0,,,,1.0208,1.7452,0.5,2.0,,,,,1.0,,1.0,,1.0,1.0,1.0,
14046019,away,NEC Nijmegen,Youssef El Kachati,youssef-el-kachati,Y. E. Kachati,F,34,185.0,620,M,958317,EUR,943920000,F,34,34,True,8.0,6.0,,,1.0,6.0,6.0,1.0,1.0,,,,,61.0,18.0,6.9,8.0,0.629531,,2,,0.27,0.23,0.25,,,,,2.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,0.0704,,-0.22,4.0,,,2.0,1.0,,,,1.0,,,2.0,
14046019,away,NEC Nijmegen,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172.0,217,M,385708,EUR,822873600,F,32,32,True,7.0,5.0,,,0.0,4.0,6.0,,,,,,,21.0,10.0,6.7,2.0,0.0387381,,1,,-0.01,-0.12,0.13,,,,1.0,1.0,,2.0,,,,2.0,,,,,1.0,,,,0.2635,0.2384,0.21,,,,,,,,1.0,,,,,
14046019,away,NEC Nijmegen,Kento Shiogai,shiogai-kento,K. Shiogai,F,7,180.0,1128,M,1499696,EUR,1111795200,F,9,9,True,6.0,5.0,,,0.0,4.0,5.0,,,,,,,21.0,10.0,7.7,3.0,0.0132948,,2,,-0.33,,0.0,,,,1.0,1.0,,1.0,,,,,,,,,2.0,,,,0.3979,1.384,0.51,1.0,1.0,,,,,,,,,2.0,,
14046019,away,NEC Nijmegen,Virgil Misidjan,virgil-misidjan,V. Misidjan,F,7,173.0,280,M,148623,EUR,743472000,F,7,7,True,18.0,17.0,1.0,1.0,0.0,14.0,14.0,,2.0,,,,,21.0,23.0,6.8,6.0,0.0393135,,0,,0.18,0.22,-0.01,,,,3.0,4.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,3.0,,1.0,,,1.0,,,,
14046019,away,NEC Nijmegen,Yousri Sbai,yousri-sbai,Y. Sbai,D,23,,60,M,2026504,EUR,1091923200,M,33,33,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,1.0,1.0,,,0.00091084,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046019,away,NEC Nijmegen,Jasper Cillessen,jasper-cillessen,J. Cillessen,G,22,185.0,1502,M,123865,EUR,609206400,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046019,away,NEC Nijmegen,Jetro Willems,jetro-willems,J. Willems,D,15,177.0,179,M,138828,EUR,764985600,D,15,15,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046019,away,NEC Nijmegen,Thomas Ouwejan,thomas-ouwejan,T. Ouwejan,D,5,184.0,241,M,798180,EUR,844041600,D,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046019,away,NEC Nijmegen,Rober González,rober-gonzalez,R. González,M,11,169.0,145,M,910022,EUR,978739200,M,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046019,away,NEC Nijmegen,Lars Olden Larsen,lars-olden-larsen,L. O. Larsen,M,7,175.0,133,M,877456,EUR,905990400,F,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046019,away,NEC Nijmegen,Argyrios Darelas,argyrios-darelas,A. Darelas,M,22,185.0,123,M,1146304,EUR,1066262400,M,8,8,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046019,away,NEC Nijmegen,Sam de Laat,sam-de-laat,S. d. Laat,M,35,,21,M,2193004,EUR,1150070400,M,35,35,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
