match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,stat_wasFouled,stat_totalContest,stat_wonContest,player_lastName,player_sofascoreId,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_penaltyWon,stat_goals,stat_penaltyFaced,stat_hitWoodwork,stat_bigChanceCreated,stat_penaltyConceded
11388478,home,SC Heerenveen,Mickey van der Hart,mickey-van-der-hart,M. v. d. Hart,G,188,97,M,242313,EUR,771465600,G,13,13,False,32.0,23.0,21.0,12.0,17.0,19.0,6.0,13.0,9.0,2.0,3.0,90.0,38.0,7.5,9.0,0.00255299,0,0.3971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388478,home,SC Heerenveen,Oliver Braude,braude-oliver,O. Braude,D,174,214,M,1150061,EUR,1077321600,D,45,45,False,23.0,15.0,7.0,2.0,12.0,17.0,4.0,9.0,2.0,,,90.0,48.0,6.8,11.0,0.0259563,0,,Oliver Braude,45,3.0,1.0,1.0,3.0,4.0,6.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11388478,home,SC Heerenveen,Sven van Beek,sven-van-beek,S. v. Beek,D,188,75,M,309302,EUR,775353600,D,4,4,False,83.0,69.0,15.0,9.0,60.0,65.0,9.0,19.0,3.0,,,90.0,93.0,7.8,16.0,0.00769423,0,,,22,1.0,,,6.0,1.0,8.0,,,1.0,2.0,2.0,2.0,1.0,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11388478,home,SC Heerenveen,Paweł Bochniewicz,pawel-bochniewicz,P. Bochniewicz,D,194,794,M,286097,EUR,822960000,D,5,5,False,67.0,58.0,12.0,6.0,41.0,45.0,17.0,22.0,6.0,,,90.0,77.0,7.5,10.0,0.0211673,0,,,4,,,,3.0,,6.0,,,4.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
11388478,home,SC Heerenveen,Mats Köhlert,mats-kohlert,M. Köhlert,D,168,173,M,794998,EUR,894067200,D,7,7,False,38.0,34.0,7.0,4.0,20.0,22.0,15.0,20.0,8.0,,,90.0,59.0,7.1,10.0,0.19405,0,,,27,4.0,1.0,,,1.0,2.0,,,,,1.0,,,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,
11388478,home,SC Heerenveen,Thom Haye,thom-haye,T. Haye,M,187,10984,M,149666,EUR,792288000,M,33,33,False,46.0,36.0,6.0,4.0,22.0,26.0,15.0,21.0,8.0,,,90.0,63.0,7.6,11.0,0.0462891,3,,,33,1.0,1.0,,1.0,6.0,8.0,4.0,,,2.0,2.0,1.0,1.0,,,,1.0,1.0,5.0,4.0,,thomhaye,2.0,1.0,0.089,,,,,,,,
11388478,home,SC Heerenveen,Simon Olsson,simon-olsson,S. Olsson,M,185,159,M,850851,EUR,874195200,M,19,19,False,25.0,20.0,3.0,2.0,12.0,13.0,8.0,12.0,8.0,,,90.0,41.0,6.5,11.0,0.00496578,1,,,10,,,1.0,,4.0,6.0,1.0,1.0,,,2.0,,,,,4.0,,2.0,3.0,2.0,,,,1.0,0.1482,1.0,,,,,,,
11388478,home,SC Heerenveen,Patrik Wålemark,patrik-walemark,P. Wålemark,M,184,585,M,1014588,EUR,1003017600,M,24,24,False,4.0,4.0,,,2.0,2.0,3.0,4.0,1.0,,,45.0,19.0,7.2,2.0,0.0584062,2,,,10,2.0,1.0,,,1.0,3.0,,,1.0,,,,1.0,,1.0,,1.0,1.0,2.0,2.0,,,2.0,,0.0477,,,,,,,,
11388478,home,SC Heerenveen,Luuk Brouwers,luuk-brouwers,L. Brouwers,M,180,141,M,794014,EUR,894153600,M,28,28,False,3.0,3.0,,,2.0,2.0,1.0,1.0,,,,17.0,7.0,6.6,,0.00028418,1,,,8,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,0.0138,,1.0,,,,,,
11388478,home,SC Heerenveen,Osame Sahraoui,osame-sahraoui,O. Sahraoui,M,170,7357,M,965357,EUR,992217600,M,20,20,False,29.0,22.0,2.0,,8.0,10.0,14.0,20.0,2.0,,,82.0,53.0,7.1,17.0,0.0666896,0,,,11,1.0,,,1.0,8.0,8.0,2.0,,1.0,,,,,,,2.0,1.0,5.0,8.0,2.0,,osamesahraoui,,,,,,1.0,,,,,
