match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_penaltyWon,stat_expectedGoals,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_keyPass,stat_goals,stat_bigChanceMissed,stat_penaltyConceded,stat_penaltyFaced,player_sofascoreId,stat_lastManTackle,stat_blockedScoringAttempt,stat_goalAssist
11409115,home,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,True,26.0,16.0,21.0,11.0,6.0,6.0,10.0,20.0,2.0,9.0,1.0,2.0,2.0,1.0,1.0,1.0,90.0,31.0,6.8,10.0,0.00644016,0,0.0494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409115,home,Vitória SC,Miguel Maga,miguel-maga,M. Maga,D,2,175,180,M,1131047,EUR,1037404800,D,2,2,False,,23.0,16.0,1.0,,10.0,12.0,6.0,12.0,3.0,5.0,,,,,,,90.0,45.0,6.5,13.0,0.00776169,0,,Miguel Maga,,1.0,1.0,3.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409115,home,Vitória SC,Jorge Fernandes,jorge-fernandes,J. Fernandes,D,44,193,145,M,814673,EUR,859939200,D,44,44,False,,23.0,15.0,5.0,4.0,11.0,15.0,4.0,8.0,9.0,7.0,,,,,,,90.0,39.0,7.0,9.0,0.00346134,0,,,,,2.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11409115,home,Vitória SC,Toni Borevković,toni-borevkovic,T. Borevković,D,24,194,270,M,886843,EUR,866592000,D,24,24,False,,11.0,8.0,2.0,1.0,8.0,9.0,,2.0,7.0,3.0,,,,,,,90.0,26.0,6.8,4.0,3.337e-05,0,,,,,2.0,3.0,,3.0,2.0,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11409115,home,Vitória SC,Tomás Ribeiro,tomas-ribeiro,T. Ribeiro,D,16,185,137,M,996765,EUR,925430400,D,4,4,False,,19.0,10.0,6.0,1.0,6.0,10.0,4.0,10.0,10.0,1.0,,,,,,,90.0,43.0,6.8,13.0,0.00197079,0,,,,1.0,6.0,5.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11409115,home,Vitória SC,Ricardo Mangas,mangas-ricardo,R. Mangas,D,91,179,1156,M,878496,EUR,890179200,D,19,19,False,,21.0,10.0,1.0,,3.0,6.0,7.0,16.0,1.0,3.0,,,,,,,90.0,34.0,7.1,13.0,0.00475361,1,,Ricardo,Mangas,1.0,6.0,7.0,2.0,1.0,1.0,4.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1557,,,,,,,,,,,,,,,
11409115,home,Vitória SC,Jota Silva,jota-silva,J. Silva,F,26,179,2828,M,1011895,EUR,933465600,M,11,11,False,,19.0,11.0,,,5.0,6.0,7.0,17.0,,1.0,,,,,,,79.0,41.0,6.8,17.0,0.157085,1,,,,4.0,7.0,5.0,1.0,,,3.0,,3.0,2.0,2.0,3.0,1.0,,2.0,1.0,,0.0726,1.0,1.0,1.0,1.0,1.0,0.1624,1.0,,,,,,,,
11409115,home,Vitória SC,Tiago Silva,tiago-silva,T. Silva,M,77,170,351,M,252095,EUR,738979200,M,10,10,False,,31.0,31.0,2.0,2.0,17.0,17.0,14.0,14.0,,7.0,,,,,,,79.0,39.0,7.2,2.0,0.0596453,1,,,,,5.0,2.0,1.0,2.0,1.0,,,2.0,3.0,1.0,,,,2.0,,,0.7884,,,,1.0,,0.9911,,1.0,,,,,,,
11409115,home,Vitória SC,Tomás Händel,tomas-handel,T. Händel,M,20,180,888,M,1131048,EUR,975283200,M,8,8,False,,35.0,35.0,6.0,6.0,15.0,15.0,20.0,21.0,,12.0,,,,,,,89.0,49.0,7.8,1.0,0.131419,1,,Tomás Händel,,1.0,,7.0,,4.0,3.0,,,2.0,,,1.0,1.0,1.0,,2.0,,0.0552,,,,,,,1.0,,,,,,,,
11409115,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,M,10,183,228,M,857376,EUR,782697600,M,17,17,False,,21.0,16.0,2.0,1.0,5.0,5.0,11.0,19.0,1.0,3.0,,,,,,,79.0,44.0,6.3,15.0,0.0145719,1,,,,3.0,5.0,5.0,1.0,2.0,1.0,,,,,1.0,3.0,1.0,,4.0,2.0,,0.6493,,1.0,,1.0,,0.7067,,,1.0,,,,,,
