match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_wonTackle,stat_totalCross,stat_dispossessed,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_hitWoodwork,stat_goals,stat_penaltyMiss,stat_penaltyWon,stat_penaltySave,stat_penaltyFaced,stat_lastManTackle,stat_errorLeadToAShot,stat_penaltyConceded
12450899,home,AS Monaco,Philipp Köhn,,,philipp-kohn,P. Köhn,G,16,191,698,M,868964,EUR,891475200,G,16,16,False,19.0,13.0,9.0,3.0,0.0,11.0,11.0,2.0,8.0,10.0,2.0,3.0,90.0,27.0,6.8,6.0,0.00026937,0,0.1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450899,home,AS Monaco,Wilfried Singo,,,wilfried-singo,W. Singo,D,90,190,12125,M,978285,EUR,977702400,D,17,17,False,51.0,45.0,4.0,1.0,0.0,22.0,22.0,23.0,29.0,3.0,,,90.0,82.0,7.2,10.0,0.0233028,2,,stephane_singo,2.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,0.0248,0.03,1.0,,,,,,,,,,,,,,,,,,,,
12450899,home,AS Monaco,Thilo Kehrer,,,thilo-kehrer,T. Kehrer,D,5,186,1925,M,281277,EUR,843264000,D,5,5,False,75.0,69.0,7.0,4.0,0.0,40.0,40.0,29.0,35.0,3.0,,,90.0,80.0,6.8,6.0,0.0127946,0,,,2.0,2.0,3.0,,,,,,4.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
12450899,home,AS Monaco,Christian Mawissa,,,christian-mawissa,C. Mawissa,D,13,184,895,M,1407848,EUR,1113782400,D,13,13,False,66.0,60.0,7.0,4.0,0.0,36.0,38.0,24.0,28.0,4.0,,,90.0,75.0,6.8,6.0,0.00917528,0,,,2.0,5.0,5.0,3.0,,,,,3.0,1.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12450899,home,AS Monaco,Caio Henrique,,,caio-henrique,C. Henrique,D,12,178,3679,M,845170,EUR,870307200,D,12,12,False,46.0,31.0,9.0,1.0,0.0,15.0,16.0,16.0,33.0,5.0,,,90.0,74.0,6.9,22.0,0.0340766,0,,,,2.0,1.0,,,,,,2.0,,3.0,1.0,,,,,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
12450899,home,AS Monaco,Maghnes Akliouche,,,maghnes-akliouche,M. Akliouche,M,11,183,5917,M,1130939,EUR,1014595200,M,11,11,False,35.0,31.0,1.0,,2.0,7.0,7.0,24.0,29.0,7.0,,,90.0,63.0,8.2,15.0,0.24173,4,,,,5.0,9.0,,7.0,3.0,2.0,1.0,1.0,,,3.0,3.0,,0.881,0.6117,3.0,,3.0,1.0,1.0,,2.0,2.0,1.0,3.0,,,,,,,,,,,
12450899,home,AS Monaco,Denis Zakaria,,,denis-zakaria,D. Zakaria,M,6,191,3221,M,770677,EUR,848448000,M,6,6,False,38.0,35.0,1.0,,0.0,12.0,13.0,23.0,25.0,3.0,,,90.0,52.0,7.4,5.0,0.260632,1,,,,5.0,7.0,,4.0,4.0,,,2.0,,,2.0,1.0,3.0,0.018,,2.0,1.0,,,1.0,,1.0,,1.0,1.0,True,,,,,,,,,,
12450899,home,AS Monaco,Lamine Camara,Lamine Camara,,camara-lamine,L. Camara,M,15,174,20442,M,1389846,EUR,1072915200,M,15,15,False,48.0,47.0,2.0,2.0,0.0,18.0,18.0,30.0,37.0,4.0,,,89.0,63.0,7.2,9.0,0.138184,1,,lamine_camara_5,1.0,4.0,6.0,,,,,,,,,4.0,1.0,3.0,0.027,,2.0,1.0,1.0,7.0,,,,,1.0,1.0,,1.0,,,,,,,,,
12450899,home,AS Monaco,Takumi Minamino,,,takumi-minamino,T. Minamino,M,18,174,8866,M,155818,EUR,790214400,M,18,18,False,33.0,25.0,2.0,2.0,0.0,8.0,9.0,17.0,24.0,4.0,,,84.0,50.0,7.4,13.0,0.192417,3,,Minamino,1.0,6.0,6.0,3.0,1.0,,,,,,,3.0,2.0,,0.1711,,3.0,1.0,2.0,,1.0,,,,3.0,3.0,,,1.0,,,,,,,,
12450899,home,AS Monaco,Mika Biereth,Mika Biereth,,mika-biereth,M. Biereth,F,14,187,5335,M,1083007,EUR,1044662400,F,14,14,False,12.0,7.0,,,0.0,1.0,3.0,6.0,9.0,1.0,,,76.0,20.0,7.1,6.0,0.013431,3,,,3.0,4.0,5.0,1.0,,,2.0,1.0,,,,,2.0,1.0,0.9454,1.3146,2.0,2.0,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,
