match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_sofascoreId,stat_totalContest,stat_wonContest,stat_clearanceOffLine,stat_outfielderBlock,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,captain,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11368758,home,Deportivo Alavés,Antonio Sivera,antonio-sivera,A. Sivera,G,1,184.0,563,M,369004,EUR,839721600,G,1,1,False,37.0,22.0,26.0,11.0,16.0,18.0,6.0,19.0,2.0,7.0,2.0,2.0,1.0,90.0,45.0,6.7,16.0,0.00194838,0,-0.7158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368758,home,Deportivo Alavés,Andoni Gorosabel,andoni-gorosabel,A. Gorosabel,D,2,174.0,530,M,866810,EUR,839116800,D,2,2,False,38.0,33.0,2.0,2.0,11.0,11.0,22.0,30.0,5.0,4.0,,,,90.0,64.0,7.2,11.0,0.0360838,0,,3.0,2.0,4.0,6.0,9.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11368758,home,Deportivo Alavés,Abdelkabir Abqar,abqar-abdelkabir,A. Abqar,D,3,188.0,4060,M,1101232,EUR,921024000,D,5,5,False,50.0,39.0,14.0,7.0,28.0,31.0,11.0,20.0,2.0,5.0,,,,90.0,64.0,7.7,13.0,0.00901694,0,,1.0,2.0,2.0,3.0,7.0,1.0,,,2.0,1.0,1.0,2.0,,abdel.abqar,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11368758,home,Deportivo Alavés,Rafa Marín,rafa-marin,R. Marín,D,4,190.0,2354,M,984623,EUR,1021766400,D,16,16,False,5.0,5.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,,,,,15.0,8.0,6.5,1.0,0.00046655,0,,,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368758,home,Deportivo Alavés,Javi López,lopez-javi,J. López,D,25,183.0,401,M,945404,EUR,1009843200,D,27,27,False,25.0,20.0,3.0,1.0,14.0,15.0,6.0,13.0,2.0,2.0,,,,69.0,42.0,6.4,12.0,0.0110401,0,,3.0,2.0,,4.0,1.0,1.0,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11368758,home,Deportivo Alavés,Ander Guevara,ander-guevara,A. Guevara,M,6,180.0,265,M,891931,EUR,868233600,M,6,6,False,37.0,28.0,4.0,2.0,15.0,17.0,14.0,22.0,,4.0,,,,90.0,50.0,6.9,13.0,0.0587086,3,,2.0,2.0,1.0,3.0,2.0,,,,1.0,1.0,2.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0777,0.0905,,,,,,,,,,,,
11368758,home,Deportivo Alavés,Antonio Blanco,antonio-blanco,A. Blanco,M,8,176.0,1655,M,855832,EUR,964310400,M,8,8,False,54.0,43.0,7.0,4.0,22.0,24.0,21.0,30.0,,5.0,,,,90.0,61.0,6.8,11.0,0.0220078,1,,,1.0,,8.0,5.0,3.0,,1.0,3.0,2.0,,2.0,4.0,,,,,,,,,1.0,0.0193,,,,1.0,,,,,,,,,
11368758,home,Deportivo Alavés,Álex Sola,alex-sola,Á. Sola,M,7,178.0,195,M,966836,EUR,928886400,M,7,7,False,22.0,15.0,2.0,,3.0,3.0,16.0,32.0,1.0,2.0,,,,90.0,65.0,7.4,24.0,0.393325,3,,13.0,,,3.0,6.0,,1.0,1.0,2.0,,4.0,,,,6.0,4.0,,,4.0,,2.0,1.0,0.2792,0.6114,,,4.0,1.0,1.0,1.0,1.0,,,,,
11368758,home,Deportivo Alavés,Jon Guridi,jon-guridi,J. Guridi,M,18,179.0,324,M,788141,EUR,793929600,M,18,18,False,12.0,12.0,,,6.0,6.0,7.0,7.0,1.0,1.0,,,,86.0,21.0,7.1,3.0,0.381859,2,,1.0,2.0,1.0,2.0,1.0,,,1.0,,,2.0,,,,,,,,1.0,2.0,,,0.2703,,,,1.0,,1.0,,,1.0,,,,
11368758,home,Deportivo Alavés,Luis Rioja,luis-rioja,L. Rioja,M,11,173.0,860,M,900433,EUR,750729600,M,11,11,False,20.0,18.0,2.0,1.0,5.0,5.0,15.0,21.0,,4.0,,,,86.0,42.0,7.3,9.0,0.0757193,3,,6.0,,,2.0,5.0,,,,1.0,,1.0,1.0,,,5.0,3.0,,,2.0,1.0,,2.0,0.0877,,,,3.0,,,,,,True,,,
11368758,home,Deportivo Alavés,Samu Aghehowa,omorodion-samuel,S. Aghehowa,F,9,193.0,14784,M,1503836,EUR,1083715200,F,32,32,False,13.0,10.0,,,3.0,3.0,7.0,10.0,2.0,2.0,,,,90.0,27.0,7.6,8.0,0.0221162,3,,,2.0,,4.0,3.0,,1.0,,1.0,1.0,3.0,1.0,1.0,samuaghehowa9,2.0,1.0,,,,2.0,1.0,,0.6567,0.9198,Samuel,Aghehowa,1.0,,,,,,,1.0,,
11368758,home,Deportivo Alavés,Rubén Duarte,ruben-duarte,R. Duarte,D,5,180.0,322,M,253415,EUR,813974400,D,3,3,True,45.0,40.0,4.0,2.0,27.0,29.0,13.0,16.0,3.0,2.0,,,,75.0,59.0,7.1,5.0,0.00602464,1,,,3.0,1.0,3.0,2.0,,,1.0,,,,1.0,,,,,,3.0,,1.0,,,0.0163,,,,,,,,,,,,,
11368758,home,Deportivo Alavés,Carlos Vicente,vicente-carlos,C. Vicente,M,23,179.0,1926,M,1084399,EUR,924825600,F,22,22,True,6.0,3.0,,,1.0,1.0,2.0,7.0,,,,,,21.0,11.0,6.2,6.0,0.0010757,1,,2.0,2.0,1.0,3.0,1.0,,,1.0,,,,,,,1.0,,,,,1.0,,,0.3902,,,,,,,1.0,1.0,,,,,
11368758,home,Deportivo Alavés,Abderrahman Rebbach,abderrahman-rebbach,A. Rebbach,M,21,176.0,1315,M,1082968,EUR,902793600,F,21,21,True,4.0,,,,,1.0,,4.0,,2.0,,,,8.0,5.0,6.5,5.0,,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368758,home,Deportivo Alavés,Ianis Hagi,ianis-hagi,I. Hagi,M,14,180.0,7098,M,756344,EUR,909014400,M,10,10,True,2.0,2.0,,,1.0,1.0,1.0,3.0,,,,,,8.0,4.0,6.5,2.0,0.0003086,0,,2.0,,,,,,,,,,,,,ianishagi,,,,,,,,,,,,,,,,,,,,,,
11368758,home,Deportivo Alavés,Jesús Owono,jesus-owono,J. Owono,G,13,183.0,434,M,990659,EUR,983404800,G,31,31,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368758,home,Deportivo Alavés,Egoitz Muñoz,egoitz-munoz,E. Muñoz,D,27,,14,M,1518514,EUR,1081900800,D,36,36,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368758,home,Deportivo Alavés,Victor Parada,victor-parada,V. Parada,D,24,184.0,129,M,985726,EUR,1017878400,D,44,44,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368758,home,Deportivo Alavés,Tomás Mendes,tomas-mendes,T. Mendes,M,16,179.0,65,M,1119693,EUR,1100995200,M,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368758,home,Deportivo Alavés,Xeber Alkain,xeber-alkain,X. Alkain,M,7,174.0,53,M,1010409,EUR,867283200,F,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368758,home,Deportivo Alavés,Giuliano Simeone,giuliano-simeone,G. Simeone,M,20,178.0,16028,M,1099352,EUR,1040169600,F,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,giulisimeone,,,,,,,,,,,,,,,,,,,,,,
11368758,home,Deportivo Alavés,Joaquin Panichelli,panichelli-joaquin,J. Panichelli,F,9,190.0,11517,M,1410925,EUR,1033948800,F,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Joaquín Panichelli,,,,,,,,,,,
11368758,home,Deportivo Alavés,Kike García,kike-garcia,K. García,F,19,186.0,1005,M,84972,EUR,627955200,F,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368758,away,Villarreal,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190.0,13907,M,962053,EUR,1018915200,G,13,13,False,20.0,15.0,7.0,2.0,14.0,14.0,1.0,6.0,1.0,3.0,2.0,3.0,1.0,90.0,27.0,7.0,5.0,0.00029867,0,0.6217,,,1.0,,1.0,,,1.0,,,,,,filipjorgensen1,,,,,,,,,,,,,,,,,,,,,1.0,1.0
11368758,away,Villarreal,Kiko Femenía,kiko-femenia,K. Femenía,D,17,176.0,444,M,53739,EUR,665452800,D,17,17,False,52.0,43.0,10.0,4.0,24.0,28.0,19.0,25.0,1.0,6.0,,,,90.0,67.0,6.9,13.0,0.0520915,0,,1.0,,,4.0,4.0,3.0,,1.0,4.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11368758,away,Villarreal,Raúl Albiol,raul-albiol,R. Albiol,D,39,190.0,1235,M,3041,EUR,494640000,D,3,3,False,53.0,38.0,10.0,2.0,27.0,34.0,11.0,19.0,4.0,2.0,,,,90.0,60.0,6.5,15.0,0.00193248,0,,,,2.0,2.0,2.0,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,True,,,
11368758,away,Villarreal,Yerson Mosquera,yerson-mosquera,Y. Mosquera,D,15,188.0,3155,M,1014835,EUR,988761600,D,2,2,False,38.0,33.0,3.0,1.0,25.0,28.0,8.0,10.0,6.0,4.0,,,,90.0,51.0,7.0,6.0,0.00438848,1,,,,1.0,,3.0,,,,1.0,1.0,1.0,2.0,,,,,,,,1.0,,,0.027,,,,,,,,,,,,,
