match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_hitWoodwork,stat_totalTackle,stat_totalOffside,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_keyPass,stat_wonContest,stat_bigChanceMissed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget
12499743,home,Bayer 04 Leverkusen,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190,2547,M,15219,EUR,627868800,G,1,1,False,True,27.0,23.0,8.0,4.0,0.0,21.0,22.0,2.0,5.0,1.0,7.0,1.0,1.0,2.0,1.0,90.0,34.0,7.1,5.0,0.00108528,0,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499743,home,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,,45.0,40.0,6.0,4.0,0.0,25.0,26.0,15.0,19.0,3.0,7.0,,,,,90.0,55.0,7.4,6.0,0.00964287,1,,jonatah,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0531,,,,,,,,,,,,,,,,,,,
12499743,home,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,False,,51.0,43.0,7.0,5.0,0.0,25.0,26.0,18.0,25.0,1.0,,,,,,90.0,64.0,7.4,11.0,0.215194,3,,edmondtapsoba,1.0,4.0,3.0,5.0,,,1.0,1.0,,0.1089,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
12499743,home,Bayer 04 Leverkusen,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184,31047,M,1002837,EUR,1010534400,D,3,3,False,,37.0,35.0,2.0,2.0,0.0,21.0,22.0,15.0,18.0,2.0,3.0,,,,,90.0,53.0,7.1,6.0,0.0115426,0,,pierohincapie,1.0,,4.0,6.0,,,,,1.0,,1.0,,,,3.0,,3.0,1.0,1.0,2.0,3.0,,,,,,,,
12499743,home,Bayer 04 Leverkusen,Nordi Mukiele,nordi-mukiele,N. Mukiele,D,20,185,6333,M,780014,EUR,878342400,M,23,23,False,,19.0,15.0,1.0,1.0,0.0,8.0,11.0,7.0,8.0,1.0,5.0,,,,,54.0,27.0,6.8,5.0,0.12553,0,,,,1.0,2.0,3.0,,,1.0,,2.0,,,,,,1.0,,,,,,1.0,,,1.0,,,,,
12499743,home,Bayer 04 Leverkusen,Robert Andrich,robert-andrich,R. Andrich,M,8,189,3316,M,168903,EUR,780192000,M,8,8,False,,44.0,36.0,7.0,3.0,0.0,20.0,20.0,16.0,25.0,1.0,6.0,,,,,86.0,52.0,6.4,9.0,0.0177536,2,,,1.0,,4.0,2.0,1.0,,,,2.0,0.4247,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,1.0,,,
12499743,home,Bayer 04 Leverkusen,Granit Xhaka,granit-xhaka,G. Xhaka,M,34,185,15706,M,117777,EUR,717552000,M,34,34,False,,71.0,61.0,8.0,6.0,0.0,26.0,28.0,35.0,44.0,2.0,6.0,,,,,90.0,88.0,7.7,15.0,0.0653805,0,,Granit_Xhaka,3.0,4.0,7.0,9.0,,,1.0,1.0,4.0,,,,,,3.0,,1.0,,,2.0,3.0,,,2.0,,,1.0,,
12499743,home,Bayer 04 Leverkusen,Alejandro Grimaldo,alejandro-grimaldo,A. Grimaldo,M,20,171,13099,M,177177,EUR,811555200,M,20,20,False,,48.0,39.0,2.0,,0.0,13.0,15.0,31.0,43.0,1.0,5.0,,,,,90.0,77.0,8.8,18.0,0.852248,2,,grimaldo35,,,2.0,5.0,,,2.0,2.0,,0.1937,,1.0,1.0,,,2.0,10.0,5.0,5.0,,1.0,,,7.0,4.0,,2.0,1.0,0.0674
12499743,home,Bayer 04 Leverkusen,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,171,32709,M,970361,EUR,976406400,F,30,30,False,,19.0,16.0,1.0,1.0,0.0,6.0,7.0,10.0,16.0,1.0,4.0,,,,,86.0,44.0,6.2,17.0,0.0771496,2,,jeremie_frimpong,,1.0,4.0,5.0,,,,5.0,,0.5611,1.0,,1.0,,,1.0,4.0,,7.0,,,,,1.0,4.0,2.0,,1.0,0.1652
12499743,home,Bayer 04 Leverkusen,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,148971,M,1019322,EUR,1051920000,F,10,10,False,,45.0,37.0,,,0.0,8.0,9.0,32.0,42.0,,5.0,,,,,90.0,74.0,8.2,18.0,0.540931,4,,FWirtz,,,7.0,6.0,3.0,,1.0,2.0,2.0,0.2846,1.0,2.0,,,1.0,2.0,6.0,3.0,7.0,1.0,,,,4.0,5.0,,2.0,1.0,0.0554
12499743,home,Bayer 04 Leverkusen,Victor Okoh Boniface,victor-okoh-boniface,V. O. Boniface,F,22,193,28590,M,978521,EUR,977529600,F,22,22,False,,10.0,4.0,1.0,,0.0,,1.0,4.0,9.0,,,,,,,86.0,26.0,5.8,14.0,0.0133709,4,,boniface_jrn,1.0,3.0,4.0,6.0,,,,4.0,,0.6908,,1.0,2.0,1.0,,3.0,,,3.0,,2.0,,,,1.0,2.0,,2.0,0.4411
12499743,home,Bayer 04 Leverkusen,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,M,7,7,True,,23.0,19.0,3.0,1.0,0.0,6.0,7.0,13.0,16.0,,2.0,,,,,36.0,30.0,7.0,6.0,0.0345931,0,,,2.0,,3.0,4.0,,,,2.0,,,1.0,,,,,,,,2.0,,2.0,,,1.0,2.0,,,,
