match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_wasFouled,stat_errorLeadToAShot,stat_totalOffside,stat_keyPass,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_penaltyConceded,stat_blockedScoringAttempt,player_sofascoreId,stat_goals,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_clearanceOffLine,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyWon
14771806,home,Neom SC,Luís Maximiano,,,luis-maximiano,L. Maximiano,G,81,190.0,766,M,845797,EUR,915494400,G,81,81,False,31.0,19.0,19.0,7.0,0.0,15.0,15.0,4.0,16.0,1.0,9.0,7.0,1.0,7.0,1.0,1.0,90.0,45.0,7.8,12.0,0.00141047,0.8911,0,-0.0817,0.01,0.0,-0.27,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771806,home,Neom SC,Mohammed Al-Burayk,,,mohammed-al-burayk,M. Al-Burayk,D,2,173.0,281,M,804096,EUR,716515200,D,2,2,False,21.0,14.0,3.0,1.0,0.0,13.0,16.0,1.0,5.0,3.0,3.0,,,,,,76.0,43.0,5.8,16.0,0.0314774,,0,,-0.1,0.12,-0.43,,True,6.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14771806,home,Neom SC,Khalifah Al-Dawsari,,,khalifah-al-dawsari,K. Al-Dawsari,D,4,176.0,460,M,931837,EUR,915235200,D,4,4,False,25.0,20.0,4.0,,0.0,20.0,22.0,,3.0,3.0,2.0,,,,,,90.0,37.0,6.7,5.0,0.00018079,,0,,0.02,0.0,-0.04,,,,,1.0,5.0,,,1.0,3.0,3.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14771806,home,Neom SC,Nathan Zeze,Nathan Zeze,,zeze-nathan,N. Zeze,D,44,190.0,843,M,1154687,EUR,1119052800,D,44,44,False,28.0,22.0,5.0,2.0,0.0,19.0,24.0,3.0,4.0,6.0,2.0,,,,,,90.0,44.0,5.8,8.0,0.00077891,,0,,-0.08,0.11,-0.58,,,,,1.0,2.0,,,4.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14771806,home,Neom SC,Faris Abdi,,,abdi-faris,A. Faris,D,25,180.0,62,M,983833,EUR,926208000,D,25,25,False,15.0,13.0,,,0.0,9.0,10.0,4.0,5.0,4.0,2.0,,,,,,76.0,37.0,6.4,10.0,0.00228069,,0,,-0.04,-0.07,-0.07,,,2.0,,8.0,5.0,2.0,3.0,,3.0,3.0,,1.0,,2.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,
14771806,home,Neom SC,Abbas Sadiq Alhassan,Abbas Sadiq Alhassan,,abbas-sadiq-alhassan,A. S. Alhassan,M,6,174.0,52,M,1096520,EUR,1079222400,M,6,6,False,9.0,8.0,1.0,,0.0,6.0,7.0,2.0,2.0,1.0,1.0,,,,,,66.0,21.0,6.6,3.0,0.00738959,,2,,0.07,0.08,-0.11,,,,,3.0,4.0,1.0,1.0,,3.0,2.0,,,,,,,,1.0,,2.0,1.0,2.0,0.1632,0.0365,0.01,,,,,,,,,,,
14771806,home,Neom SC,Abdoulaye Doucouré,,,abdoulaye-doucoure,A. Doucouré,M,8,182.0,1262,M,96535,EUR,725846400,M,8,8,False,24.0,19.0,1.0,,0.0,15.0,18.0,4.0,6.0,,4.0,,,,,,66.0,33.0,5.7,9.0,0.00481021,,1,,-0.04,0.08,-0.47,,,,,4.0,3.0,,,,3.0,,1.0,3.0,,,,,,,,1.0,,,0.0073,,0.01,1.0,1.0,,,,,,,,,
14771806,home,Neom SC,Amadou Koné,,,kone-amadou,A. Kone,M,72,178.0,751,M,1586875,EUR,1116028800,M,72,72,False,48.0,43.0,2.0,2.0,0.0,30.0,34.0,13.0,14.0,,4.0,,,,,,90.0,59.0,7.3,6.0,0.00787656,,0,,0.15,0.1,-0.02,,,,,3.0,9.0,,1.0,,5.0,3.0,,,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,
14771806,home,Neom SC,Saimon Bouabre,Saïmon Bouabré,,bouabre-saimon,S. Bouabré,M,70,174.0,1537,M,1426581,EUR,1149120000,M,22,22,False,28.0,21.0,5.0,2.0,0.0,15.0,17.0,6.0,11.0,,5.0,,,,,,90.0,48.0,6.0,15.0,0.00888472,,0,,-0.05,0.11,-0.24,,,1.0,,9.0,5.0,,2.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,,,1.0,7.0,3.0,,,,,,,,,,,,,,,
14771806,home,Neom SC,Luciano Rodríguez,,,luciano-rodriguez,L. Rodríguez,F,17,179.0,4244,M,1099361,EUR,1058313600,F,19,19,False,5.0,5.0,,,0.0,3.0,3.0,2.0,2.0,,1.0,,,,,,56.0,8.0,5.7,,0.0491758,,3,,0.07,0.3,-0.01,,,,,4.0,,,,,,,,3.0,1.0,,,,,,,,,1.0,0.144,0.5427,-0.4,,,2.0,,,,,,,,
14771806,home,Neom SC,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176.0,9441,M,50070,EUR,675388800,F,91,91,False,6.0,5.0,1.0,1.0,0.0,4.0,4.0,1.0,2.0,,,,,,,,35.0,11.0,6.6,4.0,0.00057395,,0,,-0.01,0.01,-0.01,,,1.0,,2.0,2.0,,,,1.0,1.0,2.0,2.0,,,,1.0,,1.0,1.0,,,,,,,,,,lacazettealex,,,,,,,
14771806,home,Neom SC,Ahmed Abdu,,,ahmed-abdoh-jaber,A. Abdu,F,71,183.0,56,M,873363,EUR,822528000,F,71,71,True,6.0,4.0,1.0,,0.0,2.0,2.0,2.0,4.0,,2.0,,,,,,55.0,15.0,7.9,5.0,0.0265876,,1,,0.09,0.31,0.14,,,,,2.0,4.0,,1.0,,1.0,,2.0,2.0,,,,3.0,,3.0,1.0,,,1.0,0.1219,0.2819,0.51,,,,,1.0,,,,,,
14771806,home,Neom SC,Ali Al-Asmari,,,ali-al-asmari,A. Al-Asmari,M,40,185.0,72,M,881838,EUR,853027200,M,40,40,True,19.0,16.0,,,0.0,10.0,11.0,6.0,8.0,,3.0,,,,,,24.0,24.0,6.1,3.0,0.0040398,,0,,0.0,0.04,-0.38,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
14771806,home,Neom SC,Saïd Benrahma,,,said-benrahma,S. Benrahma,F,10,172.0,11146,M,354808,EUR,808012800,F,10,10,True,9.0,7.0,1.0,,0.0,4.0,4.0,3.0,5.0,,,,,,,,24.0,16.0,6.5,8.0,0.00703638,,0,,0.07,0.01,-0.01,,,1.0,,1.0,1.0,,1.0,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,said_benrahma11,,,,,,,
14771806,home,Neom SC,Islam Ahmed Hawsawi,Hawsawi Islam Ahmed,,islam-ahmed-hawsawi,I. A. Hawsawi,D,27,170.0,30,M,1106232,EUR,1009411200,D,27,27,True,3.0,3.0,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,14.0,9.0,6.6,3.0,0.00169903,,0,,-0.02,,-0.18,,,,,,2.0,,,,1.0,1.0,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,
14771806,home,Neom SC,Hassan Hashim Al-Ali,Hassan Hashim Al Ali,,hassan-hashim-al-ali,H. H. A. Ali,F,11,175.0,30,M,1066734,EUR,1013299200,F,11,11,True,7.0,4.0,2.0,,0.0,4.0,6.0,,1.0,1.0,2.0,,,,,,14.0,10.0,6.6,3.0,2.736e-05,,0,,-0.05,0.0,0.19,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771806,home,Neom SC,Mustafa Malaika,,,mustafa-malaika,M. Malaika,G,1,184.0,41,M,818855,EUR,516931200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771806,home,Neom SC,Mohammed Al Hakim,Mohammed Al Hakim,,mohammed-al-hakim,M. A. Hakim,G,88,,12,,1649790,EUR,1114214400,G,88,88,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771806,home,Neom SC,Awn Al Saluli,,,awn-al-saluli,A. A. Saluli,D,93,194.0,64,M,881830,EUR,904694400,D,93,93,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771806,home,Neom SC,Abdulaziz Noor,Abdulaziz Noor,,abdulaziz-noor,A. Noor,M,24,173.0,80,M,1085115,EUR,916617600,M,24,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771806,away,Al-Nassr,Nawaf Al-Aqidi,,,nawaf-al-aqidi,N. Al-Aqidi,G,1,188.0,1512,M,1014518,EUR,957916800,G,1,1,False,20.0,19.0,8.0,7.0,0.0,18.0,18.0,1.0,2.0,,6.0,1.0,,2.0,1.0,1.0,90.0,25.0,6.8,1.0,0.00021891,0.1928,0,-0.1389,0.1,0.0,-0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771806,away,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173.0,1607,M,830126,EUR,768182400,D,2,2,False,33.0,30.0,4.0,4.0,0.0,15.0,17.0,15.0,16.0,2.0,5.0,,,,,,77.0,53.0,7.6,5.0,0.400101,,1,,0.56,0.08,-0.02,,,3.0,2.0,3.0,3.0,1.0,,2.0,1.0,,1.0,2.0,,,,1.0,,,1.0,1.0,1.0,,0.0132,,0.0,,,1.0,,,,1.0,,,,
14771806,away,Al-Nassr,Mohamed Simakan,,,mohamed-simakan,M. Simakan,D,3,187.0,5883,M,945063,EUR,957312000,D,3,3,False,46.0,38.0,7.0,3.0,0.0,33.0,35.0,5.0,11.0,2.0,8.0,,,,,,90.0,57.0,7.2,10.0,0.032431,,0,,0.31,0.08,-0.02,,,,,2.0,6.0,,1.0,,1.0,1.0,1.0,,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
14771806,away,Al-Nassr,Iñigo Martínez,,,inigo-martinez,I. Martínez,D,26,181.0,62014,M,173883,EUR,674438400,D,26,26,False,56.0,52.0,8.0,6.0,0.0,29.0,29.0,23.0,27.0,2.0,7.0,,,,,,90.0,66.0,6.9,6.0,0.00869057,,1,,0.35,0.09,-0.1,,,,,4.0,2.0,1.0,,,,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,0.0857,,-0.32,1.0,,,IñigoMartínez,,,,,,,
14771806,away,Al-Nassr,Nawaf Boushal,,,nawaf-boushal,N. Boushal,D,12,178.0,1391,M,986400,EUR,937440000,D,12,12,False,30.0,29.0,2.0,1.0,0.0,15.0,15.0,14.0,15.0,3.0,2.0,,,,,,90.0,50.0,7.0,5.0,0.00829113,,0,,0.16,0.0,-0.13,,,,,5.0,3.0,1.0,2.0,4.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,
