match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_wasFouled,stat_errorLeadToAShot,stat_totalOffside,stat_keyPass,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_penaltyConceded,stat_blockedScoringAttempt,player_sofascoreId,stat_goals,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_clearanceOffLine,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyWon
14771806,away,Al-Nassr,Kingsley Coman,,,kingsley-coman,K. Coman,M,21,178.0,32898,M,280441,EUR,834624000,M,21,21,False,23.0,19.0,2.0,2.0,0.0,10.0,10.0,9.0,13.0,2.0,2.0,,,,,,77.0,45.0,7.0,9.0,0.2236,,2,,0.27,0.14,0.22,,,3.0,2.0,4.0,7.0,,,2.0,5.0,2.0,2.0,,2.0,,,1.0,,,2.0,3.0,1.0,,0.1694,,-0.62,1.0,,1.0,KingComan,,,,,,,
14771806,away,Al-Nassr,Ângelo,Ângelo,,angelo,Ângelo,M,20,182.0,9961,M,1086455,EUR,1103587200,M,20,20,False,32.0,28.0,3.0,3.0,0.0,10.0,10.0,18.0,22.0,1.0,1.0,,,,,,89.0,59.0,8.4,17.0,0.402786,,3,,0.56,0.2,-0.06,,,2.0,,7.0,7.0,,3.0,,2.0,1.0,5.0,2.0,,,,2.0,,,3.0,5.0,3.0,2.0,0.082,0.6514,0.54,,,1.0,angelogabriel,1.0,,2.0,,,,
14771806,away,Al-Nassr,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181.0,13081,M,108800,EUR,721872000,M,11,11,False,71.0,68.0,5.0,4.0,0.0,32.0,32.0,36.0,39.0,1.0,4.0,,,,,,90.0,94.0,7.2,8.0,0.108467,,2,,0.44,-0.29,-0.09,,,4.0,1.0,4.0,7.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,,,,1.0,,,1.0,1.0,1.0,2.0,0.1654,0.4725,-0.56,,,,marcelo_brozovic,,,,,,,
14771806,away,Al-Nassr,Sadio Mané,,,sadio-mane,S. Mané,M,10,175.0,169227,M,217704,EUR,702864000,M,10,10,False,26.0,18.0,1.0,1.0,0.0,5.0,5.0,13.0,21.0,1.0,4.0,,,,,,90.0,46.0,6.1,18.0,0.350293,,3,,0.07,-0.2,-0.07,,,5.0,2.0,4.0,3.0,1.0,2.0,,1.0,1.0,3.0,,,1.0,,1.0,,2.0,4.0,1.0,,,0.496,,-0.61,3.0,,,SadioMané,,,1.0,,2.0,1.0,
14771806,away,Al-Nassr,João Félix,,,joao-felix,J. Félix,F,79,181.0,126099,M,851671,EUR,942192000,F,79,79,False,22.0,19.0,2.0,,0.0,3.0,3.0,16.0,19.0,,2.0,,,,,,90.0,44.0,8.3,12.0,0.221597,,2,,0.42,0.2,0.13,,,,,7.0,5.0,,1.0,1.0,2.0,,2.0,1.0,,,,3.0,,,2.0,5.0,,1.0,0.4301,0.2065,0.51,1.0,,,JFélix,1.0,,,,1.0,,1.0
14771806,away,Al-Nassr,Cristiano Ronaldo,,,cristiano-ronaldo,C. Ronaldo,F,7,187.0,2307715,M,750,EUR,476409600,F,7,7,False,30.0,23.0,,,0.0,6.0,6.0,17.0,24.0,,2.0,,,,,,90.0,45.0,6.6,11.0,0.220049,,8,,-0.42,0.83,-0.02,,True,,,4.0,,,2.0,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,5.0,1.4831,1.5879,-0.32,1.0,,2.0,CR7,1.0,,,,2.0,,
14771806,away,Al-Nassr,Salem Alnajdi,,,alnajdi-salem,S. Alnajdi,D,83,178.0,1037,M,1475427,EUR,1043625600,D,83,83,True,8.0,7.0,1.0,,0.0,3.0,3.0,4.0,5.0,,1.0,,,,,,13.0,11.0,6.1,3.0,0.00258018,,0,,-0.03,-0.06,-0.18,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14771806,away,Al-Nassr,Abdullah Al-Khaibari,,,abdullah-alkhaibari,A. Al-Khaibari,M,17,178.0,1250,M,867179,EUR,840153600,M,17,17,True,10.0,10.0,,,0.0,7.0,7.0,3.0,3.0,,2.0,,,,,,13.0,11.0,6.5,,0.00686092,,1,,0.04,0.01,-0.05,,,,,,,,,,,,,,,,,,,,,,,,0.0253,,-0.07,1.0,,,,,,,,,,
14771806,away,Al-Nassr,Abdulrahman Ghareeb,,,abdulrahman-ghareeb,A. Ghareeb,F,29,164.0,2201,M,1014447,EUR,859766400,F,29,29,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,,,,,1.0,3.0,,,0.00871446,,0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
14771806,away,Al-Nassr,Raghed Al-Najjar,,,raghid-najjar,R. Al-Najjar,G,36,188.0,830,M,925920,EUR,843177600,G,36,36,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771806,away,Al-Nassr,Abdulelah Al-Amri,,,abdulelah-al-amri,A. Al-Amri,D,5,185.0,1135,M,881831,EUR,853286400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771806,away,Al-Nassr,Nader Al Sharari,,,nader-abdullah-al-sharari,N. A. Sharari,D,4,184.0,534,M,923040,EUR,831513600,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771806,away,Al-Nassr,Ali Al-Hassan,,,ali-al-hassan,A. Al-Hassan,M,19,183.0,1000,M,925947,EUR,857433600,M,19,19,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771806,away,Al-Nassr,Mohammed Khalil Marran,,,mohammed-khalil-marran,M. K. Marran,F,16,180.0,1521,M,1115775,EUR,982195200,F,16,16,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771806,away,Al-Nassr,Haroune Camara,,,haroune-camara,H. Camara,F,70,187.0,2967,M,926730,EUR,883612800,F,77,77,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
