match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_wasFouled,player_sofascoreId,stat_totalCross,stat_bigChanceCreated,stat_dispossessed,stat_bigChanceMissed,player_firstName,player_lastName,stat_accurateCross,stat_onTargetScoringAttempt,captain,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,stat_goalAssist
10388308,home,VfB Stuttgart,Tiago Tomás,tiago-tomas,T. Tomás,F,8,180,1353,M,983540,EUR,1024185600,F,10,10,False,6.0,3.0,,,1.0,3.0,2.0,3.0,4.0,,,,,76.0,19.0,6.5,9.0,0.034,0.0,0.00049135,1,,2.0,4.0,5.0,2.0,,,,1.0,,,1.0,,4.0,,,1.0,,3.0,,,,,,,,,,,,1.0,,
10388308,home,VfB Stuttgart,Darko Churlinov,darko-churlinov,D. Churlinov,M,17,180,486,M,876345,EUR,963273600,M,17,17,True,,,,,,,,,,,,,,26.0,7.0,6.6,2.0,0.0,0.0,0.0,0,,1.0,3.0,4.0,,,,,,,,3.0,2.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,
10388308,home,VfB Stuttgart,Clinton Mola,clinton-mola,C. Mola,D,6,183,92,M,972561,EUR,984614400,M,6,6,True,2.0,1.0,,,1.0,2.0,,1.0,1.0,,,,,14.0,14.0,7.3,3.0,0.031,0.0,0.00023758,0,,1.0,1.0,4.0,,,,,1.0,1.0,1.0,3.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,
10388308,home,VfB Stuttgart,Enzo Millot,millot-enzo,E. Millot,M,10,175,4915,M,957889,EUR,1026864000,M,8,8,True,3.0,2.0,,,1.0,1.0,1.0,2.0,2.0,,,,,13.0,8.0,7.1,1.0,0.0,0.0,0.00479452,0,,,1.0,2.0,,,,,1.0,1.0,,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,
10388308,home,VfB Stuttgart,Atakan Karazor,atakan-karazor,A. Karazor,M,16,190,1082,M,801030,EUR,845164800,D,16,16,True,1.0,,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388308,home,VfB Stuttgart,Juan José Perea,juan-jose-perea,J. J. Perea,F,9,184,380,M,945145,EUR,951264000,F,11,11,True,2.0,2.0,,,,,2.0,3.0,1.0,,,,,8.0,5.0,6.5,2.0,0.0,0.0,0.00219916,0,,,2.0,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,
10388308,home,VfB Stuttgart,Fabian Bredlow,fabian-bredlow,F. Bredlow,G,1,191,219,M,152463,EUR,794102400,G,33,33,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388308,home,VfB Stuttgart,Pascal Stenzel,pascal-stenzel,P. Stenzel,D,15,184,266,M,352562,EUR,827280000,D,15,15,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388308,home,VfB Stuttgart,Lilian Egloff,egloff-lilian,L. Egloff,M,25,183,84,M,1007962,EUR,1029801600,M,25,25,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388308,home,VfB Stuttgart,Luca Pfeiffer,luca-pfeiffer,L. Pfeiffer,F,16,196,147,M,842212,EUR,840499200,F,20,20,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388308,away,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,33.0,30.0,6.0,3.0,29.0,30.0,1.0,3.0,6.0,,1.0,,,90.0,39.0,6.4,3.0,0.0,0.0,0.00044964,0,-0.5097,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
10388308,away,RB Leipzig,Lukas Klostermann,lukas-klostermann,L. Klostermann,D,16,188,717,M,319853,EUR,833760000,D,16,16,False,52.0,40.0,5.0,1.0,28.0,32.0,13.0,21.0,8.0,,,,,90.0,63.0,6.8,14.0,0.2876,0.3555,0.0143239,4,,,3.0,5.0,,,,,1.0,,,2.0,1.0,,1.0,,3.0,,,,1.0,,2.0,,,,1.0,1.0,,,3.0,,
10388308,away,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,77.0,68.0,13.0,7.0,38.0,39.0,30.0,38.0,5.0,,,,,90.0,96.0,7.6,12.0,0.2073,0.2537,0.0184636,1,,4.0,7.0,12.0,,,,,3.0,3.0,2.0,5.0,3.0,3.0,2.0,,6.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,
10388308,away,RB Leipzig,Marcel Halstenberg,marcel-halstenberg,M. Halstenberg,D,,187,311,M,103364,EUR,685929600,D,23,23,False,71.0,59.0,10.0,3.0,43.0,48.0,16.0,23.0,2.0,,,,,85.0,79.0,6.6,13.0,0.0,0.0,0.0912192,0,,,,2.0,,,,,3.0,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,
10388308,away,RB Leipzig,Hugo Novoa,hugo-novoa-ramos,H. N. Ramos,M,2,182,228,M,1001967,EUR,1043366400,M,38,38,False,34.0,27.0,1.0,1.0,8.0,11.0,19.0,30.0,3.0,,,,,81.0,66.0,6.8,18.0,0.1469,0.1156,0.0274085,2,,1.0,8.0,9.0,2.0,1.0,,,,,1.0,4.0,2.0,,2.0,1.0,2.0,2.0,2.0,,7.0,,2.0,,,,,1.0,,,1.0,2.0,
10388308,away,RB Leipzig,Benjamin Henrichs,benjamin-henrichs,B. Henrichs,D,39,182,1142,M,319857,EUR,856656000,M,39,39,False,59.0,50.0,4.0,3.0,22.0,25.0,29.0,37.0,4.0,,,,,90.0,77.0,7.3,15.0,0.0151,0.0,0.430405,1,,2.0,6.0,5.0,3.0,2.0,,,,,3.0,1.0,1.0,1.0,2.0,2.0,,,2.0,,3.0,1.0,1.0,,,,1.0,,,,1.0,,
10388308,away,RB Leipzig,Kevin Kampl,kevin-kampl,K. Kampl,M,,178,752,M,84251,EUR,655430400,M,44,44,False,50.0,48.0,2.0,1.0,19.0,20.0,29.0,30.0,7.0,,,,,59.0,54.0,6.8,2.0,0.0,0.0,0.0363101,0,,1.0,3.0,2.0,,,,,,,1.0,2.0,2.0,,,1.0,,2.0,,,,,,,,,,,,,,,
10388308,away,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,M,22,22,False,35.0,31.0,2.0,1.0,15.0,16.0,16.0,28.0,6.0,,,,,90.0,66.0,6.8,16.0,0.0117,0.0,0.11234,1,,2.0,5.0,4.0,3.0,2.0,,,1.0,,,2.0,,1.0,,2.0,,1.0,,,9.0,,1.0,,,,,,,,1.0,,
10388308,away,RB Leipzig,Dani Olmo,dani-olmo,D. Olmo,M,20,179,190811,M,789071,EUR,894499200,F,7,7,False,45.0,36.0,1.0,,6.0,7.0,30.0,38.0,10.0,,,,,85.0,70.0,8.0,17.0,0.1887,0.1005,0.356191,6,,2.0,6.0,7.0,2.0,1.0,3.0,,,,,3.0,1.0,3.0,,5.0,,,3.0,DaniOlmo,,1.0,3.0,,,,,2.0,,,1.0,,1.0
10388308,away,RB Leipzig,André Silva,andre-silva,A. Silva,F,9,185,5788,M,190159,EUR,815616000,F,19,19,False,21.0,14.0,,,1.0,2.0,13.0,19.0,2.0,,,,,85.0,32.0,6.9,12.0,0.1595,0.1059,0.240097,2,,1.0,7.0,2.0,3.0,1.0,1.0,,,,,,,,,3.0,,1.0,1.0,andresilva9,,1.0,3.0,,,,,1.0,,,,,
10388308,away,RB Leipzig,Christopher Nkunku,christopher-nkunku,C. Nkunku,F,18,175,48863,M,769333,EUR,879465600,F,18,18,False,52.0,39.0,,,10.0,11.0,30.0,46.0,4.0,,,,,90.0,74.0,7.8,23.0,0.4122,1.3911,0.189114,6,,,4.0,4.0,2.0,1.0,1.0,,,,,,,1.0,,7.0,1.0,,2.0,Nkunku,5.0,,3.0,1.0,,,1.0,3.0,,1.0,2.0,,
10388308,away,RB Leipzig,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,77008,M,869856,EUR,972432000,M,17,17,True,26.0,22.0,3.0,1.0,3.0,3.0,19.0,26.0,3.0,,,,,31.0,40.0,6.5,11.0,0.1502,0.0,0.0407826,3,,1.0,4.0,2.0,3.0,2.0,1.0,,,,,,,1.0,,,,,,DomSzobo,3.0,,2.0,,,,,,,,2.0,,
10388308,away,RB Leipzig,Mohamed Simakan,mohamed-simakan,M. Simakan,D,3,187,5879,M,945063,EUR,957312000,D,2,2,True,11.0,9.0,,,4.0,4.0,5.0,7.0,1.0,,,,,9.0,16.0,6.6,3.0,0.0,0.0,0.0065697,0,,,2.0,2.0,2.0,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
10388308,away,RB Leipzig,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50096,M,964994,EUR,1011744000,D,32,32,True,9.0,7.0,,,5.0,5.0,3.0,5.0,1.0,,,,,13.0,14.0,6.8,2.0,0.1531,0.0,0.0596375,2,,,,2.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,JGvardiol,1.0,,,,,,1.0,,,,1.0,,
10388308,away,RB Leipzig,Emil Forsberg,emil-forsberg,E. Forsberg,M,10,179,2256,M,51785,EUR,688176000,F,10,10,True,1.0,1.0,,,,,1.0,1.0,,,,,,13.0,1.0,6.6,,0.0,0.0,0.0439901,0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
10388308,away,RB Leipzig,Alexander Sørloth,alexander-sorloth,A. Sørloth,F,9,195,17375,M,309078,EUR,818121600,F,35,35,True,2.0,2.0,,,,,2.0,2.0,,,,,,13.0,3.0,6.3,1.0,0.0,0.0,0.020769,0,,,2.0,,1.0,,,,,,,,,,1.0,,,,,asorloth,,,,,,,,,,,,,
10388308,away,RB Leipzig,Janis Blaswich,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,21,21,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388308,away,RB Leipzig,Sanoussy Ba,sanoussy-ba,S. Ba,D,25,178,145,M,1142701,EUR,1073260800,D,25,25,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,Sanoussy,Ba,,,,,,,
10388308,away,RB Leipzig,Xaver Schlager,xaver-schlager,X. Schlager,M,24,174,1069,M,791079,EUR,875404800,M,24,24,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388308,away,RB Leipzig,Amadou Haidara,amadou-haidara,A. Haidara,M,21,174,6620,M,822708,EUR,886204800,M,8,8,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,amadou_haidara04,,,,,,,,,,,,,
