match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_goals,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_bigChanceCreated,captain,stat_goalAssist,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10407342,home,RC Sporting Charleroi,Hervé Koffi,herve-koffi,H. Koffi,G,12,187,15844,M,HKoffi,867299,EUR,845424000,G,16,16,False,33.0,32.0,4.0,3.0,31.0,31.0,1.0,2.0,11.0,1.0,3.0,90.0,41.0,6.1,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407342,home,RC Sporting Charleroi,Stefan Knežević,stefan-knezevic,S. Knežević,D,5,187,77,M,,842160,EUR,846633600,D,3,3,False,61.0,50.0,7.0,3.0,34.0,38.0,16.0,23.0,5.0,,,90.0,74.0,6.4,12.0,1,3.0,4.0,7.0,6.0,1.0,3.0,2.0,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,
10407342,home,RC Sporting Charleroi,Stelios Andreou,andreou-stelios,S. Andreou,D,5,187,337,M,,994282,EUR,1027468800,D,21,21,False,86.0,74.0,10.0,2.0,57.0,62.0,17.0,24.0,11.0,,,90.0,97.0,6.5,14.0,2,3.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
10407342,home,RC Sporting Charleroi,Loic Bessile,loic-bessile,L. Bessile,D,29,183,82,M,,826213,EUR,919382400,D,5,5,False,52.0,38.0,7.0,3.0,25.0,31.0,13.0,21.0,3.0,,,79.0,73.0,7.1,16.0,2,3.0,2.0,5.0,5.0,,3.0,4.0,2.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10407342,home,RC Sporting Charleroi,Ken Nkuba,nkuba-ken,K. Nkuba,M,27,180,165,M,,961902,EUR,1011571200,M,28,28,False,36.0,24.0,5.0,1.0,14.0,19.0,11.0,24.0,5.0,,,90.0,72.0,7.1,27.0,2,,,6.0,5.0,,1.0,1.0,2.0,,1.0,1.0,,,,1.0,,1.0,6.0,2.0,1.0,,7.0,1.0,1.0,1.0,1.0,1.0,,,,,,
10407342,home,RC Sporting Charleroi,Ali Gholizadeh,ali-gholizadeh,A. Gholizadeh,M,8,172,1497,M,,359350,EUR,826416000,M,8,8,False,41.0,33.0,6.0,3.0,13.0,15.0,21.0,30.0,5.0,,,79.0,56.0,6.4,14.0,4,1.0,,5.0,1.0,2.0,,1.0,,,,2.0,,,1.0,,,,3.0,1.0,2.0,,4.0,1.0,,,,3.0,1.0,,,,,
10407342,home,RC Sporting Charleroi,Marco Ilaimaharitra,marco-ilaimaharitra,M. Ilaimaharitra,M,23,178,499,M,,358198,EUR,806716800,M,26,26,False,44.0,38.0,3.0,2.0,19.0,20.0,19.0,24.0,7.0,,,79.0,54.0,7.0,6.0,0,,1.0,4.0,6.0,,,3.0,2.0,2.0,,2.0,,,,,2.0,,1.0,1.0,,,,,,2.0,,2.0,,True,,,,
10407342,home,RC Sporting Charleroi,Ryota Morioka,ryota-morioka,R. Morioka,M,,180,229,M,,109376,EUR,671414400,M,44,44,False,35.0,27.0,6.0,3.0,16.0,18.0,12.0,21.0,2.0,,,45.0,47.0,6.9,13.0,1,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,4.0,1.0,,,,1.0,,,,,,
10407342,home,RC Sporting Charleroi,Joris Kayembe,joris-kayembe-ditu,J. Kayembe,D,18,180,4983,M,joriskayembe23,354046,EUR,776304000,M,12,12,False,50.0,33.0,5.0,2.0,15.0,18.0,18.0,36.0,7.0,,,90.0,80.0,7.0,30.0,0,,1.0,5.0,2.0,,,3.0,1.0,1.0,2.0,1.0,,,,,,2.0,2.0,,,,4.0,,,,1.0,3.0,2.0,,1.0,,,
10407342,home,RC Sporting Charleroi,Anass Zaroury,anass-zaroury,A. Zaroury,F,9,176,4199,M,zaroury,877036,EUR,973555200,F,70,70,False,18.0,13.0,1.0,,10.0,13.0,3.0,7.0,3.0,,,56.0,30.0,6.6,13.0,0,,1.0,2.0,4.0,,,,,,3.0,,,,,,,1.0,3.0,2.0,,,2.0,,,1.0,,,,,,,,
