match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_interceptionWon,captain,stat_totalContest,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_wonContest,player_sofascoreId,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_hitWoodwork
12451065,home,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,22.0,8.0,15.0,1.0,0.0,7.0,11.0,1.0,11.0,2.0,11.0,1.0,2.0,2.0,90.0,36.0,6.3,14.0,0.00013553,0,-0.3308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451065,home,Nantes,Marcus Coco,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,D,11,11,False,16.0,14.0,2.0,1.0,1.0,11.0,11.0,4.0,6.0,2.0,3.0,,,,68.0,27.0,6.6,5.0,0.0427277,0,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12451065,home,Nantes,Jean-Charles Castelletto,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,38.0,32.0,2.0,2.0,0.0,22.0,26.0,10.0,12.0,3.0,2.0,,,,90.0,46.0,6.6,6.0,0.00723566,0,,,,2.0,3.0,,,2.0,1.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12451065,home,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,32.0,28.0,5.0,4.0,0.0,19.0,20.0,9.0,12.0,5.0,5.0,,,,90.0,46.0,6.4,7.0,0.00707124,0,,,,4.0,4.0,2.0,,2.0,2.0,1.0,1.0,,,,,2.0,2.0,True,1.0,,,,,,,,,,,,,,,,,,
12451065,home,Nantes,Nicolas Cozza,nicolas-cozza,N. Cozza,D,3,178,184,M,886286,EUR,915753600,D,3,3,False,26.0,20.0,3.0,1.0,0.0,9.0,13.0,11.0,13.0,3.0,5.0,,,,90.0,50.0,6.8,10.0,0.490868,0,,,,3.0,3.0,1.0,,2.0,2.0,1.0,2.0,1.0,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,
12451065,home,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,34.0,27.0,4.0,,0.0,14.0,16.0,13.0,18.0,2.0,3.0,,,,90.0,40.0,6.4,7.0,0.00421329,0,,,,5.0,3.0,1.0,,2.0,2.0,,2.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,
12451065,home,Nantes,Douglas Augusto,douglas-augusto,D. Augusto,M,66,173,491,M,809034,EUR,853113600,M,6,6,False,23.0,21.0,1.0,,0.0,11.0,12.0,10.0,11.0,,5.0,,,,80.0,33.0,6.5,6.0,0.0100293,0,,,,6.0,4.0,1.0,,3.0,2.0,1.0,3.0,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
12451065,home,Nantes,Sorba Thomas,sorba-thomas,S. Thomas,M,7,185,586,M,911039,EUR,917222400,M,22,22,False,19.0,11.0,3.0,1.0,0.0,2.0,6.0,11.0,16.0,1.0,2.0,,,,68.0,29.0,6.5,11.0,0.063264,0,,3.0,2.0,4.0,1.0,1.0,,1.0,,,1.0,2.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
12451065,home,Nantes,Tino Kadewere,tino-kadewere,T. Kadewere,M,9,180,935,M,810535,EUR,820800000,M,10,10,False,20.0,15.0,1.0,1.0,0.0,9.0,10.0,6.0,10.0,,2.0,,,,80.0,32.0,6.8,9.0,0.0114373,3,,,,4.0,6.0,1.0,,2.0,2.0,2.0,1.0,1.0,,,1.0,3.0,1.0,,1.0,,1.0,,2.0,1.0,2.0,1.0,1.0,0.871,1.2634,,,,,,,,
12451065,home,Nantes,Moses Simon,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,M,27,27,False,15.0,8.0,1.0,1.0,0.0,2.0,5.0,6.0,12.0,,5.0,,,,90.0,35.0,6.3,17.0,0.0305685,0,,2.0,,7.0,6.0,1.0,,3.0,2.0,2.0,1.0,,,,,1.0,,,6.0,,1.0,,,,,,3.0,,,1.0,,,,,,,
12451065,home,Nantes,Mostafa Mohamed,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,False,15.0,10.0,1.0,1.0,0.0,3.0,4.0,7.0,11.0,2.0,5.0,,,,68.0,31.0,7.1,10.0,0.00515708,4,,,,5.0,4.0,1.0,,1.0,1.0,4.0,2.0,,,,1.0,1.0,,,2.0,,,1.0,,2.0,1.0,,,0.4886,0.7145,2.0,mostafamohamed11,1.0,,,,,
