match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_wasFouled,stat_aerialLost,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_wonContest,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_outfielderBlock,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalsPrevented
10408313,home,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,unai_simon,797291,EUR,865987200,G,1,1,False,23.0,15.0,12.0,4.0,12.0,16.0,3.0,7.0,1.0,4.0,1.0,1.0,90.0,29.0,6.9,9.0,0.0,0.0,0.0002528,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408313,home,Athletic Club,Óscar de Marcos,oscar-de-marcos,Ó. de Marcos,D,10,180,561,M,,52663,EUR,608515200,D,18,18,False,30.0,22.0,1.0,,8.0,11.0,16.0,22.0,1.0,4.0,,,90.0,43.0,6.6,11.0,0.195,0.0,0.327688,1,,,True,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10408313,home,Athletic Club,Daniel Vivian,daniel-vivian,D. Vivian,D,3,183,3110,M,,910978,EUR,931132800,D,3,3,False,26.0,16.0,7.0,,11.0,13.0,5.0,13.0,4.0,5.0,,,90.0,40.0,7.4,11.0,0.1854,0.3106,0.00167563,2,,,,,,1.0,2.0,2.0,,,,,1.0,,1.0,1.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,
10408313,home,Athletic Club,Yeray Álvarez,yeray-alvarez,Y. Álvarez,D,5,183,811,M,,807648,EUR,790905600,D,5,5,False,30.0,22.0,6.0,1.0,10.0,14.0,12.0,16.0,1.0,5.0,,,90.0,37.0,6.7,9.0,0.0,0.0,0.00505831,0,,,,,,1.0,4.0,2.0,1.0,,,1.0,3.0,,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,
10408313,home,Athletic Club,Íñigo Lekue,inigo-lekue,Í. Lekue,D,15,180,388,M,,801837,EUR,736473600,D,15,15,False,31.0,21.0,6.0,4.0,10.0,17.0,12.0,15.0,2.0,9.0,,,90.0,55.0,7.5,15.0,0.0207,0.0,0.0370133,1,,,,1.0,1.0,1.0,3.0,6.0,1.0,,,1.0,,2.0,2.0,,1.0,,1.0,,,4.0,1.0,1.0,1.0,1.0,,,,,,,,
10408313,home,Athletic Club,Mikel Vesga,mikel-vesga,M. Vesga,M,6,191,504,M,,359742,EUR,734227200,M,6,6,False,36.0,28.0,3.0,2.0,9.0,10.0,19.0,26.0,,5.0,,,90.0,45.0,7.1,9.0,0.0,0.0,0.0545613,0,,,,,,,6.0,2.0,,,,1.0,3.0,1.0,,,,,2.0,1.0,3.0,1.0,1.0,,,,1.0,,,,,,,
10408313,home,Athletic Club,Iñaki Williams,inaki-williams,I. Williams,M,9,186,20741,M,IñakiWill,783374,EUR,771638400,M,9,9,False,27.0,20.0,1.0,,6.0,7.0,14.0,21.0,,6.0,,,78.0,37.0,7.1,11.0,0.1317,0.8763,0.39557,1,,,,1.0,,,4.0,2.0,,1.0,,1.0,2.0,4.0,,1.0,,,1.0,1.0,2.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,
10408313,home,Athletic Club,Oihan Sancet,oihan-sancet,O. Sancet,M,8,188,3356,M,,966801,EUR,956620800,M,8,8,False,29.0,25.0,2.0,2.0,6.0,6.0,19.0,24.0,,5.0,,,78.0,44.0,7.0,12.0,0.1522,0.0,0.319279,2,,,,1.0,,,6.0,2.0,1.0,,1.0,4.0,1.0,2.0,1.0,,1.0,,1.0,1.0,1.0,,,3.0,1.0,,,2.0,,,,,,
10408313,home,Athletic Club,Ander Herrera,ander-herrera,A. Herrera,M,21,182,3084,M,,82474,EUR,619056000,M,23,23,False,30.0,27.0,2.0,2.0,11.0,11.0,16.0,19.0,1.0,6.0,,,67.0,41.0,6.8,6.0,0.1496,0.0,0.0288703,2,,,,,,,5.0,1.0,,,2.0,,3.0,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,
10408313,home,Athletic Club,Nico Williams,nico-williams,N. Williams,M,10,180,84836,M,NicoWill,1085400,EUR,1026432000,M,11,11,False,20.0,13.0,,,2.0,2.0,11.0,26.0,,3.0,,,83.0,44.0,6.5,23.0,0.2419,0.37,0.0445272,3,,,,8.0,,,5.0,3.0,,,1.0,2.0,,,4.0,1.0,1.0,,,,,1.0,1.0,3.0,2.0,,,,,,,,,
