match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_outfielderBlock,stat_fouls,stat_wonTackle,stat_goals,stat_keyPass,captain,stat_blockedScoringAttempt,stat_accurateCross,stat_totalOffside,player_sofascoreId,stat_punches,stat_bigChanceMissed
11368626,home,Osasuna,Aitor Fernández,aitor-fernandez,A. Fernández,G,13,182,248,M,99516,EUR,673228800,G,13,13,False,28.0,15.0,22.0,9.0,8.0,9.0,7.0,19.0,1.0,11.0,3.0,3.0,2.0,2.0,90.0,33.0,6.9,13.0,0.00193575,0,-0.8107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368626,home,Osasuna,Rubén Peña,ruben-pena,R. Peña,D,7,170,186,M,255973,EUR,679795200,D,15,15,False,27.0,19.0,2.0,1.0,6.0,7.0,13.0,24.0,,5.0,,,,,75.0,51.0,6.7,18.0,0.0262742,2,,,,4.0,1.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0554,0.2795,,,,,,,,,,,,,
11368626,home,Osasuna,Alejandro Catena,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,24,24,False,63.0,52.0,15.0,6.0,33.0,33.0,19.0,30.0,2.0,3.0,,,,,90.0,69.0,6.6,12.0,0.00738378,0,,,,,3.0,4.0,3.0,,,,,,,,,1.0,,,,2.0,1.0,2.0,,,,,,,,,,
11368626,home,Osasuna,Jorge Herrando,herrando-jorge,J. Herrando,D,5,192,259,M,944225,EUR,983318400,D,28,28,False,59.0,47.0,7.0,3.0,39.0,45.0,8.0,14.0,7.0,5.0,,,,,90.0,76.0,7.2,13.0,0.0027447,0,,,,,5.0,5.0,9.0,,1.0,,,,,1.0,3.0,,1.0,,,2.0,1.0,2.0,3.0,,,,,,,,,
11368626,home,Osasuna,Juan Cruz,juan-cruz,J. Cruz,D,3,180,216,M,897902,EUR,712281600,D,3,3,False,33.0,27.0,2.0,1.0,11.0,11.0,16.0,22.0,1.0,1.0,,,,,90.0,64.0,6.6,21.0,0.0172626,1,,,,,1.0,5.0,4.0,,3.0,,,1.0,,1.0,3.0,1.0,,0.0191,,2.0,,,2.0,,,,,,,,,
11368626,home,Osasuna,Jon Moncayola,jon-moncayola,J. Moncayola,M,7,182,703,M,976141,EUR,895017600,M,7,7,False,46.0,37.0,4.0,1.0,10.0,12.0,27.0,40.0,,6.0,,,,,90.0,61.0,7.5,17.0,0.0352737,3,,,,6.0,1.0,3.0,1.0,1.0,2.0,,,2.0,1.0,1.0,,,,0.1642,0.5445,,,,,1.0,1.0,,,,,,,
11368626,home,Osasuna,Iker Muñoz,iker-munoz,I. Muñoz,M,8,179,228,M,1119586,EUR,1036454400,M,34,34,False,57.0,44.0,3.0,,25.0,27.0,19.0,30.0,2.0,6.0,,,,,90.0,70.0,6.9,15.0,0.0114411,1,,,,,4.0,5.0,10.0,1.0,,1.0,,,1.0,,3.0,1.0,3.0,0.0261,0.0721,1.0,,2.0,2.0,,,,,,,,,
11368626,home,Osasuna,Aimar Oroz,aimar-oroz,A. Oroz,M,10,177,1253,M,985329,EUR,1006819200,M,10,10,False,36.0,30.0,1.0,,7.0,9.0,23.0,27.0,,4.0,,,,,66.0,47.0,6.8,10.0,0.14108,0,,,,,1.0,3.0,2.0,,1.0,2.0,1.0,,,2.0,,2.0,,,,,,1.0,,,2.0,,,,,,,
11368626,home,Osasuna,Rubén García,ruben-garcia,R. García,M,14,171,1085,M,260031,EUR,742608000,F,14,14,False,39.0,31.0,3.0,1.0,9.0,10.0,22.0,30.0,2.0,5.0,,,,,75.0,54.0,7.1,13.0,0.114872,1,,,,1.0,1.0,4.0,5.0,,1.0,1.0,1.0,1.0,,,1.0,3.0,2.0,0.0177,,2.0,,1.0,,,,True,,,,,,
11368626,home,Osasuna,Raúl García de Haro,raul-garcia-de-haro,R. García,F,9,192,691,M,997280,EUR,973209600,F,23,23,False,16.0,6.0,,,1.0,2.0,5.0,14.0,,,,,,,88.0,21.0,6.7,11.0,0.0034804,1,,,,,2.0,7.0,2.0,,,1.0,,,1.0,,,,,0.0267,0.126,5.0,,1.0,,,1.0,,,,,,,
