match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,captain,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_shotOffTarget,stat_bigChanceMissed,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
10408543,home,Villarreal,Pepe Reina,pepe-reina,P. Reina,G,188,1240,M,26937,EUR,399600000,G,1,1,False,35.0,26.0,13.0,4.0,25.0,29.0,1.0,6.0,5.0,2.0,2.0,2.0,90.0,41.0,6.7,9.0,0.0,0.0,0.00430706,0,-0.3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408543,home,Villarreal,Juan Foyth,juan-foyth,J. Foyth,D,187,6465,M,873189,EUR,884563200,D,8,8,False,69.0,61.0,4.0,4.0,25.0,28.0,36.0,41.0,7.0,,,,90.0,96.0,6.9,11.0,0.0,0.0,0.0277224,0,,,,8,juanfoyth,1.0,3.0,7.0,8.0,1.0,2.0,4.0,3.0,5.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
10408543,home,Villarreal,Raúl Albiol,raul-albiol,R. Albiol,D,190,1235,M,3041,EUR,494640000,D,3,3,False,80.0,67.0,17.0,10.0,36.0,40.0,31.0,40.0,6.0,,,,90.0,90.0,7.0,14.0,0.0,0.0,0.0179667,0,,,,39,,1.0,1.0,1.0,2.0,,,1.0,1.0,6.0,,,,True,1.0,,,,,,,,,,,,,,,,,,
10408543,home,Villarreal,Pau Torres,pau-torres,P. Torres,D,192,4099,M,864169,EUR,853372800,D,4,4,False,67.0,45.0,15.0,4.0,31.0,38.0,14.0,29.0,10.0,,,,90.0,80.0,7.3,22.0,0.073,0.1135,0.00832957,1,,,,14,pauttorres,1.0,5.0,1.0,9.0,,,2.0,2.0,6.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
10408543,home,Villarreal,Alberto Moreno,alberto-moreno,A. Moreno,D,171,850,M,229740,EUR,710294400,D,18,18,False,30.0,24.0,2.0,,12.0,15.0,13.0,16.0,6.0,,,,61.0,43.0,6.3,8.0,0.0,0.0,0.021185,0,,,,18,,,,1.0,,1.0,,,,3.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,
10408543,home,Villarreal,Dani Parejo,dani-parejo,D. Parejo,M,180,1999,M,39182,EUR,608688000,M,10,10,False,83.0,70.0,7.0,6.0,29.0,34.0,41.0,50.0,18.0,,,,90.0,92.0,7.4,14.0,0.057,0.0,0.0926187,1,,,,10,,,2.0,2.0,8.0,1.0,,2.0,2.0,,,2.0,1.0,,,,1.0,,,1.0,2.0,2.0,1.0,,,,,,,,,,
10408543,home,Villarreal,Samuel Chukwueze,samuel-chukwueze,S. Chukwueze,F,172,21963,M,822470,EUR,927331200,M,11,11,False,49.0,39.0,1.0,,8.0,12.0,31.0,41.0,5.0,,,,86.0,74.0,8.0,20.0,0.5621,0.8949,0.398078,1,,,,19,chukwuezesamuel8,5.0,1.0,10.0,7.0,2.0,1.0,7.0,5.0,1.0,,,,,,1.0,4.0,,2.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,
10408543,home,Villarreal,Ramón Terrats,ramon-terrats,R. Terrats,M,179,517,M,1088565,EUR,971827200,M,39,39,False,65.0,57.0,2.0,1.0,24.0,24.0,33.0,45.0,3.0,,,,80.0,88.0,7.4,18.0,0.0618,0.0,0.33662,2,,Ramón Terrats,,14,,,3.0,5.0,8.0,,2.0,4.0,2.0,,2.0,,1.0,,1.0,,4.0,,2.0,,,3.0,2.0,,1.0,,2.0,,,,,,
10408543,home,Villarreal,Étienne Capoue,etienne-capoue,É. Capoue,M,187,342,M,16701,EUR,584582400,M,6,6,False,64.0,57.0,5.0,4.0,19.0,21.0,38.0,44.0,7.0,,,,90.0,77.0,6.8,13.0,0.1884,0.0411,0.0807902,1,,,,,,,2.0,4.0,7.0,,1.0,6.0,3.0,,1.0,,,,,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,
10408543,home,Villarreal,Yéremy Pino,yeremy-pino,Y. Pino,M,172,6120,M,984624,EUR,1035072000,M,21,21,False,19.0,15.0,1.0,1.0,1.0,1.0,14.0,18.0,3.0,,,,61.0,36.0,6.6,11.0,0.0,0.0,0.0269975,0,,,,10,,,1.0,5.0,5.0,,2.0,,,1.0,1.0,2.0,3.0,,,,,,5.0,,,2.0,,,,,,,,,,,
