match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,player_gender,player_sofascoreId,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_totalCross,stat_outfielderBlock,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_unsuccessfulTouch,stat_goalAssist,stat_accurateCross,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_wonContest,stat_errorLeadToAGoal,stat_goodHighClaim,stat_bigChanceCreated
10411487,home,Inter,Samir Handanović,,,samir-handanovic,S. Handanović,G,193,1174,2949,EUR,458611200,G,1,1,False,True,24.0,23.0,1.0,23.0,23.0,1.0,10.0,1.0,1.0,90.0,35.0,6.2,1.0,0.0,0.0,8.378e-05,0,-1.4367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411487,home,Inter,Milan Škriniar,,,milan-skriniar,M. Škriniar,D,187,9818,187205,EUR,792460800,D,37,37,False,,82.0,77.0,6.0,61.0,61.0,21.0,3.0,,,90.0,91.0,6.9,5.0,0.074,0.0,0.0311786,1,,37,M,milanskriniar,4.0,16.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10411487,home,Inter,Francesco Acerbi,,,francesco-acerbi,F. Acerbi,D,192,5573,126816,EUR,571449600,D,15,15,False,,103.0,94.0,12.0,59.0,60.0,43.0,2.0,,,90.0,108.0,6.6,9.0,0.0654,0.0,0.030575,1,,15,M,,7.0,35.0,4.0,4.0,5.0,,1.0,,,,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,
10411487,home,Inter,Alessandro Bastoni,,,alessandro-bastoni,A. Bastoni,D,190,15274,826188,EUR,923961600,D,95,95,False,,56.0,43.0,7.0,26.0,29.0,29.0,6.0,,,81.0,70.0,7.1,15.0,0.0,0.0,0.0106343,0,,95,M,alessandrobastoni,3.0,17.0,1.0,,3.0,,,4.0,2.0,2.0,,,,,,2.0,1.0,,,,,,,,,,,,,,
10411487,home,Inter,Denzel Dumfries,,,denzel-dumfries,D. Dumfries,M,189,15021,759520,EUR,829785600,M,2,2,False,,20.0,16.0,2.0,8.0,10.0,12.0,2.0,,,81.0,39.0,6.1,13.0,0.1806,0.0,0.0247423,1,,2,M,ddumfries2,1.0,8.0,1.0,6.0,3.0,,,,,,2.0,,,1.0,1.0,2.0,,1.0,1.0,3.0,1.0,,,,,,,,,,
10411487,home,Inter,Nicolò Barella,,,nicolo-barella,N. Barella,M,175,21290,363856,EUR,855273600,M,23,23,False,,65.0,53.0,4.0,20.0,21.0,47.0,5.0,,,90.0,77.0,7.3,16.0,0.0242,0.0,0.110879,1,,23,M,nicolo_barella,2.0,34.0,,3.0,5.0,1.0,,,3.0,2.0,2.0,2.0,2.0,,,3.0,,,,1.0,1.0,1.0,1.0,,,,,,,,
10411487,home,Inter,Kristjan Asllani,,,kristjan-asllani,K. Asllani,M,179,5914,996820,EUR,1015632000,M,14,14,False,,52.0,50.0,5.0,29.0,30.0,22.0,4.0,,,77.0,62.0,6.7,4.0,0.0522,0.0,0.013383,2,,23,M,KristjanAsllani,3.0,21.0,,2.0,3.0,,1.0,,1.0,1.0,2.0,1.0,,,2.0,,,,1.0,,1.0,,,,,,,,,,
10411487,home,Inter,Hakan Çalhanoğlu,,,hakan-calhanoglu,H. Çalhanoğlu,M,178,32988,135700,EUR,760665600,M,20,20,False,,45.0,39.0,5.0,15.0,15.0,35.0,4.0,,,77.0,61.0,7.4,12.0,0.0897,0.0,0.217515,3,,20,M,HÇalhanoğlu,3.0,28.0,,2.0,1.0,1.0,,,1.0,1.0,,1.0,5.0,1.0,2.0,5.0,,,1.0,,4.0,,4.0,1.0,,,,,,,
10411487,home,Inter,Federico Dimarco,,,federico-dimarco,F. Dimarco,M,174,15308,284361,EUR,879120000,M,32,32,False,,27.0,15.0,4.0,2.0,3.0,28.0,2.0,,,88.0,43.0,6.9,16.0,0.2395,0.4135,0.14772,2,,32,M,dimarco32,1.0,15.0,,4.0,1.0,1.0,,1.0,,,1.0,,2.0,2.0,,4.0,,,1.0,1.0,,,2.0,,1.0,1.0,,,,,
10411487,home,Inter,Edin Džeko,,,edin-dzeko,E. Džeko,F,193,23224,14990,EUR,511401600,F,9,9,False,,16.0,13.0,,2.0,3.0,13.0,1.0,,,90.0,21.0,6.5,5.0,0.0,0.0,0.129185,0,,10,M,EDzeko,,11.0,1.0,3.0,1.0,,1.0,,,,,2.0,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,
10411487,home,Inter,Lautaro Martínez,,,lautaro-martinez,L. Martínez,F,175,122092,823984,EUR,872208000,F,10,10,False,,15.0,13.0,,5.0,5.0,10.0,2.0,,,90.0,32.0,7.0,6.0,0.0868,0.0252,0.0448507,2,,10,M,LautaroM,,8.0,2.0,9.0,8.0,,1.0,,,,4.0,3.0,2.0,2.0,1.0,,,1.0,2.0,3.0,,,,,1.0,,,2.0,,,
10411487,home,Inter,Henrikh Mkhitaryan,,,henrikh-mkhitaryan,H. Mkhitaryan,M,178,8680,37151,EUR,601344000,M,22,22,True,,12.0,11.0,1.0,2.0,2.0,11.0,2.0,,,13.0,16.0,6.8,2.0,0.0533,0.0,0.0137608,1,,22,M,micki_taryan,1.0,9.0,,,2.0,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
10411487,home,Inter,Joaquín Correa,,,joaquin-correa,J. Correa,F,188,5676,249929,EUR,776736000,F,11,11,True,,5.0,3.0,,1.0,1.0,4.0,2.0,,,13.0,6.0,6.5,3.0,0.0,0.0,0.00083896,0,,30,M,tucocorrea,,2.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
10411487,home,Inter,Robin Gosens,,,robin-gosens,R. Gosens,D,183,3165,377118,EUR,773366400,D,8,8,True,,3.0,2.0,,,,5.0,,,,9.0,9.0,6.8,4.0,0.0,0.0,0.00202861,0,,21,M,,,2.0,1.0,1.0,2.0,,,,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,
10411487,home,Inter,Raoul Bellanova,,,raoul-bellanova,R. Bellanova,M,188,2480,826185,EUR,958521600,D,12,12,True,,8.0,8.0,,4.0,4.0,5.0,,,,9.0,11.0,6.6,1.0,0.117,0.0,0.00061824,1,,16,M,,,4.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
10411487,home,Inter,Valentín Carboni,,,valentin-carboni,V. Carboni,M,185,7112,1153083,EUR,1109980800,M,45,45,True,,7.0,5.0,,1.0,1.0,6.0,2.0,,,9.0,8.0,6.6,2.0,0.0,0.0,0.0137341,0,,21,M,valencarboni,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411487,home,Inter,Nikolaos Botis,,,nikolaos-botis,N. Botis,G,196,448,1067198,EUR,1080691200,G,40,40,True,,,,,,,,,,,,,,,,0.0,,0,,31,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411487,home,Inter,André Onana,,,andre-onana,A. Onana,G,190,53850,787498,EUR,828403200,G,24,24,True,,,,,,,,,,,,,,,,0.0,,0,,24,M,AndréOnana24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411487,home,Inter,Stefan de Vrij,,,stefan-de-vrij,S. de Vrij,D,188,5674,91046,EUR,697248000,D,6,6,True,,,,,,,,,,,,,,,,0.0,,0,,6,M,Stefandevrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411487,home,Inter,Danilo D'Ambrosio,,,danilo-dambrosio,D. D'Ambrosio,D,180,548,107936,EUR,589766400,D,33,33,True,,,,,,,,,,,,,,,,0.0,,0,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411487,home,Inter,Mattia Zanotti,,,mattia-zanotti,M. Zanotti,D,177,531,1012175,EUR,1042243200,D,46,46,True,,,,,,,,,,,,,,,,0.0,,0,,46,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411487,home,Inter,Aleksandar Stanković,,,aleksandar-stankovic,A. Stanković,M,187,2746,1153957,EUR,1123027200,F,50,50,True,,,,,,,,,,,,,,,,0.0,,0,,25,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411487,home,Inter,Roberto Gagliardini,,,roberto-gagliardini,R. Gagliardini,M,188,567,287057,EUR,765676800,M,5,5,True,,,,,,,,,,,,,,,,0.0,,0,,63,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411487,home,Inter,Matteo Darmian,,,matteo-darmian,M. Darmian,M,182,3779,19352,EUR,628560000,D,36,36,True,,,,,,,,,,,,,,,,0.0,,0,,36,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
