match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_totalClearance,stat_wonTackle,captain,stat_aerialLost,stat_fouls,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_punches
11392883,home,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,marcinbulka1,889590,EUR,938995200,G,90,90,False,25.0,24.0,2.0,1.0,24.0,25.0,3.0,1.0,1.0,90.0,27.0,6.9,1.0,0.0,0.0,6.131e-05,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392883,home,Nice,Youcef Atal,youcef-atal,Y. Atal,D,20,176,9879,M,youcefatal,894238,EUR,832291200,D,20,20,False,38.0,36.0,2.0,2.0,24.0,25.0,10.0,,,89.0,71.0,7.7,10.0,0.0637,0.0,0.021258,2,,,,12.0,14.0,1.0,1.0,5.0,11.0,1.0,1.0,8.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,
11392883,home,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,,945217,EUR,946512000,D,6,6,False,99.0,92.0,4.0,2.0,71.0,75.0,8.0,,,90.0,115.0,7.2,8.0,0.022,0.0,0.0114182,1,,,,21.0,24.0,,1.0,4.0,5.0,3.0,1.0,2.0,2.0,,,1.0,,,2.0,,,,3.0,2.0,,,,,,,,
11392883,home,Nice,Dante,dante,Dante,D,4,188,1257,M,,3577,EUR,435283200,D,4,4,False,97.0,83.0,7.0,1.0,57.0,58.0,10.0,,,90.0,109.0,6.8,15.0,0.0162,0.0,0.0118316,1,,,,26.0,39.0,,3.0,5.0,6.0,1.0,1.0,,,,1.0,,,1.0,2.0,,1.0,,1.0,,True,1.0,2.0,,,,,
11392883,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,,906075,EUR,973468800,D,26,26,False,40.0,32.0,2.0,1.0,18.0,20.0,13.0,,,90.0,67.0,7.4,16.0,0.0349,0.0,0.0162371,2,,,,14.0,21.0,1.0,1.0,7.0,10.0,1.0,2.0,4.0,4.0,,1.0,1.0,,,3.0,2.0,2.0,,1.0,1.0,,4.0,,,,,,
11392883,home,Nice,Morgan Sanson,morgan-sanson,M. Sanson,M,8,182,499,M,,250133,EUR,777168000,M,11,11,False,39.0,28.0,5.0,2.0,14.0,18.0,1.0,,,90.0,64.0,7.4,24.0,0.4352,0.0,0.294303,5,,,,17.0,32.0,11.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,,1.0,,2.0,1.0,4.0,,,,,1.0,3.0,1.0,,,
11392883,home,Nice,Youssouf Ndayishimiye,youssouf-ndayishimiye,Y. Ndayishimiye,D,55,183,1788,M,,985934,EUR,909446400,M,55,55,False,54.0,46.0,1.0,,24.0,26.0,4.0,,,90.0,66.0,6.7,10.0,0.6287,0.0,0.0190116,2,,,,22.0,28.0,,4.0,1.0,7.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,,1.0,,
11392883,home,Nice,Khéphren Thuram,khephren-thuram,K. Thuram,M,19,191,11655,M,k_thuram,904832,EUR,985564800,M,19,19,False,45.0,39.0,3.0,1.0,16.0,17.0,6.0,,,83.0,59.0,7.4,6.0,0.0,0.0,0.0262465,0,,,,23.0,28.0,,,2.0,5.0,,,4.0,4.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,
11392883,home,Nice,Gaëtan Laborde,gaetan-laborde,G. Laborde,F,9,181,848,M,,149730,EUR,767923200,F,24,24,False,14.0,9.0,1.0,,4.0,6.0,4.0,,,69.0,27.0,7.3,11.0,0.0618,0.0355,0.0625977,2,,,,7.0,14.0,6.0,,2.0,2.0,1.0,,2.0,2.0,,1.0,,,,,1.0,,3.0,,,,,1.0,2.0,,,1.0,
11392883,home,Nice,Terem Moffi,terem-moffi,T. Moffi,F,29,188,3115,M,,894396,EUR,927590400,F,9,9,False,14.0,9.0,,,4.0,5.0,1.0,,,89.0,21.0,6.8,7.0,0.5919,0.605,0.00419129,3,,,,5.0,9.0,,1.0,3.0,3.0,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,1.0,2.0,,2.0,1.0,2.0,
11392883,home,Nice,Sofiane Diop,sofiane-diop,S. Diop,M,10,175,3842,M,,944164,EUR,960508800,F,10,10,False,30.0,27.0,1.0,1.0,8.0,9.0,6.0,,,83.0,50.0,7.3,12.0,0.0483,0.0477,0.518782,2,,,,21.0,27.0,6.0,,5.0,6.0,1.0,2.0,2.0,1.0,,,1.0,,,1.0,2.0,4.0,3.0,,,,1.0,,2.0,4.0,,1.0,
11392883,home,Nice,Badredine Bouanani,badredine-bouanani,B. Bouanani,M,27,177,10091,M,bouanani,1153265,EUR,1102464000,M,22,22,True,8.0,7.0,1.0,1.0,,,1.0,,,21.0,17.0,7.1,4.0,0.0429,0.0,0.036255,1,,Badredine Bouanani,,7.0,9.0,1.0,,1.0,3.0,,,2.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,,,1.0,,,,,
11392883,home,Nice,Hicham Boudaoui,hicham-boudaoui,H. Boudaoui,M,6,176,11417,M,hicham_boudaoui,985923,EUR,938044800,M,28,28,True,5.0,4.0,1.0,1.0,2.0,3.0,1.0,,,15.0,10.0,7.1,1.0,0.0,0.0,0.0107818,0,,,,2.0,2.0,,1.0,1.0,5.0,1.0,,,,,,,,1.0,2.0,,2.0,1.0,,2.0,,,,,,,,
11392883,home,Nice,Billal Brahimi,billal-brahimi,B. Brahimi,F,26,183,3117,M,,948250,EUR,952992000,F,14,14,True,3.0,3.0,,,3.0,3.0,1.0,,,15.0,7.0,6.3,4.0,0.0,0.0,7.336e-05,0,,,,,1.0,1.0,,2.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,
