match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_penaltyConceded,stat_fouls,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,captain,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_penaltyWon,stat_errorLeadToAGoal,stat_totalOffside
10390066,home,Olympique Lyonnais,Rémy Riou,,,remy-riou,R. Riou,G,1,189,112,M,13906,EUR,555206400,G,35,35,False,18.0,15.0,4.0,1.0,14.0,15.0,1.0,3.0,1.0,4.0,1.0,1.0,90.0,25.0,6.3,3.0,0.0,0.0,0.00015017,0,-0.0169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390066,home,Olympique Lyonnais,Malo Gusto,,,gusto-malo,M. Gusto,D,27,179,19313,M,996958,EUR,1053302400,D,27,27,False,56.0,52.0,1.0,,19.0,20.0,35.0,40.0,1.0,5.0,,,73.0,82.0,6.8,11.0,0.0,0.0,0.19735,0,,malogst,4.0,2.0,5.0,7.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10390066,home,Olympique Lyonnais,Thiago Mendes,,,thiago-mendes,T. Mendes,M,23,176,1626,M,329303,EUR,700617600,D,23,23,False,105.0,93.0,13.0,6.0,50.0,51.0,43.0,55.0,,8.0,,,90.0,112.0,6.8,14.0,0.0,0.0,0.0149027,0,,,1.0,,2.0,5.0,,,,1.0,2.0,,1.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,
10390066,home,Olympique Lyonnais,Castello Lukeba,,,castello-lukeba,C. Lukeba,D,23,184,2728,M,976421,EUR,1040083200,D,4,4,False,95.0,89.0,4.0,1.0,39.0,42.0,50.0,53.0,1.0,7.0,,,90.0,104.0,7.3,6.0,0.0,0.0,0.0309542,0,,,,,,4.0,,,,2.0,2.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,
10390066,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,78.0,75.0,2.0,1.0,27.0,28.0,48.0,52.0,4.0,1.0,,,90.0,103.0,7.2,9.0,0.3863,0.6048,0.030231,2,,tagliafico3,2.0,,5.0,3.0,,1.0,,3.0,1.0,1.0,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
10390066,home,Olympique Lyonnais,Lucas Paquetá,,,lucas-paqueta,L. Paquetá,M,20,180,63569,M,839981,EUR,872640000,M,10,10,False,71.0,61.0,6.0,5.0,29.0,31.0,32.0,40.0,1.0,7.0,,,86.0,88.0,7.9,13.0,0.2948,0.1624,0.693754,4,,Paqueta,,,6.0,5.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,
10390066,home,Olympique Lyonnais,Johann Lepenant,,,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,24,24,False,69.0,63.0,5.0,3.0,27.0,28.0,36.0,42.0,,4.0,,,73.0,79.0,6.7,9.0,0.0,0.0,0.106423,0,,,1.0,,7.0,4.0,3.0,1.0,,,4.0,2.0,1.0,,,1.0,,,,,,,,3.0,,,,,,,,,,,
10390066,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181,3233,M,343067,EUR,775872000,M,88,88,False,54.0,48.0,2.0,2.0,12.0,12.0,37.0,44.0,,1.0,,,63.0,59.0,7.2,8.0,0.0,0.0,0.275868,0,,,2.0,1.0,2.0,3.0,1.0,,,,1.0,1.0,,,3.0,,2.0,,1.0,,,,,,,1.0,,,,,,,,,
10390066,home,Olympique Lyonnais,Tetê,,,tete,Tetê,F,21,175,3978,M,980327,EUR,950572800,F,20,20,False,46.0,39.0,2.0,1.0,14.0,15.0,26.0,34.0,,6.0,,,86.0,63.0,8.6,15.0,0.7249,1.0995,0.0817505,3,,Tete,3.0,1.0,5.0,1.0,1.0,3.0,,2.0,1.0,1.0,3.0,,1.0,1.0,,,,1.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,,
10390066,home,Olympique Lyonnais,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176,9530,M,50070,EUR,675388800,F,91,91,False,25.0,18.0,,,2.0,2.0,16.0,25.0,1.0,3.0,,,90.0,40.0,7.4,12.0,0.6793,0.9381,0.0237366,3,,lacazettealex,2.0,,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,,,1.0,,,,1.0,,3.0,1.0,,,,,,,True,,,,,,
