match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_aerialWon,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_shotOffTarget,stat_challengeLost,stat_dispossessed,stat_accurateCross,stat_onTargetScoringAttempt,captain,stat_goals,stat_bigChanceMissed,stat_wasFouled,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_goodHighClaim,player_sofascoreId,stat_totalOffside
10408468,home,Elche,Édgar Badía,,,edgar-badia,É. Badía,G,13,181,194,M,811557,EUR,697852800,G,13,13,False,29.0,25.0,14.0,10.0,18.0,19.0,7.0,10.0,1.0,1.0,3.0,9.0,4.0,4.0,1.0,3.0,3.0,90.0,41.0,8.2,4.0,0.0,0.0,0.00110528,0,1.1456,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408468,home,Elche,Helibelton Palacios,,,helibelton-palacios,H. Palacios,D,13,181,376,M,329597,EUR,739584000,D,14,14,False,46.0,39.0,4.0,1.0,21.0,23.0,18.0,23.0,1.0,2.0,2.0,5.0,,,,,,90.0,58.0,7.3,7.0,0.0,0.0,0.0091968,0,,3.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10408468,home,Elche,Pedro Bigas,,,pedro-bigas,P. Bigas,D,6,180,322,M,141832,EUR,635040000,D,6,6,False,60.0,57.0,4.0,4.0,35.0,35.0,22.0,25.0,2.0,3.0,3.0,4.0,,,,,,84.0,70.0,7.5,3.0,0.0,0.0,0.00623725,0,,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10408468,home,Elche,Carlos Clerc,,,carlos-clerc,C. Clerc,D,18,182,71,M,192430,EUR,698630400,D,23,23,False,68.0,62.0,5.0,2.0,41.0,44.0,21.0,24.0,,2.0,7.0,5.0,,,,,,90.0,85.0,7.2,9.0,0.0,0.0,0.0255559,0,,2.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10408468,home,Elche,Tete Morente,,,tete-morente,T. Morente,F,15,180,435,M,605374,EUR,849657600,M,11,11,False,32.0,23.0,4.0,1.0,10.0,17.0,13.0,23.0,,5.0,3.0,8.0,,,,,,90.0,65.0,6.8,24.0,0.1932,0.0,0.0117532,4,,3.0,4.0,1.0,,1.0,1.0,2.0,1.0,1.0,3.0,,8.0,4.0,,,,,,,,,,,,,,
10408468,home,Elche,John Donald,John Donald,,john-nwankwo,J. Donald,D,18,185,201,M,1094758,EUR,969840000,M,26,26,False,36.0,35.0,1.0,,20.0,20.0,15.0,16.0,1.0,5.0,,4.0,,,,,,90.0,44.0,6.6,2.0,0.0,0.0,0.00457245,0,,1.0,,,2.0,,1.0,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,
10408468,home,Elche,Gerard Gumbau,,,gerard-gumbau,G. Gumbau,M,15,187,380,M,326471,EUR,787708800,M,20,20,False,51.0,43.0,10.0,6.0,19.0,20.0,26.0,36.0,,5.0,1.0,6.0,,,,,,90.0,70.0,7.9,12.0,0.1777,0.0588,0.253099,2,,7.0,2.0,2.0,,2.0,4.0,3.0,1.0,2.0,1.0,4.0,5.0,1.0,2.0,,2.0,1.0,,,,,,,,,,
10408468,home,Elche,Lautaro Blanco,,,lautaro-blanco,L. Blanco,D,3,176,1085,M,989865,EUR,919382400,M,2,2,False,25.0,20.0,4.0,,9.0,9.0,12.0,25.0,1.0,3.0,1.0,2.0,,,,,,67.0,46.0,6.8,17.0,0.0297,0.0591,0.112338,1,,1.0,1.0,1.0,,1.0,,1.0,,,2.0,2.0,9.0,,1.0,,1.0,1.0,,,,,,,,,,
10408468,home,Elche,Fidel,,,fidel,Fidel,F,10,179,132,M,116607,EUR,625449600,F,16,16,False,44.0,36.0,3.0,2.0,11.0,12.0,25.0,32.0,,4.0,1.0,4.0,,,,,,84.0,55.0,7.4,13.0,0.2071,0.627,0.0487951,1,,3.0,3.0,3.0,,,,2.0,,,2.0,,,,1.0,2.0,,1.0,True,1.0,,,,,,,,
10408468,home,Elche,Randy Nteka,,,randy-nteka,R. Nteka,F,11,190,949,M,932764,EUR,881366400,F,18,18,False,13.0,9.0,2.0,1.0,3.0,3.0,6.0,10.0,1.0,6.0,,2.0,,,,,,67.0,24.0,6.7,8.0,0.0233,0.0595,0.0689903,1,,3.0,4.0,3.0,,1.0,,1.0,,,,,,,1.0,3.0,,1.0,,,,,,,,,,
