match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_fouls,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_unsuccessfulTouch,captain,stat_hitWoodwork,stat_outfielderBlock,stat_wonContest,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_accurateCross
10408530,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,26.0,15.0,21.0,10.0,10.0,14.0,5.0,12.0,3.0,1.0,90.0,28.0,7.2,11.0,0.0,0.0,0.00110137,0,0.0782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408530,home,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175,13426,M,nahuelmolina_35,831799,EUR,891820800,D,16,16,False,55.0,46.0,3.0,3.0,29.0,31.0,17.0,27.0,8.0,,90.0,82.0,8.0,15.0,0.0364,0.0,0.503269,1,,1.0,3.0,1.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
10408530,home,Atlético Madrid,Axel Witsel,axel-witsel,A. Witsel,D,20,186,9808,M,axelwitsel28,35612,EUR,600566400,D,20,20,False,42.0,36.0,1.0,,29.0,31.0,7.0,11.0,4.0,,90.0,50.0,6.8,7.0,0.0,0.0,0.00203523,0,,,,,1.0,2.0,1.0,,,,,5.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
10408530,home,Atlético Madrid,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2630,M,,353130,EUR,803433600,D,22,22,False,42.0,36.0,12.0,7.0,24.0,26.0,12.0,16.0,4.0,,90.0,54.0,7.8,7.0,0.8472,0.8095,0.00550646,3,,,,1.0,4.0,2.0,4.0,,,,,6.0,,,,,,,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,
10408530,home,Atlético Madrid,Reinildo Mandava,reinildo-mandava,R. Mandava,D,17,180,11835,M,ReinildoMandava,831424,EUR,759110400,D,23,23,False,34.0,31.0,3.0,2.0,11.0,13.0,20.0,21.0,6.0,,90.0,60.0,7.2,6.0,0.0,0.0,0.0202883,0,,,,1.0,1.0,6.0,6.0,,1.0,,,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,,,,,,,1.0,,,,,,,
10408530,home,Atlético Madrid,Koke,koke,Koke,M,6,177,5822,M,Koke6,84539,EUR,694828800,M,6,6,False,63.0,60.0,2.0,2.0,26.0,27.0,34.0,36.0,5.0,,75.0,66.0,7.0,3.0,0.0564,0.0,0.0394762,1,,,,,,2.0,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,True,1.0,1.0,,,,
10408530,home,Atlético Madrid,Ángel Correa,angel-correa,Á. Correa,F,7,171,16959,M,angelcorrea32,316152,EUR,794707200,M,10,10,False,36.0,30.0,1.0,,8.0,10.0,22.0,28.0,4.0,,90.0,60.0,6.8,16.0,0.2425,0.6996,0.791946,2,,,2.0,1.0,,6.0,,1.0,4.0,1.0,,,2.0,,,,3.0,,,,,1.0,1.0,1.0,,3.0,,1.0,,,,,
10408530,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,M,14,14,False,32.0,29.0,2.0,2.0,12.0,12.0,17.0,22.0,4.0,,56.0,38.0,6.4,7.0,0.0,0.0,0.0293291,0,,,2.0,1.0,,3.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,
10408530,home,Atlético Madrid,Thomas Lemar,thomas-lemar,T. Lemar,M,11,170,3300,M,,191182,EUR,816134400,M,11,11,False,45.0,37.0,3.0,2.0,16.0,19.0,21.0,26.0,3.0,,59.0,53.0,6.5,12.0,0.0,0.0,0.0213884,0,,,,,,7.0,2.0,1.0,2.0,,,,,1.0,1.0,,,2.0,3.0,,,,,,,1.0,,,1.0,1.0,,,
10408530,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,100258,M,AGriez,85859,EUR,669513600,M,8,8,False,41.0,39.0,7.0,7.0,14.0,15.0,25.0,26.0,8.0,,56.0,54.0,9.5,3.0,0.5423,0.7686,0.332173,3,,1.0,,,2.0,1.0,5.0,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,,,,,,2.0,,1.0,,,,,,,,
