match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_goalAssist,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
10913532,home,Al-Fateh,Khalid Al-Ghannam,,,khalid-al-ghannam,K. Al-Ghannam,M,17,171.0,713,M,976538,EUR,973641600.0,M,19,19,True,8.0,8.0,,,2.0,2.0,6.0,6.0,1.0,,23.0,17.0,6.7,3.0,0,,,,3.0,5.0,,1.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,3.0,,,,,1.0,,,,
10913532,home,Al-Fateh,Mohammed Al-Fuhaid,,,mohammed-al-fuhaid,M. Al-Fuhaid,M,28,171.0,10,M,818616,EUR,631843200.0,M,14,14,True,13.0,13.0,,,4.0,4.0,9.0,9.0,1.0,,14.0,14.0,6.4,,0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,
10913532,home,Al-Fateh,Ayman Al-Khulaif,,,ayman-al-khulaif,A. Al-Khulaif,F,7,166.0,26,M,872594,EUR,864259200.0,F,7,7,True,10.0,8.0,1.0,,2.0,2.0,6.0,10.0,,,10.0,13.0,6.6,4.0,0,2.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,
10913532,home,Al-Fateh,Mustafa Malaika,,,mustafa-malaika,M. Malaika,G,1,184.0,41,M,818855,EUR,516931200.0,G,26,26,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913532,home,Al-Fateh,Masheal Al Hamdan,Masheal Al Hamdan,,masheal-al-hamdan,M. A. Hamdan,D,34,,1,M,1170504,EUR,,D,34,34,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913532,home,Al-Fateh,Hassan Al-Mohammed,Hassan Al-Mohammed,,hassan-al-mohammed,H. Al-Mohammed,M,15,177.0,11,M,1127771,EUR,902016000.0,M,15,15,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913532,home,Al-Fateh,Hussain Al Moqahwi,,,al-moqahwi-hussain,H. A. Moqahwi,M,,173.0,17,,792391,EUR,575164800.0,M,8,8,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913532,home,Al-Fateh,Hassan Al Salis,Hassan Al Salis,,hassan-al-salis,H. A. Salis,M,9,181.0,9,M,1066589,EUR,962755200.0,F,99,99,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913532,home,Al-Fateh,Ali Al-Jassem,Ali Salah Aljassem,,ali-salah-aljassem,A. Al-Jassem,F,17,167.0,6,M,1096522,EUR,984441600.0,M,77,77,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913532,away,Al Batin,Martín Campaña,,,martin-campana,M. Campaña,G,25,186.0,179,M,243045,EUR,612403200.0,G,25,25,False,25.0,13.0,20.0,8.0,5.0,7.0,8.0,18.0,15.0,,90.0,31.0,6.0,14.0,0,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,2.0,1.0,
10913532,away,Al Batin,Mohammed Naji,Mohammed,Naji,mohammed-naji,M. Naji,D,4,170.0,4,M,893173,EUR,751939200.0,D,3,3,False,43.0,33.0,7.0,2.0,21.0,26.0,12.0,17.0,8.0,,90.0,63.0,6.9,12.0,0,,1.0,3.0,5.0,8.0,1.0,,2.0,2.0,4.0,,5.0,2.0,,3.0,,,,,1.0,,,,,,,,,
10913532,away,Al Batin,Thibault Peyre,,,thibault-peyre,T. Peyre,D,23,182.0,18,M,252141,EUR,718070400.0,D,23,23,False,12.0,10.0,1.0,,10.0,11.0,,1.0,2.0,,61.0,23.0,6.7,2.0,0,,,,1.0,,,,,,5.0,1.0,4.0,,,2.0,,,,,,,,,,,,,,1.0
10913532,away,Al Batin,Maurício Antônio,,,mauricio-antonio,M. Antônio,D,13,183.0,71,M,583824,EUR,697334400.0,D,4,4,False,40.0,26.0,12.0,4.0,18.0,20.0,8.0,20.0,2.0,,90.0,54.0,6.9,15.0,0,,,1.0,2.0,4.0,1.0,,,,5.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,1.0,,,,,
10913532,away,Al Batin,Abdullah Al Yousif,,,abdullah-al-yousif,A. A. Yousif,D,13,175.0,9,M,892897,EUR,878083200.0,D,13,13,False,21.0,13.0,2.0,1.0,7.0,13.0,6.0,8.0,6.0,,90.0,39.0,5.6,12.0,0,,,,10.0,3.0,6.0,2.0,2.0,1.0,2.0,,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,
10913532,away,Al Batin,André Bukia,,,andre-bukia,A. Bukia,M,95,173.0,95,M,798904,EUR,794188800.0,M,11,11,False,27.0,18.0,4.0,1.0,8.0,11.0,11.0,19.0,7.0,,90.0,44.0,6.3,18.0,0,3.0,,,6.0,6.0,1.0,1.0,5.0,2.0,,,,,,1.0,1.0,,,,4.0,1.0,,,1.0,,,,,
10913532,away,Al Batin,Juan Pedroza,,,juan-pedroza,J. Pedroza,M,18,176.0,186,M,972585,EUR,923529600.0,M,8,8,False,29.0,23.0,2.0,,11.0,13.0,12.0,17.0,4.0,,90.0,42.0,6.7,9.0,0,1.0,1.0,1.0,6.0,5.0,2.0,,,,,2.0,3.0,3.0,3.0,3.0,,,,,1.0,,,,2.0,,,,,
10913532,away,Al Batin,Bassam Al-Hurayji,Mohammed Bassam Alhurayji,,bassam-al-hurayji,B. Al-Hurayji,D,66,175.0,126,M,1085357,EUR,954288000.0,M,6,6,False,30.0,25.0,2.0,,20.0,21.0,5.0,10.0,8.0,,90.0,54.0,7.3,8.0,0,1.0,1.0,,6.0,12.0,1.0,,3.0,1.0,2.0,,4.0,8.0,7.0,2.0,,,,,3.0,,,,,,,,,
10913532,away,Al Batin,Andrés Roa,,,andres-roa,A. Roa,F,,175.0,286,M,832707,EUR,738201600.0,M,10,10,False,27.0,21.0,5.0,2.0,9.0,10.0,12.0,21.0,8.0,,90.0,56.0,6.9,15.0,0,4.0,1.0,,6.0,13.0,1.0,,10.0,7.0,,,,3.0,2.0,1.0,,,,,3.0,,,,2.0,,,,,
10913532,away,Al Batin,Renzo López,,,renzo-lopez,R. López,F,31,190.0,440,M,926513,EUR,766454400.0,F,31,31,False,20.0,11.0,2.0,1.0,6.0,7.0,5.0,15.0,2.0,,90.0,31.0,6.7,15.0,2,2.0,6.0,2.0,8.0,4.0,,1.0,,,,,,2.0,,1.0,,,1.0,,,,1.0,,3.0,2.0,,,,
10913532,away,Al Batin,Yousef Al-Shammari,,,yousef-al-shammari,Y. Al-Shammari,F,7,170.0,52,M,917232,EUR,881625600.0,F,7,7,False,11.0,5.0,,,2.0,4.0,3.0,7.0,2.0,,89.0,26.0,6.9,8.0,2,,3.0,1.0,5.0,5.0,,,1.0,,1.0,1.0,2.0,,,2.0,,,1.0,,4.0,,,1.0,1.0,1.0,,,,
10913532,away,Al Batin,Rakan Shamlan,,,rakan-shamlan,R. Shamlan,M,70,175.0,13,M,948599,EUR,900374400.0,F,70,70,True,13.0,12.0,2.0,1.0,4.0,4.0,8.0,9.0,4.0,,29.0,24.0,7.1,3.0,1,,,,1.0,7.0,,1.0,2.0,2.0,,,,2.0,1.0,2.0,1.0,,,,3.0,,1.0,,,,,,,
10913532,away,Al Batin,Abdullah Al-Barrih,Abdullah Al-Barrih,,abdullah-al-barrih,A. Al-Barrih,M,10,178.0,1,M,1084261,EUR,868838400.0,M,21,21,True,1.0,,1.0,,,,,1.0,,,1.0,1.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913532,away,Al Batin,Yazan Jari,Yazan Jari,,yazan-jari,Y. Jari,G,,,2,M,1127141,EUR,963273600.0,G,30,30,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913532,away,Al Batin,Bader Alhwidy Alshammary,Bader Alhwidy Alshammary,,bader-alhwidy-alshammary,B. A. Alshammary,D,29,,2,M,1085356,EUR,,D,29,29,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913532,away,Al Batin,Yousef Fawaz,Yousef Fawaz,,yousef-fawaz,Y. Fawaz,M,77,173.0,9,M,1214204,EUR,1013644800.0,F,77,77,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913532,away,Al Batin,Nawaf Al-Sehimai,,,nawaf-al-sehimai,N. Al-Sehimai,M,94,169.0,1,M,923013,EUR,783993600.0,M,94,94,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913532,away,Al Batin,Yahya Al-Qarani,,,yahya-al-qarani,Y. Al-Qarani,M,15,162.0,1,M,949221,EUR,894240000.0,M,17,17,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913532,away,Al Batin,Tariq Al Mutairi,Tariq Al Mutairi,,tariq-al-mutairi,T. A. Mutairi,M,20,172.0,3,M,1168579,EUR,988243200.0,M,20,20,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913532,away,Al Batin,Abdulrahman Saad Al Dhafiri,Abdulrahman Saad,,abdulrahman-saad-al-dhafiri,A. S. A. Dhafiri,F,15,,2,M,1134413,EUR,,F,19,19,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
