match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_errorLeadToAShot,captain,stat_challengeLost,stat_penaltyWon,stat_bigChanceCreated,stat_outfielderBlock,stat_unsuccessfulTouch,stat_goals,stat_errorLeadToAGoal,stat_blockedScoringAttempt,stat_totalOffside,stat_shotOffTarget,stat_bigChanceMissed,stat_penaltyMiss,stat_accurateCross,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_penaltyConceded
12764344,home,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4784,M,marcinbulka1,889590,EUR,938995200,G,1,1,False,26.0,22.0,7.0,3.0,0.0,21.0,24.0,1.0,2.0,4.0,1.0,90.0,29.0,6.3,4.0,0.00039981,0,-0.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764344,home,Nice,Youssouf Ndayishimiye,youssouf-ndayishimiye,Y. Ndayishimiye,D,55,183,1812,M,,985934,EUR,909446400,D,55,55,False,73.0,58.0,3.0,,0.0,31.0,36.0,27.0,38.0,4.0,,90.0,87.0,7.1,18.0,0.0161177,1,,1.0,1.0,3.0,3.0,8.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0224,0.0423,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12764344,home,Nice,Moise Bombito,bombito-moise,M. Bombito,D,64,190,600,M,,1469180,EUR,954374400,D,64,64,False,73.0,66.0,4.0,2.0,0.0,42.0,45.0,24.0,28.0,7.0,,90.0,82.0,6.6,8.0,0.0951343,0,,,1.0,1.0,2.0,1.0,,,,4.0,1.0,,,,,,,,Moise Bombito,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12764344,home,Nice,Dante,dante,Dante,D,4,188,1231,M,,3577,EUR,435283200,D,4,4,False,58.0,50.0,6.0,1.0,0.0,32.0,34.0,18.0,25.0,9.0,,90.0,71.0,7.4,10.0,0.0448353,0,,1.0,1.0,5.0,6.0,9.0,,,,5.0,2.0,1.0,,3.0,4.0,,,1.0,,,1.0,,True,1.0,1.0,,,,,,,,,,,,,,,,,
12764344,home,Nice,Jonathan Clauss,jonathan-clauss,J. Clauss,M,92,178,2004,M,,821728,EUR,717379200,M,92,92,False,43.0,34.0,3.0,,0.0,11.0,13.0,23.0,38.0,8.0,,90.0,71.0,7.3,25.0,0.0323026,0,,8.0,2.0,1.0,2.0,1.0,,,,2.0,2.0,,,,,,,2.0,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,,
12764344,home,Nice,Pablo Rosario,pablo-rosario,P. Rosario,M,13,188,1205,M,,804472,EUR,852595200,M,8,8,False,53.0,47.0,3.0,1.0,0.0,24.0,24.0,23.0,30.0,3.0,,90.0,62.0,6.9,8.0,0.063387,1,,1.0,4.0,,4.0,3.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,0.1743,0.7137,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12764344,home,Nice,Tom Louchet,tom-louchet,T. Louchet,M,20,176,404,M,,1127313,EUR,1052006400,M,20,20,False,18.0,13.0,,,0.0,7.0,8.0,6.0,12.0,3.0,,68.0,30.0,6.2,12.0,0.00385282,1,,2.0,1.0,,6.0,1.0,2.0,,,,,1.0,1.0,,1.0,0.0218,,,,,2.0,,,,,,,1.0,,,1.0,,,,,,,,,,,
12764344,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,510,M,,906075,EUR,973468800,M,26,26,False,34.0,26.0,4.0,1.0,0.0,13.0,16.0,13.0,22.0,6.0,,90.0,54.0,7.1,14.0,0.0384893,0,,4.0,2.0,5.0,3.0,8.0,3.0,2.0,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
12764344,home,Nice,Badredine Bouanani,badredine-bouanani,B. Bouanani,M,27,177,10049,M,bouanani,1153265,EUR,1102464000,F,19,19,False,21.0,20.0,3.0,2.0,0.0,5.0,5.0,15.0,16.0,5.0,,68.0,42.0,7.2,10.0,0.0413314,2,,,1.0,,6.0,5.0,3.0,1.0,1.0,,,1.0,1.0,3.0,,0.0729,0.0525,1.0,Badredine Bouanani,,3.0,,,,,,,3.0,,,,,1.0,,,,,,,,,
12764344,home,Nice,Youssoufa Moukoko,youssoufa-moukoko,Y. Moukoko,F,9,179,11943,M,youssoufa_10,997006,EUR,1100908800,F,15,15,False,8.0,7.0,,,0.0,,,7.0,8.0,1.0,,74.0,16.0,6.4,4.0,0.0419021,1,,,,,2.0,2.0,2.0,1.0,,,1.0,1.0,,,,0.0841,,,,,1.0,,,,,,,1.0,,,,2.0,1.0,1.0,,,,,,,,
