match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_wonTackle,stat_totalCross,captain,stat_penaltyConceded,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_shotOffTarget,stat_penaltyWon,stat_lastManTackle,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_penaltyMiss
11450176,home,Adana Demirspor,Shahrudin Mahammadaliyev,,,sahrudin-mahammadaliyev,Ş. Mahammadaliev,G,1,185,5783,M,shahrudin1,813105,EUR,771379200,G,71,71,False,38.0,28.0,22.0,12.0,22.0,24.0,6.0,14.0,12.0,3.0,2.0,1.0,2.0,90.0,51.0,7.2,10.0,0.00065736,0,-0.7813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450176,home,Adana Demirspor,İsmail Çokçalış,,,ismail-cokcalis,İ. Çokçalış,D,16,176,32,M,,906050,EUR,961545600,D,2,2,False,22.0,19.0,1.0,1.0,14.0,14.0,5.0,8.0,1.0,,,,,90.0,39.0,6.8,6.0,0.309273,0,,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11450176,home,Adana Demirspor,Semih Güler,,,semih-guler,S. Güler,D,6,184,112,M,,325155,EUR,786153600,D,4,4,False,35.0,32.0,7.0,4.0,23.0,25.0,9.0,10.0,2.0,,,,,90.0,50.0,7.5,3.0,0.0147703,0,,2.0,3.0,3.0,5.0,,,6.0,,,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11450176,home,Adana Demirspor,Pape Abou Cissé,Pape,Abou Cissé,pape-abou-cisse,P. A. Cissé,D,,197,811,M,,790198,EUR,811036800,D,66,66,False,47.0,42.0,3.0,,36.0,39.0,6.0,8.0,1.0,,,,,90.0,58.0,7.1,5.0,0.00120109,0,,1.0,3.0,1.0,6.0,,,6.0,2.0,,,,2.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11450176,home,Adana Demirspor,Yusuf Erdoğan,,,yusuf-erdogan,Y. Erdoğan,M,10,172,204,M,,256663,EUR,713145600,D,32,32,False,28.0,20.0,6.0,4.0,13.0,19.0,7.0,15.0,6.0,,,,,90.0,60.0,6.5,21.0,0.00243375,0,,,,5.0,5.0,1.0,,1.0,2.0,2.0,,,,2.0,2.0,6.0,3.0,,6.0,,,,,,,,,,,,,,,,,
11450176,home,Adana Demirspor,Benjamin Stambouli,,,benjamin-stambouli,B. Stambouli,M,21,180,161,M,,105951,EUR,650505600,M,90,90,False,27.0,20.0,4.0,2.0,12.0,16.0,8.0,12.0,7.0,,,,,90.0,40.0,6.6,10.0,0.40147,0,,,2.0,5.0,4.0,2.0,1.0,4.0,1.0,1.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,True,1.0,,,,,,,,,,,,,,,
11450176,home,Adana Demirspor,Édouard Michut,,,edouard-michut,É. Michut,M,20,178,701,M,,1048011,EUR,1046736000,M,20,20,False,14.0,13.0,2.0,1.0,6.0,6.0,7.0,8.0,2.0,,,,,65.0,25.0,7.0,4.0,0.135655,0,,,1.0,6.0,7.0,1.0,2.0,,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11450176,home,Adana Demirspor,Yusuf Sarı,,,yusuf-sari,Y. Sarı,M,7,168,562,M,,896364,EUR,911520000,M,7,7,False,9.0,8.0,2.0,2.0,7.0,7.0,1.0,3.0,5.0,,,,,39.0,21.0,7.1,6.0,0.19358,1,,,1.0,2.0,2.0,,,,,2.0,1.0,,1.0,1.0,,2.0,,,1.0,,,1.0,1.0,1.0,0.0355,,,,,,,,,,,
11450176,home,Adana Demirspor,Emre Akbaba,,,emre-akbaba,E. Akbaba,M,8,180,414,M,,343527,EUR,718156800,M,8,8,False,30.0,20.0,2.0,,12.0,14.0,8.0,19.0,6.0,,,,,90.0,52.0,7.6,19.0,0.00608421,1,,,1.0,3.0,8.0,2.0,1.0,1.0,1.0,5.0,,1.0,3.0,2.0,,2.0,2.0,2.0,3.0,,,,,,0.9199,1.0,1.0,0.9162,,,,,,,,
11450176,home,Adana Demirspor,Babajide David Akintola,,,babajide-david-akintola,D. Babajide,M,11,178,297,M,,798676,EUR,821491200,M,11,11,False,23.0,20.0,,,13.0,14.0,8.0,10.0,3.0,,,,,90.0,40.0,7.1,9.0,0.0788322,2,,,1.0,7.0,3.0,1.0,2.0,1.0,,2.0,,1.0,1.0,,4.0,3.0,1.0,1.0,1.0,,,,,,0.4952,1.0,1.0,0.5672,1.0,1.0,,,,,,
