match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_accurateCross,stat_bigChanceMissed,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_punches,stat_hitWoodwork,player_sofascoreId
11450039,home,Çaykur Rizespor,Gökhan Akkan,gokhan-akkan,G. Akkan,G,22,188,109,M,225012,EUR,788918400,G,23,23,False,True,31.0,28.0,8.0,5.0,26.0,26.0,2.0,5.0,1.0,11.0,2.0,3.0,3.0,90.0,45.0,7.7,3.0,0.00026242,0,0.3051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450039,home,Çaykur Rizespor,Taha Şahin,taha-sahin,T. Şahin,D,37,178,238,M,1394729,EUR,972172800,D,37,37,False,,37.0,30.0,8.0,2.0,17.0,21.0,13.0,17.0,3.0,8.0,,,,90.0,62.0,7.5,11.0,0.0205392,2,,Taha Sahin,,1.0,1.0,6.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0716,,,,,,,,,,,,,,,,,,
11450039,home,Çaykur Rizespor,Husniddin Alikulov,alikulov-husniddin,H. Alikulov,D,2,186,2627,M,1121174,EUR,923184000,D,2,2,False,,30.0,23.0,6.0,1.0,22.0,23.0,1.0,7.0,7.0,3.0,,,,90.0,44.0,7.6,7.0,0.01795,0,,,,,3.0,5.0,1.0,,,,1.0,2.0,1.0,,,,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,
11450039,home,Çaykur Rizespor,Emirhan Topçu,emirhan-topcu,E. Topçu,D,53,188,2617,M,895009,EUR,971222400,D,53,53,False,,42.0,37.0,11.0,8.0,31.0,33.0,6.0,9.0,8.0,5.0,,,,90.0,60.0,8.5,8.0,0.212484,1,,,,,2.0,4.0,,,,1.0,2.0,2.0,2.0,3.0,,0.0099,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,
11450039,home,Çaykur Rizespor,Casper Højer,casper-hojer,C. Højer,D,5,183,148,M,281233,EUR,785289600,D,5,5,False,,16.0,15.0,,,10.0,11.0,6.0,10.0,2.0,2.0,,,,90.0,30.0,7.1,6.0,0.0272131,1,,,,5.0,5.0,2.0,,,,1.0,,1.0,1.0,1.0,1.0,0.029,3.0,,,2.0,2.0,,,1.0,,,,,,,,,,
11450039,home,Çaykur Rizespor,Babajide David Akintola,babajide-david-akintola,D. Babajide,M,11,178,297,M,798676,EUR,821491200,M,28,28,False,,22.0,18.0,3.0,2.0,10.0,11.0,8.0,11.0,2.0,8.0,,,,88.0,37.0,7.1,8.0,0.0249261,2,,,,,6.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,0.3041,4.0,4.0,,1.0,1.0,,,,1.0,,,,,,,,,
11450039,home,Çaykur Rizespor,Ibrahim Olawoyin,ibrahim-olawoyin,I. Olawoyin,M,10,178,461,M,1008173,EUR,880934400,M,10,10,False,,16.0,14.0,3.0,2.0,5.0,6.0,9.0,10.0,2.0,5.0,,,,90.0,30.0,7.4,6.0,0.296476,1,,,,,4.0,3.0,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,,0.0266,1.0,,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,,,,,
11450039,home,Çaykur Rizespor,Jonjo Shelvey,jonjo-shelvey,J. Shelvey,M,53,185,480,M,36465,EUR,699148800,M,6,6,False,,41.0,35.0,11.0,6.0,21.0,22.0,14.0,22.0,2.0,3.0,,,,89.0,54.0,7.2,13.0,0.0740635,1,,Jonjo,Shelvey,3.0,4.0,2.0,2.0,,,1.0,,2.0,2.0,1.0,,0.0131,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,
11450039,home,Çaykur Rizespor,Altin Zeqiri,zeqiri-altin,A. Zeqiri,M,77,185,141,M,991742,EUR,963878400,M,77,77,False,,13.0,6.0,2.0,1.0,3.0,6.0,3.0,7.0,,3.0,,,,70.0,23.0,8.6,10.0,0.0549459,3,,,,,1.0,2.0,,,,,,,,3.0,2.0,1.2158,,,,1.0,1.0,,,,,,2.0,1.0,2.0,1.6508,,,,
11450039,home,Çaykur Rizespor,Dal Varešanović,dal-varesanovic,D. Varešanović,M,53,177,341,M,979109,EUR,990576000,F,8,8,False,,16.0,13.0,1.0,1.0,6.0,8.0,7.0,8.0,,3.0,,,,88.0,26.0,6.6,7.0,0.0165833,1,,,,,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,0.0608,1.0,,,2.0,1.0,,,,,1.0,,,,,1.0,,,
11450039,home,Çaykur Rizespor,Martin Minchev,minchev-martin,M. Minchev,F,17,184,403,M,878699,EUR,987897600,F,89,89,False,,7.0,3.0,1.0,,2.0,2.0,1.0,6.0,,1.0,,,,70.0,17.0,6.4,6.0,0.0211973,2,,,,1.0,4.0,3.0,,,,1.0,1.0,2.0,,,1.0,0.3809,2.0,,,1.0,1.0,,,,1.0,1.0,1.0,,,0.4266,2.0,,,
11450039,home,Çaykur Rizespor,Gustavo Sauer,gustavo-sauer,Gustavo Sauer,M,7,181,393,M,904505,EUR,736128000,F,11,11,True,,2.0,2.0,,,,,2.0,3.0,,,,,,20.0,5.0,6.6,1.0,0.00281597,0,,,,1.0,1.0,2.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,
