match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,stat_dispossessed,stat_wasFouled,stat_goalAssist,stat_bigChanceCreated,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_errorLeadToAGoal,stat_clearanceOffLine
10408536,home,Sevilla,Bono,,,bono,Bono,G,37,195,54576,M,BonoY,360938,EUR,670809600,G,13,13,False,41.0,27.0,20.0,7.0,23.0,28.0,4.0,13.0,1.0,7.0,1.0,1.0,1.0,1.0,90.0,44.0,6.9,14.0,0.0,0.0,0.00146635,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408536,home,Sevilla,Tanguy Nianzou,,,tanguy-nianzou,T. Nianzou,D,5,192,1231,M,,1003007,EUR,1023408000,D,14,14,False,55.0,50.0,3.0,,21.0,21.0,29.0,34.0,1.0,2.0,,,,,90.0,60.0,6.6,5.0,0.0,0.0,0.0203373,0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10408536,home,Sevilla,Loïc Badé,,,loic-bade,L. Badé,D,5,191,3177,M,,1006489,EUR,955411200,D,22,22,False,62.0,58.0,5.0,3.0,41.0,41.0,17.0,21.0,2.0,6.0,,,,,90.0,69.0,7.1,4.0,0.0,0.0,0.0176004,0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10408536,home,Sevilla,Nemanja Gudelj,,,nemanja-gudelj,N. Gudelj,M,6,187,1647,M,,68332,EUR,690249600,D,6,6,False,78.0,76.0,4.0,3.0,39.0,39.0,37.0,39.0,3.0,6.0,,,,,90.0,89.0,7.5,2.0,0.0153,0.0,0.0391596,1,1.0,2.0,6.0,,,,,,2.0,1.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,
10408536,home,Sevilla,Jesús Navas,,,jesus-navas,J. Navas,D,16,170,1580,M,,11869,EUR,501379200,M,16,16,False,43.0,37.0,1.0,1.0,13.0,13.0,28.0,42.0,1.0,5.0,,,,,59.0,65.0,7.5,15.0,0.0,0.0,0.618412,0,1.0,1.0,2.0,,2.0,2.0,,2.0,,,,,,True,12.0,4.0,1.0,,,,,,,,,,,,,,
10408536,home,Sevilla,Fernando,,,fernando-reges,Fernando,M,5,183,1112,M,,41837,EUR,554169600,M,20,20,False,70.0,64.0,7.0,6.0,25.0,29.0,39.0,41.0,3.0,2.0,,,,,81.0,81.0,7.2,9.0,0.0,0.0,0.0485454,0,2.0,3.0,4.0,,,,,2.0,,,2.0,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,
10408536,home,Sevilla,Pape Gueye,,,pape-gueye,P. Gueye,M,18,187,36528,M,p.gueye24,879694,EUR,917136000,M,18,18,False,43.0,36.0,4.0,2.0,14.0,16.0,22.0,28.0,,2.0,,,,,90.0,68.0,7.9,14.0,0.2355,0.0,0.166215,3,2.0,8.0,11.0,,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,,1.0,,2.0,4.0,6.0,1.0,1.0,1.0,,,,,,,,,
10408536,home,Sevilla,Bryan Gil,,,bryan-gil,B. Gil,M,21,176,3585,M,bryan11gil,910026,EUR,981849600,M,25,25,False,46.0,40.0,1.0,,6.0,8.0,34.0,43.0,1.0,5.0,,,,,90.0,83.0,7.0,24.0,0.9822,0.99,0.0988505,2,,8.0,6.0,1.0,6.0,3.0,,1.0,1.0,,1.0,1.0,1.0,,5.0,,4.0,3.0,1.0,,,,1.0,1.0,1.0,,,,,,
10408536,home,Sevilla,Suso,,,suso,Suso,M,11,176,1350,M,,96370,EUR,753667200,F,7,7,False,41.0,40.0,,,5.0,5.0,36.0,42.0,,4.0,,,,,73.0,60.0,7.1,10.0,0.1343,0.1167,0.0695864,3,1.0,3.0,2.0,,,,,,,,,,,,6.0,1.0,2.0,2.0,2.0,,,,3.0,,,1.0,,,,,
10408536,home,Sevilla,Óliver Torres,,,oliver-torres,Ó. Torres,M,8,178,952,M,,231776,EUR,784425600,F,21,21,False,60.0,56.0,3.0,3.0,11.0,11.0,46.0,52.0,,4.0,,,,,82.0,74.0,7.1,11.0,0.0192,0.0,0.0857534,1,,6.0,3.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,2.0,,3.0,1.0,1.0,4.0,1.0,,,1.0,,,,1.0,,,,,
