match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_outfielderBlock,stat_lastManTackle,stat_errorLeadToAGoal,stat_keyPass,player_sofascoreId,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_dispossessed,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_goals,stat_bigChanceCreated
12764526,home,BSC Young Boys,David von Ballmoos,david-von-ballmoos,D. V. Ballmoos,G,16,192,118,M,242883,EUR,788745600,G,26,26,False,True,28.0,24.0,8.0,4.0,0.0,21.0,21.0,3.0,7.0,6.0,2.0,4.0,90.0,35.0,6.6,5.0,0.00103519,0,-1.1609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764526,home,BSC Young Boys,Zachary Athekame,zachary-athekame,Z. Athekame,D,24,180,1742,M,1409700,EUR,1102896000,D,24,24,False,,23.0,18.0,7.0,4.0,0.0,9.0,11.0,9.0,13.0,1.0,,,90.0,39.0,6.7,8.0,0.0502809,1,,,,1.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0349,,,,,,,,,,,,,,,,,,
12764526,home,BSC Young Boys,Mohamed Camara,mohamed-camara,M. Camara,D,5,191,2359,M,881038,EUR,872726400,D,13,13,False,,44.0,43.0,4.0,3.0,0.0,31.0,31.0,12.0,13.0,5.0,,,90.0,59.0,6.8,2.0,0.0235522,0,,Mohamed,Camara,,3.0,3.0,7.0,1.0,,4.0,2.0,3.0,3.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
12764526,home,BSC Young Boys,Tanguy Zoukrou,tanguy-zoukrou,T. Zoukrou,D,4,189,139,M,1133520,EUR,1052265600,D,4,4,False,,61.0,55.0,8.0,4.0,0.0,46.0,50.0,9.0,11.0,2.0,,,90.0,69.0,6.7,6.0,0.00772295,0,,Tanguy Zoukrou,,,2.0,1.0,4.0,,,2.0,2.0,,,,2.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
12764526,home,BSC Young Boys,Jaouen Hadjam,jaouen-hadjam,J. Hadjam,D,3,184,9146,M,1049534,EUR,1048636800,D,3,3,False,,42.0,34.0,7.0,5.0,0.0,23.0,26.0,11.0,17.0,8.0,,,63.0,52.0,6.8,11.0,0.00520898,1,,Jaouen Hadjam,,1.0,,1.0,4.0,1.0,,,,2.0,2.0,1.0,,,0.1009,,,,,,jaouen.h3,2.0,2.0,1.0,,,,,,,,,
12764526,home,BSC Young Boys,Cheikh Niasse,niasse-cheikh,C. Niasse,M,36,188,1388,M,972523,EUR,948240000,M,20,20,False,,25.0,20.0,5.0,3.0,0.0,11.0,13.0,9.0,12.0,2.0,,,45.0,33.0,6.5,8.0,0.00470743,0,,,,,1.0,3.0,6.0,,,,,1.0,,1.0,2.0,1.0,,,,,,,,2.0,2.0,,2.0,,,,,,,,
12764526,home,BSC Young Boys,Sandro Lauper,sandro-lauper,S. Lauper,D,30,185,108,M,801072,EUR,846201600,M,30,30,False,,40.0,37.0,4.0,4.0,0.0,19.0,20.0,18.0,20.0,5.0,,,90.0,52.0,6.8,4.0,0.0164831,0,,,,,1.0,3.0,2.0,1.0,,5.0,3.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
12764526,home,BSC Young Boys,Joël Monteiro,joel-monteiro,J. Monteiro,M,77,192,365,M,1065154,EUR,933811200,M,77,77,False,,19.0,8.0,2.0,1.0,0.0,6.0,11.0,2.0,8.0,5.0,,,83.0,33.0,6.7,15.0,0.00093142,0,,,,,3.0,7.0,9.0,2.0,,,2.0,6.0,4.0,2.0,,2.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,
12764526,home,BSC Young Boys,Filip Ugrinić,filip-ugrinic,F. Ugrinić,M,23,185,689,M,857482,EUR,915494400,M,7,7,False,,39.0,34.0,1.0,,0.0,20.0,21.0,15.0,22.0,6.0,,,90.0,61.0,7.4,11.0,0.147875,4,,,,4.0,,4.0,5.0,,2.0,,2.0,1.0,,,2.0,2.0,0.1271,,,,,3.0,,3.0,2.0,,2.0,1.0,2.0,0.0247,,,,,
12764526,home,BSC Young Boys,Ebrima Colley,colley-ebrima,E. Colley,F,11,179,640,M,928106,EUR,949363200,M,11,11,False,,18.0,14.0,3.0,3.0,0.0,5.0,7.0,9.0,14.0,,,,63.0,28.0,6.8,9.0,0.0533043,2,,,,3.0,,2.0,1.0,1.0,1.0,,,,,,1.0,,0.0542,,,,,1.0,,,,,1.0,,1.0,0.0278,,,,,
12764526,home,BSC Young Boys,Silvère Ganvoula,silvere-ganvoula,S. Ganvoula,F,35,191,746,M,787448,EUR,836006400,F,35,35,False,,7.0,3.0,,,0.0,2.0,5.0,1.0,3.0,1.0,,,83.0,21.0,6.9,9.0,0.00044729,2,,,,1.0,2.0,3.0,4.0,,,2.0,,,,3.0,1.0,2.0,0.2028,1.0,,,,,,1.0,1.0,,,,2.0,0.2329,1.0,,,,
12764526,home,BSC Young Boys,Meschack Elia,meschack-elia,M. Elia,F,12,173,23605,M,862078,EUR,870825600,F,15,15,True,,5.0,4.0,1.0,,0.0,2.0,2.0,2.0,5.0,,,,45.0,11.0,6.4,5.0,0.00170868,0,,,,2.0,,3.0,,,,,,,,1.0,,1.0,,1.0,,,,1.0,meschackelialina,,,,1.0,,,,3.0,,,,
12764526,home,BSC Young Boys,Abdu Conté,abdu-conte,A. Conté,D,5,183,136,M,851276,EUR,890697600,D,22,22,True,,7.0,4.0,2.0,,0.0,2.0,4.0,2.0,3.0,1.0,,,27.0,9.0,6.4,3.0,0.00051582,0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12764526,home,BSC Young Boys,Alan Virginius,alan-virginius,A. Virginius,F,7,175,548,M,1048014,EUR,1041552000,F,21,21,True,,,,,,0.0,,,,,,,,27.0,3.0,6.5,1.0,,1,,,,,,1.0,,,1.0,,,,,,,1.0,0.0331,,,,,,,,,,,,,,,,,,
12764526,home,BSC Young Boys,Darian Maleš,darian-males,D. Maleš,M,39,188,208,M,988277,EUR,988848000,M,39,39,True,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,2.0,,,,14.0,7.0,6.4,4.0,5.857e-05,0,,,,2.0,,1.0,2.0,,,,,2.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,
12764526,home,BSC Young Boys,Cédric Itten,cedric-itten,C. Itten,F,13,189,674,M,352290,EUR,851644800,F,9,9,True,,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,14.0,5.0,6.7,1.0,0.00110326,1,,,,,1.0,,1.0,,1.0,,,,,,,,0.039,,,,,,,,,,,,,,,,,,
12764526,home,BSC Young Boys,Marvin Keller,marvin-keller,M. Keller,G,1,187,238,M,1005744,EUR,1017792000,G,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764526,home,BSC Young Boys,Dario Marzino,dario-marzino,D. Marzino,G,40,184,26,M,797687,EUR,843091200,G,40,40,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764526,home,BSC Young Boys,Lewin Blum,lewin-blum,L. Blum,D,27,181,164,M,966670,EUR,996192000,D,27,27,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
