match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_bigChanceMissed,stat_wasFouled,stat_totalCross,stat_fouls,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_goals,stat_totalOffside,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12441746,home,PEC Zwolle,Dylan Vente,dylan-vente,D. Vente,F,9,181,657,M,825843,EUR,926208000,F,9,9,False,30.0,23.0,2.0,1.0,0.0,7.0,7.0,16.0,23.0,,,,,,90.0,39.0,8.0,11.0,0.0277521,2,,,,5.0,10.0,4.0,,2.0,1.0,,,1.0,,,1.0,,1.0,0.2085,,3.0,,,,2.0,,,2.0,0.6236,,,2.0,,,,
12441746,home,PEC Zwolle,Odysseus Velanas,odysseus-velanas,O. Velanas,M,18,180,83,M,846003,EUR,897004800,M,18,18,True,,,,,0.0,,,,,,,,,,1.0,,,,,0,,Odysseus,Velanas,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
12441746,home,PEC Zwolle,Kenneth Vermeer,kenneth-vermeer,K. Vermeer,G,,182,115,M,9874,EUR,505699200,G,25,25,True,,,,,,,,,,,,,,,,,,,,0,,Kenneth,Vermeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441746,home,PEC Zwolle,Duke Verduin,duke-verduin,D. Verduin,G,41,195,34,M,1394059,EUR,1067472000,G,41,41,True,,,,,,,,,,,,,,,,,,,,0,,Duke Verduin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441746,home,PEC Zwolle,Eliano Reijnders,eliano-reijnders,E. Reijnders,D,2,168,8068,M,960112,EUR,972259200,M,23,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eliano.r,,
12441746,home,PEC Zwolle,Thierry Lutonda,thierry-lutonda,T. Lutonda,D,5,167,113,M,867246,EUR,972604800,D,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441746,home,PEC Zwolle,Nick Fichtinger,fichtinger-nick,N. Fichtinger,M,34,178,50,M,1509752,EUR,1081209600,M,34,34,True,,,,,,,,,,,,,,,,,,,,0,,Nick,Fichtinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441746,home,PEC Zwolle,Mohamed Oukhattou,oukhattou-mohamed,M. Oukhattou,M,37,180,175,M,1424797,EUR,1106352000,M,37,37,True,,,,,,,,,,,,,,,,,,,,0,,Mohamed Oukhattou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441746,home,PEC Zwolle,Ryan Thomas,ryan-thomas,R. Thomas,M,30,174,138,M,333571,EUR,787881600,M,30,30,True,,,,,,,,,,,,,,,,,,,,0,,Ryan,Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441746,home,PEC Zwolle,Kaj de Rooij,kaj-de-rooij,K. d. Rooij,F,22,184,124,M,927605,EUR,975110400,F,22,22,True,,,,,,,,,,,,,,,,,,,,0,,Kaj,de Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441746,home,PEC Zwolle,Thomas Buitink,thomas-buitink,T. Buitink,F,29,174,85,M,856736,EUR,960940800,F,29,29,True,,,,,,,,,,,,,,,,,,,,0,,Thomas,Buitink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441746,home,PEC Zwolle,Braydon Manu,braydon-manu,B. Manu,F,37,170,211,M,844625,EUR,859507200,F,77,77,True,,,,,,,,,,,,,,,,,,,,0,,Braydon,Manu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441746,away,FC Utrecht,Vasilis Barkas,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,33.0,20.0,18.0,6.0,0.0,18.0,23.0,2.0,10.0,6.0,,1.0,1.0,3.0,90.0,41.0,6.2,13.0,0.00063093,0,-2.017,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
12441746,away,FC Utrecht,Alonzo Engwanda,alonzo-engwanda,A. Engwanda,M,27,173,362,M,1000548,EUR,1043625600,D,27,27,False,45.0,31.0,3.0,1.0,0.0,19.0,25.0,13.0,23.0,5.0,,,,,90.0,79.0,6.9,19.0,0.0598911,1,,,,1.0,2.0,11.0,,,1.0,,,5.0,,3.0,7.0,7.0,,0.0276,1.0,4.0,,,3.0,,1.0,1.0,,,,,,,,,
12441746,away,FC Utrecht,Matisse Didden,matisse-didden,M. Didden,D,40,198,170,M,996992,EUR,1002499200,D,40,40,False,53.0,45.0,8.0,3.0,0.0,39.0,41.0,6.0,12.0,3.0,1.0,,,,73.0,61.0,6.0,9.0,0.0345742,0,,,,1.0,2.0,3.0,1.0,,,,,4.0,1.0,,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,
12441746,away,FC Utrecht,Nick Viergever,nick-viergever,N. Viergever,D,24,182,150,M,46900,EUR,618105600,D,24,24,False,56.0,45.0,10.0,4.0,0.0,32.0,35.0,13.0,21.0,1.0,,,,,90.0,65.0,7.0,11.0,0.00803401,1,,,,2.0,4.0,2.0,1.0,,,,,4.0,1.0,,2.0,1.0,,0.8383,,,,,,1.0,,,1.0,0.9937,True,,1.0,,,,
12441746,away,FC Utrecht,Souffian El Karouani,souffian-el-karouani,S. El Karouani,D,16,178,3591,M,991679,EUR,971913600,D,16,16,False,27.0,23.0,4.0,1.0,0.0,16.0,17.0,8.0,15.0,3.0,,,,,90.0,57.0,6.2,15.0,0.0517632,1,,,,1.0,7.0,4.0,1.0,,1.0,,,3.0,,1.0,1.0,1.0,3.0,0.0279,,1.0,,2.0,5.0,5.0,1.0,,1.0,0.0687,,,,,,,
12441746,away,FC Utrecht,Oscar Fraulo,oscar-fraulo,O. Fraulo,M,29,180,841,M,1008245,EUR,1070668800,M,6,6,False,35.0,28.0,3.0,1.0,0.0,12.0,14.0,16.0,21.0,6.0,,,,,89.0,60.0,7.0,14.0,0.0849248,4,,,,,11.0,7.0,3.0,4.0,2.0,,,4.0,,,2.0,1.0,1.0,0.3499,1.0,3.0,,2.0,,3.0,,3.0,1.0,0.5567,,,1.0,1.0,,,
12441746,away,FC Utrecht,Zidane Iqbal,zidane-iqbal,Z. Iqbal,M,14,180,7223,M,1014225,EUR,1051401600,M,14,14,False,14.0,12.0,,,0.0,11.0,12.0,1.0,2.0,1.0,,,,,45.0,17.0,6.3,4.0,0.00046352,0,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,zidaneiqbal,,
12441746,away,FC Utrecht,Anthony Descotte,descotte-anthony,A. Descotte,F,99,179,246,M,1008697,EUR,1059868800,M,19,19,False,20.0,17.0,1.0,1.0,0.0,9.0,10.0,8.0,10.0,3.0,,,,,79.0,34.0,6.7,9.0,0.0168836,1,,,,,5.0,4.0,2.0,1.0,2.0,1.0,,,,1.0,2.0,,4.0,0.0278,,,,1.0,,1.0,,,1.0,0.1596,,,1.0,,,,
12441746,away,FC Utrecht,Paxten Aaronson,paxten-aaronson,P. Aaronson,M,31,175,898,M,1035515,EUR,1061856000,M,21,21,False,23.0,16.0,,,0.0,7.0,9.0,11.0,19.0,4.0,,,,,90.0,47.0,7.1,12.0,0.155506,2,,Paxten Aaronson,,1.0,4.0,8.0,2.0,,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,2.0,0.5488,3.0,,2.0,1.0,5.0,1.0,2.0,,2.0,0.5712,,,,,,,
12441746,away,FC Utrecht,Yoann Cathline,cathline-yoann,Y. Cathline,M,10,176,517,M,1105700,EUR,1027296000,M,20,20,False,12.0,9.0,,,0.0,1.0,3.0,11.0,15.0,6.0,,,,,90.0,47.0,7.1,19.0,0.36881,2,,,,,7.0,8.0,,4.0,7.0,4.0,1.0,1.0,,,1.0,1.0,5.0,0.2269,2.0,,,3.0,6.0,,3.0,,1.0,0.0313,,2.0,,,,,
12441746,away,FC Utrecht,Sébastien Haller,sebastien-haller,S. Haller,F,91,190,47139,M,149731,EUR,772243200,F,91,91,False,18.0,14.0,,,0.0,5.0,5.0,9.0,13.0,4.0,,,,,72.0,33.0,6.9,11.0,0.0597384,2,,,,5.0,7.0,8.0,,2.0,,,,2.0,,,,,4.0,0.1493,1.0,6.0,,2.0,,,,2.0,,,,,,,SebHaller,,
12441746,away,FC Utrecht,Victor Jensen,victor-jensen,V. Jensen,M,7,175,409,M,856648,EUR,949968000,M,7,7,True,16.0,11.0,1.0,1.0,2.0,5.0,5.0,6.0,11.0,1.0,,,,,45.0,20.0,7.4,7.0,0.158607,1,,,,3.0,3.0,1.0,,,,,,,,,,,2.0,0.3745,2.0,1.0,1.0,1.0,,,,,1.0,0.1295,,1.0,,,,,
12441746,away,FC Utrecht,David Min,david-min,D. Min,F,9,194,359,M,966429,EUR,930096000,F,9,9,True,4.0,2.0,,,0.0,,,2.0,4.0,2.0,,,,,18.0,9.0,7.1,2.0,0.00252573,2,,,,1.0,2.0,3.0,,,1.0,1.0,,,,,,,,0.0718,,1.0,,1.0,,1.0,,1.0,1.0,0.1545,,,,,,,
12441746,away,FC Utrecht,Siebe Horemans,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,True,9.0,9.0,1.0,1.0,0.0,6.0,6.0,4.0,6.0,1.0,,,,,17.0,14.0,6.8,2.0,0.0372111,0,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,1.0,,,,3.0,,1.0,,,,,,,,,,
12441746,away,FC Utrecht,Adrian Blake,blake-adrian,A. Blake,F,10,170,323,M,1214695,EUR,1121385600,F,15,15,True,4.0,3.0,,,0.0,,,3.0,4.0,1.0,,,,,11.0,6.0,7.1,2.0,0.173795,0,,Adrian Blake,,,,1.0,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,
12441746,away,FC Utrecht,Jens Toornstra,jens-toornstra,J. Toornstra,M,18,178,203,M,99960,EUR,607651200,M,18,18,True,,,,,0.0,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441746,away,FC Utrecht,Tom de Graaff,tom-de-graaff,T. d. Graaff,G,16,193,177,M,1145525,EUR,1102636800,G,32,32,True,,,,,,,,,,,,,,,,,,,,0,,Tom,de Graaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441746,away,FC Utrecht,Michael Brouwer,michael-brouwer,M. Brouwer,G,25,187,75,M,252027,EUR,727574400,G,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441746,away,FC Utrecht,Joshua Mukeh,joshua-mukeh,J. Mukeh,D,2,187,54,M,1100603,EUR,1045526400,D,44,44,True,,,,,,,,,,,,,,,,,,,,0,,Joshua Mukeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441746,away,FC Utrecht,Kolbeinn Finnsson,kolbeinn-finnsson,K. Finnsson,D,5,181,95,M,797522,EUR,935539200,D,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441746,away,FC Utrecht,Miliano Jonathans,jonathans-miliano,M. Jonathans,M,26,178,5668,M,1211982,EUR,1081123200,M,26,26,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
