match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_dispossessed,stat_interceptionWon,captain,stat_challengeLost,stat_accurateCross,stat_wonContest,stat_keyPass,stat_shotOffTarget,player_sofascoreId,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_bigChanceCreated,stat_goals
10385410,home,Bournemouth,Mark Travers,,,mark-travers,M. Travers,G,12,191,619,M,856720,EUR,926985600,G,1,1,False,28.0,27.0,3.0,2.0,26.0,26.0,1.0,2.0,1.0,1.0,3.0,9.0,2.0,4.0,2.0,90.0,42.0,6.9,1.0,0.0,0.0,0.00063027,0,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385410,home,Bournemouth,Adam Smith,,,adam-smith,A. Smith,D,15,180,494,M,44566,EUR,672883200,D,15,15,False,42.0,31.0,9.0,5.0,14.0,17.0,17.0,31.0,,4.0,,3.0,,,,90.0,73.0,6.6,21.0,0.0,0.0,0.0328838,0,,6.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10385410,home,Bournemouth,Marcos Senesi,,,marcos-senesi,M. Senesi,D,5,184,5596,M,830659,EUR,863222400,D,25,25,False,88.0,72.0,16.0,8.0,60.0,69.0,12.0,19.0,,2.0,2.0,12.0,,,,90.0,98.0,6.5,17.0,0.0,0.0,0.0039251,0,,,,4.0,,,2.0,2.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
10385410,home,Bournemouth,Lloyd Kelly,,,lloyd-kelly,L. Kelly,D,6,191,3053,M,865167,EUR,907632000,D,5,5,False,77.0,66.0,18.0,10.0,48.0,50.0,18.0,27.0,3.0,3.0,3.0,6.0,,,,90.0,90.0,6.8,13.0,0.0,0.0,0.0396243,0,,,1.0,3.0,,1.0,,,,,2.0,,2.0,True,,,,,,,,,,,,,,,,
10385410,home,Bournemouth,Jordan Zemura,,,jordan-zemura,J. Zemura,D,33,173,795,M,964119,EUR,942537600,D,33,33,False,30.0,17.0,4.0,2.0,6.0,11.0,11.0,19.0,1.0,1.0,,5.0,,,,70.0,55.0,5.7,21.0,0.0,0.0,0.0115753,0,,,1.0,7.0,1.0,1.0,,,3.0,,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,
10385410,home,Bournemouth,Jaidon Anthony,,,jaidon-anthony,J. Anthony,M,11,177,1095,M,1020680,EUR,944006400,M,32,32,False,41.0,32.0,3.0,1.0,13.0,18.0,22.0,32.0,,8.0,,2.0,,,,80.0,72.0,6.5,20.0,0.0,0.0,0.102492,0,,9.0,2.0,6.0,6.0,,5.0,2.0,2.0,,1.0,,,,,3.0,3.0,1.0,,,,,,,,,,,,
10385410,home,Bournemouth,Lewis Cook,,,lewis-cook,L. Cook,M,4,175,895,M,548188,EUR,854928000,M,4,4,False,34.0,24.0,5.0,2.0,12.0,14.0,12.0,21.0,1.0,5.0,,3.0,,,,80.0,45.0,6.8,12.0,0.059,0.0,0.00914489,1,,1.0,,1.0,,,3.0,2.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,
10385410,home,Bournemouth,Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,179,5444,M,355796,EUR,783043200,M,8,8,False,38.0,24.0,2.0,,14.0,20.0,11.0,19.0,2.0,9.0,3.0,9.0,,,,90.0,61.0,6.6,19.0,0.0,0.0,0.0912203,0,,1.0,2.0,9.0,4.0,1.0,3.0,1.0,,2.0,2.0,3.0,2.0,,,1.0,2.0,,,jeffersonlerma,,,,,,,,,,
10385410,home,Bournemouth,Philip Billing,,,philip-billing,P. Billing,M,8,193,1790,M,548660,EUR,834451200,M,29,29,False,8.0,4.0,1.0,,1.0,2.0,3.0,6.0,,1.0,,2.0,,,,38.0,11.0,6.3,4.0,0.0,0.0,0.0015744,0,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
10385410,home,Bournemouth,Dominic Solanke,,,dominic-solanke,D. Solanke,F,19,186,11267,M,361420,EUR,874195200,F,9,9,False,16.0,10.0,1.0,,1.0,3.0,9.0,13.0,,7.0,3.0,4.0,,,,90.0,41.0,6.1,17.0,0.1864,0.3094,0.0103351,2,,,3.0,13.0,6.0,,1.0,,4.0,3.0,2.0,4.0,,,1.0,,3.0,1.0,,Dom_Solanke,1.0,1.0,1.0,,,,,,,
