match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_wonTackle,stat_challengeLost,stat_shotOffTarget,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_punches
10408323,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,True,20.0,15.0,7.0,2.0,14.0,15.0,1.0,5.0,2.0,1.0,1.0,90.0,22.0,7.1,5.0,0.0,0.0,0.00011861,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408323,home,Atlético Madrid,José María Giménez,jose-maria-gimenez,J. M. Giménez,D,2,185,5874,M,JoseMaGimenez13,325355,EUR,790560000,D,2,2,False,,73.0,66.0,9.0,6.0,42.0,45.0,24.0,28.0,5.0,,,90.0,83.0,7.4,8.0,0.0,0.0,0.0146468,0,,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10408323,home,Atlético Madrid,Stefan Savić,stefan-savic,S. Savić,D,15,186,1712,M,,76265,EUR,663292800,D,15,15,False,,92.0,85.0,4.0,2.0,61.0,63.0,24.0,29.0,5.0,,,90.0,102.0,7.3,8.0,0.0,0.0,0.00874772,0,,1.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
10408323,home,Atlético Madrid,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2630,M,,353130,EUR,803433600,D,22,22,False,,47.0,42.0,6.0,2.0,28.0,28.0,14.0,19.0,3.0,,,53.0,60.0,5.9,5.0,0.0164,0.0,0.0126777,1,,3.0,4.0,4.0,1.0,,,,1.0,3.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,
10408323,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,M,14,14,False,,44.0,38.0,2.0,1.0,22.0,26.0,17.0,20.0,8.0,,,90.0,69.0,7.4,10.0,0.0,0.0,0.275361,0,,,3.0,7.0,,,5.0,,1.0,1.0,1.0,,,,3.0,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,
10408323,home,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181,6589,M,PBarrios,1142588,EUR,1055635200,M,34,34,False,,56.0,50.0,2.0,1.0,23.0,26.0,27.0,33.0,5.0,,,79.0,67.0,6.9,11.0,0.0,0.0,0.0544953,0,,1.0,2.0,3.0,,1.0,1.0,2.0,1.0,1.0,2.0,,,,,1.0,,3.0,,,,,,,,,,,,,
10408323,home,Atlético Madrid,Geoffrey Kondogbia,geoffrey-kondogbia,G. Kondogbia,M,19,188,2269,M,,96544,EUR,729734400,M,4,4,False,,63.0,59.0,1.0,1.0,27.0,31.0,32.0,32.0,9.0,,,90.0,77.0,7.1,6.0,0.0997,0.0,0.0264215,2,,1.0,3.0,7.0,,2.0,2.0,,4.0,1.0,,,,,1.0,,2.0,,,2.0,,,,,,,,,,,
10408323,home,Atlético Madrid,Yannick Carrasco,yannick-carrasco,Y. Carrasco,F,10,180,4728,M,yannickferreiracarrasco,182001,EUR,747100800,M,21,21,False,,16.0,14.0,1.0,,7.0,7.0,7.0,11.0,4.0,,,57.0,26.0,6.6,6.0,0.0299,0.0,0.0908548,1,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,1.0,2.0,,1.0,,,,,,,,,,,
10408323,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,100258,M,AGriez,85859,EUR,669513600,F,8,8,False,,45.0,37.0,1.0,1.0,8.0,8.0,30.0,42.0,6.0,,,79.0,70.0,8.1,14.0,0.3738,0.0,0.613355,4,,1.0,3.0,5.0,2.0,,3.0,,1.0,1.0,4.0,,,,2.0,,3.0,5.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,
10408323,home,Atlético Madrid,João Félix,joao-felix,J. Félix,F,79,181,127180,M,JFélix,851671,EUR,942192000,F,7,7,False,,31.0,26.0,3.0,1.0,8.0,11.0,18.0,20.0,2.0,,,66.0,50.0,7.9,10.0,0.9619,1.0675,0.0735359,6,,,5.0,5.0,1.0,,3.0,,1.0,1.0,1.0,,,,1.0,,1.0,,,2.0,3.0,1.0,,1.0,,2.0,,3.0,1.0,,
