match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,length,injury,playerName,rescinded,reason,confirmed
13981541,FT,1.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
13981541,,1.0,3.0,,90,3.0,,1,,,goal,330195350.0,True,regular,1424353.0,Francesco Folino,,,,,,
13981541,,,,,90,0.0,,1,,,injuryTime,,,,,,4.0,,,,,
13981541,,,,,85,,,6,,,substitution,125175751.0,False,regular,,,,False,,,,
13981541,,,,,84,,,7,,,card,124373566.0,False,yellow,1128530.0,Neil El Aynaoui,,,Neil El Aynaoui,False,,
13981541,,,,,82,,,9,,,card,124373545.0,True,yellow,1000366.0,Warren Bondo,,,Warren Bondo,False,Foul,
13981541,,,,,80,,,11,,,substitution,125175670.0,False,regular,,,,False,,,,
13981541,,,,,80,,,11,,,substitution,125175669.0,True,regular,,,,False,,,,
13981541,,,,,80,,,11,,,substitution,125175668.0,True,regular,,,,False,,,,
13981541,,,,,70,,,21,,,substitution,125175520.0,True,regular,,,,False,,,,
13981541,,0.0,3.0,,69,,,22,,,goal,330191625.0,False,regular,1134200.0,Wesley,,,,,,
13981541,,0.0,2.0,,64,,,27,,,goal,330190939.0,False,regular,999231.0,Evan Ferguson,,,,,,
13981541,,,,,60,,,31,,,substitution,125175386.0,False,regular,,,,False,,,,
13981541,,,,,60,,,31,,,substitution,125175370.0,False,regular,,,,False,,,,
13981541,,,,,57,,,34,,,substitution,125175333.0,True,injury,,,,True,,,,
13981541,,,,,57,,,34,,,substitution,125175312.0,True,regular,,,,False,,,,
13981541,,,,,46,,,45,,,substitution,125175192.0,False,regular,,,,False,,,,
13981541,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
13981541,,,,,45,4.0,,1,,,varDecision,91820.0,True,penaltyAwarded,993389.0,Tommaso Barbieri,,,,,,False
13981541,,,,,45,,,1,,,card,124372837.0,False,yellow,1499991.0,Jan Ziółkowski,,,Jan Ziółkowski,False,Foul,
13981541,,,,,45,0.0,,1,,,injuryTime,,,,,,2.0,,,,,
13981541,,,,,32,,,14,,,card,124372671.0,True,yellow,895592.0,Martín Payero,,,Martín Payero,False,Argument,
13981541,,,,,29,,,17,,,varDecision,91813.0,False,goalAwarded,555540.0,Lorenzo Pellegrini,,,,,,False
13981541,,0.0,1.0,,17,,,29,,,goal,330183196.0,False,regular,1082406.0,Matías Soulé,,,,,,
13981541,,,,,-5,,,6,,,card,124373280.0,False,red,,,,,Gian Piero Gasperini,False,Argument,
13981541,,,,,-5,,,6,,,card,124373279.0,False,yellow,,,,,Gian Piero Gasperini,False,Argument,
