match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_totalContest,stat_wonContest,player_sofascoreId,stat_accurateCross,stat_blockedScoringAttempt,stat_goals,stat_totalKeeperSweeper,stat_shotOffTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside
12764319,home,Athletic Club,Julen Agirrezabala,,,julen-agirrezabala,J. Agirrezabala,G,25,187,1101,M,1014412,EUR,977788800,G,13,13,False,31.0,24.0,16.0,9.0,0.0,17.0,17.0,7.0,14.0,2.0,6.0,1.0,6.0,6.0,1.0,90.0,43.0,8.7,7.0,0.00141268,0,1.2794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764319,home,Athletic Club,Óscar de Marcos,,,oscar-de-marcos,Ó. de Marcos,D,10,180,553,M,52663,EUR,608515200,D,18,18,False,27.0,24.0,2.0,2.0,0.0,14.0,16.0,10.0,11.0,1.0,3.0,,,,,90.0,46.0,7.1,5.0,0.0148862,0,,True,1.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12764319,home,Athletic Club,Daniel Vivian,,,daniel-vivian,D. Vivian,D,3,183,3121,M,910978,EUR,931132800,D,3,3,False,42.0,32.0,8.0,4.0,0.0,23.0,25.0,9.0,17.0,2.0,5.0,,,,,90.0,53.0,7.2,13.0,0.00779477,1,,,1.0,5.0,3.0,,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,0.0149,0.0396,,,,,,,,,,,,
12764319,home,Athletic Club,Aitor Paredes,,,aitor-paredes,A. Paredes,D,4,186,1138,M,959872,EUR,956966400,D,4,4,False,33.0,30.0,6.0,3.0,0.0,22.0,22.0,8.0,11.0,4.0,2.0,,,,,90.0,41.0,7.2,3.0,0.00571869,0,,,4.0,1.0,6.0,,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,
12764319,home,Athletic Club,Yuri Berchiche,,,yuri-berchiche,Y. Berchiche,D,17,181,1143,M,84531,EUR,634608000,D,17,17,False,27.0,18.0,6.0,3.0,0.0,10.0,15.0,8.0,13.0,2.0,10.0,,,,,90.0,60.0,7.2,16.0,0.00463781,0,,,2.0,5.0,7.0,,,3.0,1.0,1.0,3.0,,1.0,1.0,,1.0,3.0,,,1.0,1.0,1.0,,,,,,,,,
12764319,home,Athletic Club,Iñigo Ruiz de Galarreta,,,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,984,M,96365,EUR,744595200,M,16,16,False,24.0,19.0,1.0,1.0,0.0,12.0,15.0,7.0,10.0,2.0,4.0,,,,,77.0,37.0,6.8,7.0,0.00360924,0,,,,3.0,3.0,,,2.0,,1.0,3.0,,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,
12764319,home,Athletic Club,Beñat Prados,,,benat-prados,B. Prados,M,24,179,605,M,1012409,EUR,981590400,M,24,24,False,26.0,17.0,2.0,,0.0,11.0,15.0,6.0,11.0,,4.0,,,,,86.0,31.0,6.5,11.0,0.00190391,0,,,1.0,3.0,2.0,2.0,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
12764319,home,Athletic Club,Iñaki Williams,,,inaki-williams,I. Williams,M,9,186,20576,M,783374,EUR,771638400,M,9,9,False,25.0,13.0,2.0,1.0,0.0,5.0,8.0,8.0,18.0,1.0,3.0,,,,,90.0,45.0,7.3,19.0,0.0295634,0,,,2.0,4.0,9.0,1.0,,2.0,2.0,4.0,1.0,,,2.0,,1.0,3.0,,,1.0,2.0,2.0,IñakiWill,,,,,,,,
12764319,home,Athletic Club,Álex Berenguer,,,alex-berenguer,Á. Berenguer,M,7,175,1918,M,592012,EUR,804816000,M,7,7,False,15.0,13.0,2.0,1.0,1.0,3.0,3.0,11.0,13.0,,2.0,,,,,63.0,21.0,6.8,3.0,0.0173721,1,,,,3.0,1.0,,,,1.0,,,1.0,2.0,1.0,,1.0,,0.0119,,1.0,,,,1.0,1.0,,,,,,
12764319,home,Athletic Club,Nico Williams,,,nico-williams,N. Williams,M,10,180,84078,M,1085400,EUR,1026432000,M,10,10,False,9.0,6.0,,,0.0,3.0,5.0,3.0,6.0,,5.0,,,,,77.0,27.0,7.0,11.0,0.0124521,3,,,1.0,6.0,4.0,1.0,,,,1.0,,,,2.0,1.0,,1.0,0.1231,0.1571,2.0,5.0,2.0,NicoWill,,2.0,1.0,,,,,
