match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_totalCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,player_firstName,player_lastName,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_aerialLost,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_goals,stat_accurateCross,stat_hitWoodwork,stat_goalAssist,stat_goodHighClaim,stat_errorLeadToAShot,stat_totalOffside,player_sofascoreId
10980658,home,Wrexham,Mark Howard,mark-howard,M. Howard,G,33,183.0,98,M,19344,EUR,527644800,G,21,21,False,22.0,10.0,20.0,9.0,2.0,4.0,8.0,18.0,1.0,13.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,90.0,33.0,6.6,13.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980658,home,Wrexham,Anthony Forde,anthony-forde,A. Forde,M,26,175.0,48,M,153031,EUR,753408000,D,14,14,False,33.0,22.0,5.0,3.0,8.0,12.0,14.0,25.0,2.0,5.0,,,1.0,,,,,90.0,49.0,6.1,19.0,,0,4.0,2.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10980658,home,Wrexham,Aaron Hayden,aaron-hayden,A. Hayden,D,6,185.0,62,M,804614,EUR,853372800,D,5,5,False,2.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,11.0,2.0,6.2,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980658,home,Wrexham,Ben Tozer,ben-tozer,B. Tozer,D,,186.0,29,M,27654,EUR,636249600,D,4,4,False,38.0,27.0,9.0,3.0,18.0,24.0,9.0,14.0,3.0,8.0,1.0,1.0,,,,,,90.0,66.0,6.6,25.0,1.0,1,,4.0,,,1.0,2.0,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10980658,home,Wrexham,Jordan Tunnicliffe,jordan-tunnicliffe,J. Tunnicliffe,D,6,186.0,24,M,826120,EUR,750470400,D,6,6,False,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,5.0,1.0,,,,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10980658,home,Wrexham,Callum McFadzean,callum-mcfadzean,C. McFadzean,D,,180.0,16,M,255053,EUR,758678400,D,3,3,False,38.0,27.0,5.0,,11.0,14.0,16.0,24.0,4.0,9.0,,,,,,,,75.0,51.0,6.3,13.0,2.0,0,,7.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,2.0,2.0,5.0,,,,,,,,,,,,
10980658,home,Wrexham,Luke Young,luke-young,L. Young,M,8,173.0,50,M,146165,EUR,730339200,M,8,8,False,42.0,31.0,3.0,1.0,19.0,23.0,12.0,21.0,8.0,11.0,6.0,2.0,2.0,,,,,90.0,61.0,7.4,15.0,,2,2.0,2.0,,,1.0,2.0,,,1.0,,,,,,1.0,1.0,1.0,True,1.0,1.0,,,,,,,,,
10980658,home,Wrexham,Thomas O'Connor,thomas-oconnor,T. O'Connor,D,29,180.0,111,M,1013707,EUR,924652800,M,22,22,False,39.0,27.0,7.0,1.0,16.0,20.0,11.0,22.0,7.0,4.0,3.0,3.0,,,,,,90.0,61.0,7.1,19.0,,3,3.0,4.0,1.0,,2.0,1.0,,,3.0,1.0,,,,,1.0,,2.0,,2.0,1.0,1.0,1.0,,,,,,,
10980658,home,Wrexham,Elliot Lee,elliot-lee,E. Lee,M,18,180.0,212,M,303604,EUR,787536000,M,38,38,False,40.0,28.0,3.0,1.0,8.0,10.0,22.0,33.0,6.0,12.0,3.0,1.0,,,,,,90.0,65.0,6.3,20.0,2.0,3,3.0,10.0,5.0,,,1.0,,,1.0,1.0,1.0,,2.0,,2.0,1.0,2.0,,1.0,,,,2.0,,,,,,
10980658,home,Wrexham,Paul Mullin,paul-mullin,P. Mullin,F,14,178.0,1140,M,583192,EUR,784080000,F,10,10,False,21.0,17.0,1.0,1.0,4.0,5.0,14.0,20.0,4.0,3.0,,,5.0,,,,,90.0,52.0,7.2,16.0,,6,4.0,9.0,3.0,2.0,,,,,,1.0,1.0,,1.0,,2.0,2.0,4.0,,1.0,4.0,1.0,1.0,1.0,,,,,,
