match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_penaltyWon,stat_totalOffside,stat_keyPass,player_sofascoreId,captain,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_hitWoodwork,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_penaltyConceded,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock
10438112,home,Benfica,Gonçalo Ramos,,,goncalo-ramos,G. Ramos,F,9,185,23725,M,934510,EUR,992995200,F,88,88,False,7.0,6.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,,67.0,15.0,6.5,4.0,3,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,goncaloramos88,,,,,1.0,,1.0,2.0,2.0,1.0,,,2.0,,,,,,,,,
10438112,home,Benfica,Petar Musa,,,petar-musa,P. Musa,F,9,190,2986,M,827668,EUR,888969600,F,33,33,True,8.0,7.0,,,1.0,1.0,6.0,7.0,1.0,,23.0,17.0,7.6,3.0,5,,,2.0,1.0,2.0,2.0,,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,2.0,1.0,,1.0,2.0,,,1.0,,,,,,,,,,
10438112,home,Benfica,Diogo Gonçalves,,,diogo-goncalves,D. Gonçalves,M,17,178,728,M,357746,EUR,855187200,M,17,17,True,7.0,6.0,,,,,6.0,7.0,2.0,,11.0,11.0,6.1,3.0,0,,,,,3.0,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10438112,home,Benfica,Henrique Araújo,,,henrique-araujo,H. Araújo,F,39,183,1642,M,998870,EUR,1011398400,F,39,39,True,6.0,4.0,,,,,4.0,6.0,,,11.0,8.0,5.4,2.0,2,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,2.0,,,,,,,,,
10438112,home,Benfica,Helton Leite,,,helton-leite,H. Leite,G,23,196,371,M,329081,EUR,657504000,G,77,77,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438112,home,Benfica,Gilberto,,,gilberto,Gilberto,D,2,181,1500,M,261687,EUR,731462400,D,2,2,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438112,home,Benfica,António Silva,,,antonio-silva,A. Silva,D,4,187,8155,M,1006069,EUR,1067472000,D,66,66,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,antoniosilva.66,,,,,,,,,,,,,,,,,,,,,,
10438112,home,Benfica,Mihailo Ristić,,,mihailo-ristic,M. Ristić,D,21,180,595,M,363774,EUR,815097600,D,23,23,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438112,home,Benfica,Jan Vertonghen,,,jan-vertonghen,J. Vertonghen,D,,189,1675,M,16921,EUR,546220800,D,5,5,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438112,home,Benfica,Chiquinho,,,chiquinho,Chiquinho,M,22,174,1902,M,584124,EUR,806112000,M,22,22,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438112,away,Paços de Ferreira,Ze Oliveira,,,ze-oliveira,Z. Oliveira,G,,186,10,M,855688,EUR,1018051200,G,24,24,False,25.0,18.0,8.0,2.0,18.0,20.0,,5.0,10.0,2.0,90.0,42.0,5.3,7.0,0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,
10438112,away,Paços de Ferreira,Juan Delgado,,,juan-delgado,J. Delgado,D,15,177,146,M,339695,EUR,731289600,D,15,15,False,28.0,21.0,3.0,1.0,10.0,11.0,11.0,18.0,5.0,,90.0,46.0,6.7,10.0,0,1.0,,,,3.0,1.0,,1.0,2.0,1.0,,,2.0,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,
10438112,away,Paços de Ferreira,Nuno Lima,Nuno Lima,,nuno-lima,N. Lima,D,3,184,122,M,1133301,EUR,984700800,D,3,3,False,32.0,27.0,2.0,1.0,24.0,28.0,3.0,4.0,2.0,,90.0,43.0,6.9,5.0,0,,,1.0,,1.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,3.0
10438112,away,Paços de Ferreira,Flávio Ramos,,,flavio-ramos,F. Ramos,D,29,191,23,M,335813,EUR,768700800,D,32,32,False,37.0,33.0,5.0,3.0,30.0,30.0,3.0,7.0,2.0,,90.0,54.0,7.1,4.0,0,,,,4.0,1.0,4.0,,,4.0,,,,1.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,4.0
10438112,away,Paços de Ferreira,Vitorino Antunes,,,vitorino-antunes,V. Antunes,D,,175,105,M,28386,EUR,544233600,D,5,5,False,33.0,25.0,11.0,7.0,11.0,15.0,14.0,21.0,5.0,,90.0,69.0,7.1,17.0,1,3.0,,1.0,,4.0,4.0,1.0,,3.0,,,4.0,1.0,,,1.0,,True,1.0,,,1.0,,2.0,,,,1.0,,,,,,,,,,,3.0
10438112,away,Paços de Ferreira,Luís Bastos,Luís Bastos,,luis-bastos,L. Bastos,D,26,175,21,M,1133298,EUR,1000598400,D,20,20,False,20.0,14.0,5.0,2.0,6.0,9.0,8.0,12.0,6.0,,69.0,33.0,5.6,13.0,0,1.0,,1.0,,6.0,1.0,1.0,,,,,1.0,,,,,,,3.0,1.0,,,,3.0,1.0,,,,,,,,,,,,,,
10438112,away,Paços de Ferreira,Kayky,Kayky,,kayky,Kayky,M,11,175,2596,M,1106151,EUR,1055203200,M,11,11,False,6.0,5.0,,,3.0,3.0,2.0,3.0,1.0,,63.0,17.0,6.2,5.0,0,,,,,6.0,4.0,1.0,,1.0,3.0,,,2.0,,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
10438112,away,Paços de Ferreira,Jordan Holsgrove,,,jordan-holsgrove,J. Holsgrove,M,10,180,223,M,920684,EUR,936921600,M,6,6,False,46.0,36.0,6.0,4.0,16.0,19.0,20.0,27.0,7.0,,90.0,56.0,6.6,14.0,0,,,1.0,,2.0,5.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,2.0,2.0,,,,4.0,,,,,,,,,,,,,,
10438112,away,Paços de Ferreira,Rui Pires,,,rui-pires,R. Pires,M,8,182,65,M,845751,EUR,890524800,M,26,26,False,30.0,22.0,4.0,3.0,16.0,21.0,6.0,9.0,7.0,,90.0,37.0,6.1,8.0,0,,,1.0,,7.0,1.0,,,1.0,,,1.0,3.0,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,
10438112,away,Paços de Ferreira,Nigel Thomas,,,nigel-thomas,N. Thomas,F,27,177,76,M,916952,EUR,980985600,M,7,7,False,16.0,9.0,3.0,2.0,2.0,4.0,7.0,15.0,4.0,,90.0,37.0,6.7,17.0,0,3.0,,1.0,,7.0,7.0,3.0,,1.0,4.0,1.0,1.0,,,1.0,,,,2.0,3.0,2.0,,,,2.0,,,,,,,,,,,,,,
10438112,away,Paços de Ferreira,N'Dri Koffi,,,ndri-koffi,N. Koffi,F,39,187,221,M,1141593,EUR,1015632000,F,19,19,False,12.0,7.0,1.0,1.0,5.0,6.0,2.0,6.0,2.0,,90.0,28.0,8.1,16.0,2,,,1.0,3.0,5.0,5.0,2.0,,,,,2.0,,,2.0,,,,,2.0,,,,,7.0,2.0,2.0,,,,,,,,,,,,
10438112,away,Paços de Ferreira,Arthur Sales,Arthur,,arthur-sales,A. Sales,F,9,184,911,M,1105780,EUR,1025654400,F,13,13,True,5.0,1.0,1.0,,,2.0,1.0,3.0,2.0,,27.0,9.0,6.4,7.0,0,,,,1.0,2.0,2.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,
10438112,away,Paços de Ferreira,Abbas Ibrahim,Abbas,Ibrahim,abbas-ibrahim,A. Ibrahim,M,28,171,60,M,953481,EUR,883699200,M,8,8,True,4.0,3.0,,,2.0,2.0,1.0,3.0,2.0,,21.0,12.0,6.5,4.0,0,1.0,,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
10438112,away,Paços de Ferreira,Jeimes,,,jeimes,Jeimes,G,12,188,23,M,1091159,EUR,988416000,G,12,12,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438112,away,Paços de Ferreira,Vasco Sousa,Vasco,,vasco-sousa,V. Sousa,D,15,182,41,M,1394832,EUR,1081209600,D,33,33,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438112,away,Paços de Ferreira,Fernando Fonseca,,,fernando-fonseca,F. Fonseca,D,2,182,49,M,792666,EUR,858297600,D,29,29,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
