match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_challengeLost,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_outfielderBlock,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_penaltyConceded,stat_wasFouled,captain,stat_goalAssist,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceCreated,player_sofascoreId,stat_totalOffside,stat_penaltyWon
11399377,home,Vitesse,Eloy Room,eloy-room,E. Room,G,188.0,180,M,40859,EUR,602726400,G,1,1,False,38.0,20.0,33.0,15.0,9.0,12.0,11.0,26.0,1.0,8.0,1.0,4.0,1.0,4.0,1.0,90.0,47.0,7.4,18.0,0.0576119,1.0,0,0.0416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399377,home,Vitesse,Carlens Arcus,carlens-arcus,C. Arcus,D,180.0,5896,M,794373,EUR,835920000,D,2,2,False,44.0,37.0,5.0,3.0,26.0,29.0,12.0,18.0,3.0,6.0,,,,,,90.0,73.0,6.9,12.0,0.0499074,,0,,2,3.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
11399377,home,Vitesse,Dominik Oroz,dominik-oroz,D. Oroz,D,190.0,131,M,874936,EUR,972777600,D,6,6,False,41.0,29.0,10.0,2.0,21.0,23.0,8.0,18.0,2.0,5.0,,,,,,90.0,51.0,6.0,12.0,0.0028197,,1,,5,,,,2.0,3.0,5.0,,,,3.0,3.0,,,,,1.0,1.0,2.0,0.0136,,,,,,,,,,,,,,
11399377,home,Vitesse,Nicolas Isimat-Mirin,nicolas-isimat-mirin,N. Isimat-Mirin,D,189.0,76,M,781556,EUR,690076800,D,29,29,False,39.0,30.0,10.0,4.0,18.0,20.0,12.0,19.0,4.0,5.0,,,,,,84.0,51.0,6.8,10.0,0.00867137,,0,,,,,,4.0,1.0,5.0,1.0,,,2.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,
11399377,home,Vitesse,Ramon Hendriks,ramon-hendriks,R. Hendriks,D,189.0,435,M,916943,EUR,995414400,D,15,15,False,37.0,24.0,8.0,2.0,17.0,19.0,7.0,18.0,7.0,7.0,,,,,,90.0,49.0,6.8,13.0,0.00737475,,0,,3,,,1.0,2.0,1.0,4.0,,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,
11399377,home,Vitesse,Mica Pinto,mica-pinto,Mica,D,176.0,157,M,785815,EUR,739152000,D,5,5,False,19.0,14.0,2.0,1.0,7.0,8.0,7.0,11.0,1.0,2.0,,,,,,41.0,29.0,6.3,6.0,0.00753865,,0,,5,,,,,3.0,1.0,,,,1.0,1.0,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,
11399377,home,Vitesse,Mathijs Tielemans,mathijs-tielemans,M. Tielemans,M,181.0,116,M,966542,EUR,1019779200,M,21,21,False,35.0,30.0,3.0,2.0,18.0,19.0,16.0,20.0,,6.0,,,,,,90.0,54.0,7.1,9.0,0.0975564,1.0,0,,8,4.0,4.0,,,3.0,7.0,,5.0,3.0,1.0,4.0,3.0,2.0,,,,,1.0,,,,,,,,,,,,,,,
11399377,home,Vitesse,Melle Meulensteen,melle-meulensteen,M. Meulensteen,M,185.0,201,M,891795,EUR,931046400,M,20,20,False,31.0,21.0,2.0,,9.0,11.0,12.0,21.0,2.0,3.0,,,,,,90.0,48.0,6.5,12.0,0.0146224,,2,,21,1.0,,2.0,3.0,3.0,9.0,,,,,6.0,2.0,1.0,,,,1.0,1.0,0.2949,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
11399377,home,Vitesse,Marco van Ginkel,marco-van-ginkel,M. van Ginkel,F,186.0,361,M,112794,EUR,723168000,M,8,8,False,16.0,6.0,,,2.0,3.0,4.0,14.0,3.0,4.0,,,,,,69.0,28.0,6.7,13.0,0.0349665,2.0,1,,,1.0,,,8.0,3.0,9.0,,1.0,,1.0,,,1.0,,,,,2.0,0.0796,,,,,1.0,True,1.0,1.0,0.3296,,,,,
11399377,home,Vitesse,Million Manhoef,million-manhoef,M. Manhoef,M,179.0,770,M,961677,EUR,1010016000,F,42,42,False,14.0,11.0,,,5.0,6.0,6.0,10.0,,4.0,,,,,,73.0,35.0,7.0,18.0,0.217717,1.0,1,,42,2.0,,1.0,1.0,7.0,3.0,3.0,4.0,1.0,,,,7.0,,,,,,0.0532,,,,,1.0,,,1.0,0.5795,1.0,,,,
