match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_goalAssist,stat_bigChanceCreated,stat_errorLeadToAShot,captain,stat_blockedScoringAttempt,stat_totalOffside,stat_outfielderBlock,stat_bigChanceMissed,stat_penaltyFaced,stat_penaltyConceded
10385359,home,West Ham United,Łukasz Fabiański,lukasz-fabianski,Ł. Fabiański,G,22,190,3777,M,lukasz.fabianski,15479,EUR,482630400,G,1,1,False,21.0,10.0,16.0,5.0,7.0,9.0,3.0,12.0,1.0,1.0,9.0,1.0,3.0,3.0,90.0,31.0,7.5,11.0,0.0,0.0,0.00085606,0,1.1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385359,home,West Ham United,Ben Johnson,ben-johnson,B. Johnson,D,18,182,616,M,,914412,EUR,948672000,D,2,2,False,57.0,37.0,10.0,3.0,19.0,26.0,20.0,36.0,3.0,7.0,6.0,,,,90.0,90.0,7.2,29.0,0.0,0.0,0.0755995,0,,5.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
10385359,home,West Ham United,Kurt Zouma,kurt-zouma,K. Zouma,D,4,190,2248,M,,139227,EUR,783216000,D,4,4,False,66.0,59.0,7.0,4.0,43.0,44.0,16.0,22.0,5.0,5.0,2.0,,,,90.0,75.0,7.9,7.0,0.3188,0.7723,0.00337092,2,,,,,1.0,,,,2.0,,,,,,,,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,
10385359,home,West Ham United,Thilo Kehrer,thilo-kehrer,T. Kehrer,D,5,186,1925,M,,281277,EUR,843264000,D,24,24,False,69.0,66.0,5.0,3.0,46.0,47.0,20.0,22.0,,2.0,5.0,1.0,,,90.0,74.0,7.0,3.0,0.0111,0.0,0.0119769,1,,,,1.0,4.0,,1.0,1.0,,,,,3.0,,,,,1.0,,,1.0,,,,,,,,,,
10385359,home,West Ham United,Aaron Cresswell,aaron-cresswell,A. Cresswell,D,3,170,763,M,,43443,EUR,629683200,D,3,3,False,61.0,57.0,1.0,1.0,30.0,32.0,31.0,41.0,2.0,5.0,7.0,,,,90.0,91.0,8.0,15.0,0.0261,0.3154,0.178375,1,,12.0,4.0,1.0,3.0,,1.0,,1.0,3.0,,,,4.0,,,1.0,,1.0,,2.0,,,,,,,,,,
10385359,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,,799041,EUR,793843200,M,28,28,False,46.0,35.0,2.0,1.0,18.0,20.0,17.0,26.0,1.0,6.0,5.0,,,,90.0,57.0,7.4,12.0,0.0707,0.0,0.296876,1,,,,3.0,5.0,,2.0,1.0,1.0,4.0,3.0,,,2.0,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,
10385359,home,West Ham United,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,73.0,72.0,11.0,10.0,33.0,33.0,39.0,41.0,,3.0,12.0,1.0,,,90.0,86.0,7.6,4.0,0.0742,0.0411,0.0245188,3,,1.0,,2.0,4.0,2.0,,,1.0,2.0,1.0,,,3.0,,,,1.0,1.0,,2.0,,,,True,1.0,,,,,
10385359,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,jarrodbowen,552884,EUR,851040000,M,20,20,False,19.0,14.0,4.0,4.0,6.0,8.0,9.0,14.0,,4.0,4.0,1.0,,,88.0,38.0,6.8,12.0,0.0493,0.0,0.145904,1,,3.0,1.0,3.0,8.0,2.0,1.0,,2.0,3.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,
10385359,home,West Ham United,Flynn Downes,flynn-downes,F. Downes,M,4,172,375,M,,879810,EUR,916790400,M,12,12,False,23.0,20.0,,,13.0,14.0,7.0,10.0,2.0,7.0,2.0,2.0,,,88.0,36.0,6.9,7.0,0.1481,0.0,0.0043035,1,,1.0,,,2.0,1.0,,,,3.0,2.0,2.0,,,Flynn,Downes,1.0,,,,,,,,,1.0,,,,,
10385359,home,West Ham United,Saïd Benrahma,said-benrahma,S. Benrahma,F,10,172,11234,M,said_benrahma11,354808,EUR,808012800,M,22,22,False,38.0,34.0,,,9.0,9.0,25.0,32.0,1.0,8.0,3.0,1.0,,,90.0,68.0,7.4,15.0,1.1143,0.9946,0.0858975,8,,3.0,,,6.0,4.0,6.0,5.0,,1.0,,3.0,,1.0,,,1.0,4.0,1.0,1.0,,,,,,3.0,,,,,
