match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoalsOnTarget,player_sofascoreId,stat_wonContest,stat_bigChanceCreated,stat_wasFouled,stat_challengeLost,stat_outfielderBlock,captain,stat_hitWoodwork,stat_clearanceOffLine,player_firstName,player_lastName,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_punches
12117298,home,Botafogo,John Victor,john-victor,John,G,12,197.0,3318,M,840103,EUR,824169600,G,12,12,False,26.0,24.0,4.0,2.0,0.0,23.0,24.0,1.0,2.0,1.0,1.0,12.0,1.0,1.0,90.0,34.0,7.0,2.0,0.00022492,0,0.0092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117298,home,Botafogo,Vitinho,vitinho,Vitinho,D,2,175.0,3615,M,914477,EUR,932688000,D,22,22,False,45.0,45.0,1.0,1.0,0.0,12.0,12.0,35.0,39.0,,1.0,3.0,,,70.0,63.0,7.2,8.0,0.13295,0,,6.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12117298,home,Botafogo,Bastos,bastos,Bastos,D,15,184.0,3202,M,215956,EUR,670032000,D,15,15,False,75.0,73.0,2.0,2.0,0.0,39.0,40.0,34.0,36.0,,2.0,6.0,,,90.0,82.0,7.4,3.0,0.0171058,1,,1.0,,,2.0,1.0,,1.0,2.0,2.0,1.0,2.0,0.0559,,,,,,,,,,,,,,,,,,,,,
12117298,home,Botafogo,Alexander Barboza,alexander-barboza,A. Barboza,D,20,193.0,2577,M,801044,EUR,795312000,D,20,20,False,78.0,64.0,9.0,4.0,0.0,29.0,33.0,35.0,46.0,4.0,5.0,11.0,,,90.0,98.0,7.4,19.0,0.0280871,3,,1.0,,1.0,1.0,1.0,,,2.0,6.0,,4.0,0.386,2.0,1.0,1.0,2.0,1.0,1.0,0.3169,,,,,,,,,,,,,,
12117298,home,Botafogo,Alex Telles,alex-telles,A. Telles,D,13,181.0,7625,M,312110,EUR,724377600,D,13,13,False,28.0,22.0,1.0,,0.0,9.0,9.0,15.0,26.0,3.0,7.0,4.0,,,62.0,53.0,7.8,12.0,0.14499,1,,7.0,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,,2.0,0.1277,,1.0,,,1.0,,,alextelles13,1.0,1.0,1.0,,,,,,,,,,
12117298,home,Botafogo,Gregore,gregore,Gregore,M,26,181.0,1634,M,840276,EUR,762566400,M,26,26,False,106.0,100.0,5.0,3.0,0.0,42.0,45.0,59.0,67.0,3.0,6.0,11.0,,,90.0,132.0,7.3,13.0,0.0460078,0,,6.0,1.0,3.0,3.0,1.0,,,4.0,11.0,,2.0,,1.0,,,,,3.0,,,,,,3.0,1.0,,,,,,,,
12117298,home,Botafogo,Marlon Freitas,marlon-freitas,M. Freitas,M,17,185.0,3107,M,840202,EUR,796262400,M,17,17,False,107.0,97.0,10.0,8.0,0.0,29.0,30.0,69.0,80.0,2.0,3.0,5.0,,,90.0,120.0,8.5,12.0,0.326499,4,,3.0,1.0,1.0,,,,1.0,1.0,5.0,3.0,1.0,0.1573,,1.0,,,1.0,2.0,,,1.0,,,2.0,1.0,True,1.0,1.0,,,,,
12117298,home,Botafogo,Luiz Henrique,luiz-henrique,L. Henrique,M,11,182.0,12999,M,1035995,EUR,978393600,M,7,7,False,50.0,40.0,,,0.0,9.0,9.0,32.0,50.0,,12.0,3.0,,,90.0,84.0,8.4,23.0,0.882059,4,,9.0,1.0,,,,1.0,3.0,1.0,5.0,2.0,,0.4446,,9.0,1.0,1.0,1.0,1.0,0.4646,luizhenrique_07,6.0,1.0,6.0,,,,1.0,,Luiz Henrique,,1.0,,
12117298,home,Botafogo,Jefferson Savarino,jefferson-savarino,J. Savarino,M,10,169.0,6802,M,874739,EUR,847670400,M,10,10,False,32.0,28.0,,,0.0,2.0,2.0,29.0,39.0,,1.0,2.0,,,83.0,53.0,7.4,15.0,0.226096,5,,9.0,3.0,,,,,3.0,,4.0,2.0,,0.2167,4.0,,,1.0,2.0,,0.443,savarino10,,1.0,1.0,,,,,,,,,,
12117298,home,Botafogo,Thiago Almada,thiago-almada,T. Almada,M,11,171.0,27617,M,944660,EUR,988243200,M,23,23,False,54.0,49.0,4.0,4.0,0.0,11.0,11.0,38.0,44.0,1.0,4.0,4.0,,,62.0,66.0,7.7,8.0,0.267328,3,,1.0,,,,,1.0,4.0,,2.0,,,0.2047,1.0,1.0,,1.0,2.0,,0.1609,thiago_almada23,1.0,,2.0,1.0,,,,,,,,,
