match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_aerialWon,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_totalContest,stat_wonContest,stat_aerialLost,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyWon,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_penaltyMiss,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_penaltyConceded,stat_bigChanceCreated,player_sofascoreId
14131913,home,Vitória SC,Juan Castillo,Juan Castillo,,juan-castillo,J. Castillo,G,25,191,379,M,1175004,EUR,1042416000,G,25,25,False,29.0,19.0,15.0,6.0,0.0,17.0,22.0,2.0,7.0,1.0,3.0,1.0,2.0,4.0,90.0,36.0,7.4,11.0,0.00028216,0.6296,0,0.0148,-0.01,-0.04,-0.11,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131913,home,Vitória SC,Miguel Maga,Miguel Maga,,miguel-maga,M. Maga,D,2,175,180,M,1131047,EUR,1037404800,D,2,2,False,33.0,26.0,2.0,1.0,0.0,14.0,16.0,12.0,17.0,6.0,1.0,,,,90.0,65.0,6.7,9.0,0.0201149,,0,,0.15,0.03,-0.07,,1.0,5.0,1.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131913,home,Vitória SC,Óscar Rivas,Óscar Rivas,,oscar-rivas,Ó. Rivas,D,4,190,113,M,1168093,EUR,954115200,D,4,4,False,47.0,43.0,4.0,2.0,0.0,34.0,35.0,9.0,12.0,10.0,4.0,,,,90.0,62.0,6.8,4.0,0.0016873,,1,,0.1,0.0,0.24,,,2.0,2.0,,2.0,,,1.0,1.0,1.0,1.0,2.0,0.0161,0.01,,,,,,,,,,,,,,,,,,,,,,,,
14131913,home,Vitória SC,Rodrigo Abascal,,,rodrigo-abascal,R. Abascal,D,26,190,156,M,846416,EUR,758505600,D,26,26,False,41.0,34.0,12.0,7.0,0.0,28.0,30.0,6.0,11.0,8.0,4.0,1.0,,,90.0,60.0,7.4,9.0,0.00890297,,0,,0.19,0.01,0.35,,,,7.0,,2.0,3.0,,4.0,,2.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14131913,home,Vitória SC,João Mendes,,,joao-mendes,J. Mendes,D,13,179,180,M,1133568,EUR,955584000,D,13,13,False,25.0,14.0,6.0,1.0,0.0,13.0,18.0,1.0,7.0,6.0,1.0,,,,90.0,41.0,6.2,14.0,0.00122617,,0,,-0.15,-0.16,-0.11,,2.0,2.0,3.0,,1.0,2.0,1.0,2.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14131913,home,Vitória SC,Beni Mukendi,,,beni-mukendi,B. Mukendi,M,16,180,646,M,1002367,EUR,1021939200,M,16,16,False,34.0,25.0,5.0,,0.0,16.0,16.0,9.0,18.0,1.0,8.0,,,,90.0,51.0,6.9,10.0,0.0249213,,0,,0.21,0.14,0.22,,1.0,4.0,5.0,,,3.0,1.0,,,3.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14131913,home,Vitória SC,Matija Mitrović,Matija Mitrovic,,mitrovic-matija,M. Mitrović,M,6,182,261,M,1166097,EUR,1102809600,M,6,6,False,36.0,31.0,8.0,6.0,0.0,17.0,18.0,14.0,18.0,1.0,8.0,,,,81.0,41.0,8.4,5.0,0.0373475,,2,,0.31,0.05,-0.04,,,1.0,,1.0,,1.0,,,,,,,0.0449,0.61,,,,,,,2.0,1.0,0.4847,,,,,,,,,,,,,,,
14131913,home,Vitória SC,Telmo Arcanjo,,,telmo-arcanjo,T. Arcanjo,M,18,180,559,M,1035280,EUR,993081600,M,18,18,False,17.0,10.0,3.0,3.0,0.0,5.0,9.0,5.0,8.0,1.0,3.0,1.0,,,61.0,29.0,6.8,11.0,0.169414,,0,,0.24,-0.01,-0.04,,4.0,2.0,3.0,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,3.0,,2.0,,,,,,,,,,,,,,,,,,
14131913,home,Vitória SC,Miguel Nogueira,,,nogueira-miguel,M. Nogueira,M,88,182,50,M,2140143,EUR,1109462400,M,88,88,False,11.0,7.0,,,0.0,3.0,6.0,4.0,5.0,2.0,,1.0,,,61.0,24.0,7.1,7.0,0.00434697,,1,,-0.03,0.03,-0.01,,1.0,3.0,6.0,,,,3.0,1.0,1.0,1.0,1.0,,0.0082,-0.15,1.0,1.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,
14131913,home,Vitória SC,Gustavo Silva,,,gustavo-silva,G. Silva,F,11,180,417,M,1468082,EUR,928195200,M,11,11,False,16.0,14.0,,,1.0,5.0,6.0,9.0,10.0,,3.0,,,,65.0,25.0,6.3,4.0,0.0293202,,2,,0.19,0.03,-0.1,,1.0,12.0,5.0,1.0,,1.0,2.0,4.0,2.0,,,5.0,0.1853,-0.54,,,7.0,,,2.0,,,,,,,,,,,,,,,,,,
