match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wasFouled,stat_errorLeadToAShot,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_lastManTackle,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_penaltyWon,stat_totalOffside,stat_bigChanceMissed,stat_penaltyFaced,stat_outfielderBlock,stat_ownGoals,stat_penaltyConceded
12624877,home,Al-Ahli,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195.0,19839,M,edou_mendy,845074,EUR,699408000.0,G,16,16,False,27.0,18.0,16.0,9.0,0.0,14.0,17.0,4.0,10.0,17.0,1.0,2.0,4.0,90.0,43.0,7.5,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624877,home,Al-Ahli,Mohammed Sulaiman,,,sulaiman-mohammed,M. Sulaiman,D,5,180.0,243,M,,1854314,EUR,1081382400.0,D,5,5,False,18.0,15.0,6.0,3.0,0.0,11.0,11.0,4.0,8.0,1.0,,,,87.0,36.0,7.2,5.0,1,1.0,4.0,1.0,8.0,4.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
12624877,home,Al-Ahli,Roger Ibañez,,,roger-ibanez,R. Ibañez,D,3,185.0,2314,M,,888949,EUR,911779200.0,D,3,3,False,39.0,34.0,9.0,5.0,0.0,25.0,26.0,9.0,13.0,4.0,,,,90.0,60.0,6.9,8.0,0,,1.0,,3.0,3.0,,,,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12624877,home,Al-Ahli,Matteo Dams,Matteo Dams,,matteo-dams,M. Dams,D,32,184.0,819,M,,1162305,EUR,1078790400.0,D,32,32,False,29.0,21.0,7.0,6.0,0.0,16.0,19.0,5.0,10.0,4.0,,,,90.0,41.0,6.3,11.0,0,,,,2.0,,2.0,,,2.0,,,3.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
12624877,home,Al-Ahli,Ali Majrashi,,,ali-majrashi,A. Majrashi,D,27,177.0,404,M,,917035,EUR,938736000.0,M,27,27,False,21.0,15.0,1.0,,0.0,8.0,9.0,8.0,14.0,3.0,,,,90.0,61.0,7.6,17.0,0,2.0,1.0,2.0,6.0,13.0,1.0,,,5.0,5.0,4.0,3.0,1.0,2.0,4.0,3.0,2.0,3.0,,1.0,1.0,1.0,1.0,,,,,,,,,,
12624877,home,Al-Ahli,Franck Kessié,,,franck-kessie,F. Kessié,M,79,183.0,43381,M,franckkessie,359226,EUR,850953600.0,M,79,79,False,35.0,24.0,5.0,2.0,0.0,14.0,17.0,10.0,18.0,7.0,,,,90.0,59.0,7.1,19.0,2,,1.0,,6.0,6.0,,1.0,,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,,,,,,True,1.0,,,,,,,,
12624877,home,Al-Ahli,Ziyad Aljohani,Ziyad Aljohani,,ziyad-aljohani,Z. Aljohani,M,30,180.0,354,M,,1048372,EUR,1005436800.0,M,30,30,False,38.0,33.0,4.0,3.0,0.0,18.0,19.0,15.0,19.0,3.0,,,,89.0,46.0,6.8,8.0,1,,,,5.0,1.0,2.0,1.0,,1.0,,,1.0,1.0,,2.0,,,1.0,,1.0,,,,,,,,,,,,,
12624877,home,Al-Ahli,Wenderson Galeno,,,wenderson-galeno,W. Galeno,M,13,178.0,4322,M,w_galeno90,845754,EUR,877478400.0,M,13,13,False,20.0,15.0,5.0,2.0,0.0,5.0,6.0,10.0,15.0,5.0,,,,89.0,47.0,7.6,13.0,2,1.0,,1.0,5.0,9.0,2.0,1.0,,1.0,3.0,1.0,3.0,3.0,2.0,5.0,5.0,1.0,,,,,,,,,1.0,,,,,,,
12624877,home,Al-Ahli,Firas Al-Buraikan,,,firas-al-buraikan,F. Al-Buraikan,F,9,181.0,1082,M,,893307,EUR,958262400.0,F,9,9,False,9.0,5.0,,,0.0,1.0,2.0,4.0,8.0,2.0,,,,79.0,24.0,7.2,9.0,0,1.0,3.0,3.0,9.0,7.0,,,,,1.0,,1.0,3.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,
12624877,home,Al-Ahli,Gabri Veiga,,,gabri-veiga,G. Veiga,M,10,184.0,5191,M,,1010505,EUR,1022457600.0,F,24,24,False,22.0,19.0,2.0,2.0,0.0,7.0,7.0,13.0,19.0,3.0,,,,79.0,40.0,6.8,10.0,0,4.0,1.0,,7.0,5.0,,,,,1.0,,2.0,4.0,1.0,2.0,1.0,2.0,3.0,,2.0,1.0,,,,,,,,,,,,
