match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_blockedScoringAttempt,stat_outfielderBlock,stat_dispossessed,stat_errorLeadToAGoal,stat_totalCross,stat_accurateCross,stat_wonContest,stat_keyPass,captain,stat_clearanceOffLine,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_goalAssist,stat_penaltyConceded,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
12202152,home,Central Valley Fuego,Andre Zuluaga-Silva,Andre Zuluaga-Silva,,andre-zuluaga-silva,A. Zuluaga-Silva,G,1,183.0,3,M,1036282,EUR,1061683200,G,1,1,False,32.0,14.0,26.0,8.0,9.0,11.0,5.0,21.0,1.0,6.0,3.0,4.0,1.0,1.0,90.0,37.0,6.7,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12202152,home,Central Valley Fuego,Shavon John-Brown,,,shavon-john-brown,S. John-Brown,M,17,,10,M,881645,EUR,797731200,D,7,7,False,28.0,22.0,9.0,5.0,11.0,13.0,11.0,15.0,3.0,10.0,,,,,90.0,51.0,6.6,13.0,1,2.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
12202152,home,Central Valley Fuego,Omar Lemus,Omar Lemus,,omar-lemus,O. Lemus,D,17,175.0,1,M,1479818,EUR,903312000,D,17,17,False,27.0,17.0,13.0,6.0,14.0,19.0,3.0,8.0,7.0,2.0,,,,,90.0,39.0,6.4,13.0,0,3.0,2.0,6.0,4.0,1.0,,,,2.0,2.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
12202152,home,Central Valley Fuego,Clayton Torr,Clayton Torr,,clayton-torr,C. Torr,D,,185.0,1,M,1198904,EUR,921888000,D,15,15,False,24.0,16.0,6.0,2.0,15.0,19.0,1.0,5.0,8.0,4.0,,,,,90.0,37.0,6.6,9.0,1,2.0,3.0,3.0,3.0,,,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12202152,home,Central Valley Fuego,Razak Cromwell,,,razak-cromwell,R. Cromwell,D,,176.0,1,M,984518,EUR,781142400,D,4,4,False,40.0,24.0,14.0,5.0,17.0,24.0,7.0,16.0,5.0,7.0,,,,,90.0,54.0,6.0,18.0,0,6.0,3.0,10.0,6.0,2.0,,,1.0,3.0,3.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12202152,home,Central Valley Fuego,Ashkanov Apollon,,,ashkanov-apollon,A. Apollon,D,,182.0,74,M,1025284,EUR,670636800,D,3,3,False,22.0,14.0,5.0,1.0,5.0,9.0,10.0,17.0,2.0,6.0,,,,,90.0,48.0,6.5,16.0,1,5.0,2.0,10.0,6.0,1.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12202152,home,Central Valley Fuego,Raúl Mendiola,,,raul-mendiola,R. Mendiola,M,,172.0,6,M,539342,EUR,769219200,M,11,11,False,30.0,26.0,1.0,,9.0,12.0,20.0,21.0,,5.0,,,,,85.0,41.0,6.8,9.0,1,3.0,,5.0,1.0,,1.0,1.0,,1.0,,3.0,,,,,1.0,,3.0,3.0,,2.0,True,,,,,,,,,,,,,
12202152,home,Central Valley Fuego,Mouhamed Dabo,,,mouhamed-dabo,M. Dabo,M,,176.0,3,M,882303,EUR,820540800,M,6,6,False,38.0,26.0,11.0,4.0,10.0,15.0,16.0,23.0,1.0,5.0,,,,,89.0,44.0,6.3,12.0,1,4.0,2.0,7.0,3.0,,,,,1.0,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
12202152,home,Central Valley Fuego,Christopher Heckenberg,Christopher Heckenberg,,christopher-heckenberg,C. Heckenberg,M,8,183.0,6,M,1198620,EUR,903139200,M,8,8,False,42.0,32.0,3.0,1.0,16.0,17.0,16.0,26.0,1.0,5.0,,,,,90.0,60.0,7.6,15.0,1,1.0,5.0,6.0,11.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,,1.0,2.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,
12202152,home,Central Valley Fuego,Zahir Vasquez,Zahir Vasquez,,zahir-vasquez,Z. Vasquez,F,9,,4,M,1407876,EUR,936489600,F,14,14,False,20.0,15.0,,,6.0,7.0,9.0,13.0,,4.0,,,,,90.0,36.0,7.0,12.0,3,7.0,2.0,12.0,7.0,,3.0,2.0,,1.0,1.0,3.0,3.0,2.0,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,
