match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_fouls,stat_totalCross,stat_challengeLost,stat_outfielderBlock,stat_penaltyConceded,stat_wasFouled,player_firstName,player_lastName,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,stat_errorLeadToAShot,stat_bigChanceCreated,captain,stat_goals,stat_lastManTackle,stat_penaltyWon
14083178,home,Rayo Vallecano,Augusto Batalla,augusto-batalla,A. Batalla,G,13,186.0,1488,M,358910,EUR,830822400,G,13,13,False,38.0,17.0,32.0,11.0,0.0,10.0,10.0,7.0,28.0,4.0,14.0,1.0,1.0,2.0,3.0,3.0,90.0,47.0,6.6,21.0,0.00589509,0.0269,0,-0.1045,0.15,-0.08,0.23,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083178,home,Rayo Vallecano,Andrei Rațiu,andrei-ratiu,A. Rațiu,D,2,183.0,8158,M,965031,EUR,898300800,D,2,2,False,35.0,27.0,4.0,3.0,0.0,16.0,17.0,11.0,18.0,3.0,4.0,,,,,,90.0,58.0,6.3,17.0,0.0225747,,2,,-0.11,0.01,-0.04,,Sonic,5.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.4874,0.3348,-0.53,,,,,,,,,,,,,,,,,,,,
14083178,home,Rayo Vallecano,Luiz Felipe,luiz-felipe,L. Felipe,D,5,187.0,1042,M,850035,EUR,858988800,D,5,5,False,22.0,17.0,3.0,1.0,0.0,15.0,16.0,2.0,6.0,,1.0,,,,,,76.0,29.0,6.5,6.0,0.00071305,,1,,0.03,0.01,-0.1,,,1.0,3.0,,,,,,1.0,2.0,1.0,1.0,,0.0643,0.1343,-0.13,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
14083178,home,Rayo Vallecano,Florian Lejeune,florian-lejeune,F. Lejeune,D,24,190.0,1047,M,88528,EUR,674697600,D,24,24,False,37.0,31.0,10.0,5.0,0.0,24.0,26.0,7.0,11.0,1.0,5.0,,,,,,90.0,44.0,6.7,6.0,0.00603232,,1,,0.15,0.0,-0.09,,,3.0,3.0,,,,,1.0,,2.0,1.0,,,0.0347,,0.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
14083178,home,Rayo Vallecano,Josep Chavarría,josep-chavarria,J. Chavarría,D,3,174.0,630,M,1010421,EUR,892166400,D,3,3,False,36.0,33.0,6.0,5.0,0.0,19.0,19.0,14.0,17.0,2.0,7.0,,,,,,90.0,65.0,6.3,12.0,0.00985754,,0,,0.13,0.05,-0.43,,,8.0,5.0,2.0,2.0,1.0,,,,,,,,,,,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,
14083178,home,Rayo Vallecano,Jorge de Frutos,jorge-de-frutos,J. de Frutos,M,19,173.0,1878,M,900003,EUR,849312000,M,19,19,False,14.0,10.0,,,0.0,2.0,2.0,8.0,12.0,,2.0,,,,,,76.0,28.0,6.7,10.0,0.299039,,2,,0.34,0.63,-0.23,,,12.0,6.0,1.0,2.0,2.0,1.0,,1.0,2.0,,2.0,3.0,0.6285,0.4381,-0.55,4.0,2.0,,3.0,2.0,4.0,,,,,,1.0,1.0,1.0,,,,,,
14083178,home,Rayo Vallecano,Unai López,unai-lopez,U. López,M,17,169.0,518,M,588566,EUR,815011200,M,17,17,False,23.0,16.0,3.0,,0.0,8.0,9.0,8.0,14.0,1.0,3.0,,,,,,59.0,31.0,6.1,10.0,0.0115555,,0,,0.04,0.07,-0.25,,,5.0,2.0,,,,,,,2.0,1.0,1.0,,,,,,,,3.0,1.0,2.0,,,,,,,,,1.0,,,,,
14083178,home,Rayo Vallecano,Pathé Ismaël Ciss,ismaila-ciss,P. I. Ciss,M,6,183.0,4735,M,913679,EUR,763776000,M,6,6,False,36.0,32.0,7.0,5.0,0.0,20.0,21.0,12.0,15.0,,9.0,,,,,,90.0,47.0,7.6,6.0,0.00956641,,0,,0.16,0.2,0.34,,,1.0,6.0,1.0,,,,,,4.0,3.0,,,,,,,1.0,2.0,,,,1.0,,1.0,,,,,,,,,,,
14083178,home,Rayo Vallecano,Álvaro García,alvaro-garcia,Á. García,M,18,168.0,1132,M,345111,EUR,720144000,M,18,18,False,26.0,17.0,5.0,1.0,0.0,6.0,6.0,11.0,20.0,1.0,4.0,,,,,,89.0,41.0,6.7,15.0,0.383851,,1,,0.47,0.1,-0.1,,,3.0,,,,,,,,,,1.0,1.0,0.0248,,-0.12,1.0,,,1.0,4.0,1.0,,,,,,1.0,1.0,2.0,,1.0,,,,
14083178,home,Rayo Vallecano,Isi Palazón,isi-palazon,I. Palazón,M,7,169.0,2151,M,899982,EUR,788486400,F,7,7,False,32.0,24.0,3.0,2.0,1.0,8.0,9.0,16.0,23.0,,5.0,,,,,,89.0,58.0,6.6,22.0,0.25979,,1,,-0.04,0.05,0.16,,,7.0,5.0,1.0,4.0,1.0,,1.0,,1.0,,2.0,1.0,0.1385,,-0.53,2.0,,,1.0,9.0,,1.0,,3.0,,,2.0,,3.0,,2.0,True,,,
14083178,home,Rayo Vallecano,Pedro Díaz,pedro-diaz,P. Díaz,M,4,180.0,572,M,900669,EUR,897004800,F,4,4,False,21.0,19.0,1.0,1.0,0.0,8.0,8.0,11.0,13.0,,4.0,,,,,,90.0,27.0,6.4,3.0,0.0107589,,1,,-0.04,0.09,-0.02,,,5.0,1.0,1.0,,,,,,1.0,1.0,,,0.0848,,-0.07,1.0,,,2.0,,1.0,,,,,,,1.0,1.0,,1.0,,,,
14083178,home,Rayo Vallecano,Fran Pérez,fran-perez,F. Pérez,M,21,176.0,466,M,966637,EUR,1031529600,M,21,21,True,11.0,6.0,1.0,,0.0,3.0,4.0,3.0,7.0,,2.0,,,,,,31.0,18.0,7.4,6.0,0.00633714,,2,,-0.03,0.23,-0.05,,,4.0,,1.0,,,1.0,,2.0,,,,,0.2897,0.7898,0.51,2.0,,,,,1.0,,,,,,,,1.0,,,,1.0,,
14083178,home,Rayo Vallecano,Óscar Valentín,oscar-valentin,Ó. Valentín,M,23,177.0,443,M,900008,EUR,777340800,M,23,23,True,3.0,1.0,1.0,,0.0,1.0,2.0,,1.0,,1.0,,,,,,14.0,7.0,6.6,2.0,4.729e-05,,0,,0.02,0.02,-0.03,,,2.0,2.0,,,,,,,2.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,
14083178,home,Rayo Vallecano,Sergio Camello,sergio-camello,S. Camello,F,10,177.0,1019,M,910024,EUR,981763200,F,10,10,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,14.0,5.0,6.3,2.0,0.00053379,,1,,-0.02,,0.0,,,4.0,,2.0,,,1.0,,1.0,,,,,0.174,0.0752,0.04,2.0,,,,,,,,,,,,,,,,,,,
14083178,home,Rayo Vallecano,Alfonso Espino,alfonso-espino,A. Espino,D,22,172.0,656,M,542634,EUR,694569600,D,22,22,True,1.0,,,,0.0,,,,1.0,,1.0,,,,,,1.0,3.0,,1.0,0.00099518,,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
14083178,home,Rayo Vallecano,Gerard Gumbau,gerard-gumbau,G. Gumbau,M,15,187.0,380,M,326471,EUR,787708800,M,15,15,True,1.0,,,,0.0,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
14083178,home,Rayo Vallecano,Dani Cárdenas,dani-cardenas,D. Cárdenas,G,1,185.0,197,M,965832,EUR,859507200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083178,home,Rayo Vallecano,Pelayo Fernández,pelayo-fernandez,P. Fernández,D,27,193.0,208,M,1139724,EUR,1051574400,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083178,home,Rayo Vallecano,Iván Balliu,ivan-balliu,I. Balliu,D,20,175.0,688,M,152446,EUR,694224000,D,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083178,home,Rayo Vallecano,Jozhua Vertrouwd,jozhua-vertrouwd,J. Vertrouwd,D,33,188.0,206,M,1120947,EUR,1093046400,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jozhua Vertrouwd,,,,,,,,,,
14083178,home,Rayo Vallecano,Óscar Trejo,oscar-trejo,Ó. Trejo,M,8,177.0,550,M,21949,EUR,578016000,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083178,home,Rayo Vallecano,Samu Becerra,samu-becerra,S. Becerra,M,28,,45,M,2198232,EUR,1136073600,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
