match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,captain,stat_blockedScoringAttempt,stat_totalCross,stat_challengeLost,stat_outfielderBlock,stat_accurateCross,stat_wonContest,stat_shotOffTarget,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_penaltyConceded,stat_goodHighClaim,stat_bigChanceCreated,stat_penaltyWon,stat_bigChanceMissed,stat_goals,stat_hitWoodwork,player_sofascoreId
10406728,home,Sint-Truidense VV,Daniel Schmidt,daniel-schmidt,D. Schmidt,G,1,196,258,M,997499,EUR,697075200,G,21,21,False,48.0,37.0,22.0,11.0,31.0,35.0,6.0,13.0,1.0,2.0,2.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,90.0,59.0,6.8,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406728,home,Sint-Truidense VV,Matte Smets,smets-matte,M. Smets,D,6,184,963,M,1392905,EUR,1073174400,D,16,16,False,59.0,45.0,15.0,9.0,29.0,34.0,16.0,25.0,2.0,4.0,,6.0,,,,,,,90.0,67.0,6.8,16.0,0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10406728,home,Sint-Truidense VV,Toni Leistner,toni-leistner,T. Leistner,D,37,190,99,M,137053,EUR,651024000,D,37,37,False,41.0,33.0,8.0,5.0,24.0,26.0,9.0,15.0,2.0,4.0,4.0,6.0,1.0,,,,,,90.0,52.0,6.8,9.0,1,,,,,1.0,1.0,1.0,,,,True,1.0,,,,,,,,,,,,,,,,,
10406728,home,Sint-Truidense VV,Robert Bauer,robert-bauer,R. Bauer,D,,183,117,M,253871,EUR,797385600,D,20,20,False,30.0,22.0,7.0,3.0,18.0,21.0,4.0,10.0,,5.0,4.0,2.0,1.0,,,,,,89.0,53.0,7.0,12.0,0,,2.0,1.0,3.0,4.0,3.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
10406728,home,Sint-Truidense VV,Daiki Hashioka,daiki-hashioka,D. Hashioka,D,4,185,1039,M,897334,EUR,926899200,M,4,4,False,34.0,25.0,4.0,2.0,15.0,16.0,12.0,22.0,4.0,7.0,5.0,2.0,1.0,,,,,,90.0,66.0,7.1,12.0,1,4.0,5.0,1.0,1.0,1.0,1.0,,,,,,,4.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,
10406728,home,Sint-Truidense VV,Mory Konate,mory-konate,M. Konate,M,8,191,1273,M,889927,EUR,753321600,M,6,6,False,23.0,20.0,2.0,2.0,10.0,11.0,10.0,12.0,1.0,4.0,,4.0,1.0,,,,,,90.0,30.0,6.6,3.0,1,,2.0,,1.0,2.0,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,
10406728,home,Sint-Truidense VV,Rocco Reitz,rocco-reitz,R. Reitz,M,27,175,1025,M,1048650,EUR,1022630400,M,13,13,False,21.0,16.0,5.0,3.0,10.0,12.0,6.0,11.0,1.0,3.0,,3.0,,,,,,,81.0,35.0,6.4,13.0,1,2.0,7.0,4.0,2.0,1.0,1.0,2.0,,,,,1.0,2.0,1.0,,,1.0,,2.0,1.0,,,,,,,,,
10406728,home,Sint-Truidense VV,Aboubakary Koita,aboubakary-koita,A. Koita,M,11,175,1938,M,890110,EUR,906249600,M,7,7,False,7.0,6.0,1.0,1.0,2.0,2.0,4.0,6.0,,,,2.0,,,,,,,39.0,13.0,5.5,3.0,2,,2.0,,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,
10406728,home,Sint-Truidense VV,Shinji Okazaki,shinji-okazaki,S. Okazaki,F,,174,435,M,19303,EUR,513993600,F,30,30,False,17.0,13.0,,,7.0,8.0,6.0,9.0,2.0,4.0,,1.0,1.0,,,,,,81.0,30.0,6.7,6.0,0,3.0,4.0,,4.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
10406728,home,Sint-Truidense VV,Taichi Hara,taichi-hara,T. Hara,F,18,191,400,M,925790,EUR,925862400,F,9,9,False,25.0,15.0,1.0,,9.0,10.0,6.0,15.0,3.0,3.0,,5.0,,,,,,,81.0,33.0,6.4,14.0,0,5.0,8.0,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,
10406728,home,Sint-Truidense VV,Gianni Bruno,gianni-bruno,G. Bruno,F,9,180,179,M,100680,EUR,682560000,F,91,91,False,13.0,10.0,1.0,1.0,3.0,5.0,7.0,8.0,,,,1.0,,,,,,,42.0,14.0,6.6,3.0,0,1.0,2.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
10406728,home,Sint-Truidense VV,Wolke Janssens,janssens-wolke,W. Janssens,D,22,185,37,M,794418,EUR,789782400,D,22,22,True,16.0,11.0,2.0,,7.0,8.0,4.0,10.0,,,1.0,6.0,,,,,,,48.0,26.0,6.8,9.0,0,1.0,3.0,1.0,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,
10406728,home,Sint-Truidense VV,Stan Van Dessel,van-dessel-stan,S. V. Dessel,M,8,162,53,M,990146,EUR,995932800,M,19,19,True,6.0,3.0,1.0,,1.0,3.0,2.0,4.0,,1.0,,,,,,,,,9.0,10.0,6.6,4.0,0,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
10406728,home,Sint-Truidense VV,Frank Boya,frank-boya,F. Boya,M,34,190,311,M,865796,EUR,836179200,M,27,27,True,7.0,6.0,3.0,2.0,5.0,5.0,1.0,2.0,,,,1.0,,,,,,,9.0,10.0,6.6,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406728,home,Sint-Truidense VV,Daichi Hayashi,hayashi-daichi,D. Hayashi,F,9,178,201,M,991872,EUR,864345600,F,8,8,True,2.0,1.0,,,,,1.0,2.0,,1.0,,,,,,,,,9.0,6.0,6.5,3.0,0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,
10406728,home,Sint-Truidense VV,Fatih Kaya,fatih-kaya,F. Kaya,F,29,183,257,M,930697,EUR,942364800,F,11,11,True,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,,1.0,3.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406728,home,Sint-Truidense VV,Jo Coppens,jo-coppens,J. Coppens,G,12,190,48,M,45854,EUR,661737600,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406728,home,Sint-Truidense VV,Jorge Teixeira,jorge-teixeira,J. Teixeira,D,5,188,34,M,58826,EUR,525484800,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406728,away,KVC Westerlo,Sinan Bolat,sinan-bolat,S. Bolat,G,26,187,164,M,5920,EUR,589248000,G,1,1,False,30.0,27.0,8.0,5.0,26.0,27.0,1.0,3.0,,,,5.0,,,2.0,,,,90.0,38.0,7.2,4.0,0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
10406728,away,KVC Westerlo,Bryan Reynolds,bryan-reynolds,B. Reynolds,D,22,185,426,M,862075,EUR,993686400,D,22,22,False,70.0,57.0,11.0,6.0,36.0,39.0,23.0,35.0,1.0,2.0,1.0,4.0,1.0,,,,,,90.0,94.0,7.8,18.0,0,,,,,,,2.0,,,,,,4.0,,1.0,2.0,,,4.0,,,,,2.0,1.0,,,,
10406728,away,KVC Westerlo,Roman Neustädter,roman-neustadter,R. Neustädter,D,33,190,122,M,38471,EUR,572140800,D,33,33,False,87.0,81.0,9.0,7.0,67.0,71.0,14.0,16.0,1.0,1.0,,3.0,,,,,,,90.0,92.0,7.2,6.0,0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
