match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,captain,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_shotValueNormalized,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_fouls,stat_totalCross,stat_challengeLost,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_shotOffTarget,stat_hitWoodwork,stat_goodHighClaim,stat_clearanceOffLine,stat_goals,stat_totalOffside,player_sofascoreId
14015656,home,F.C. Hansa Rostock,Benjamin Uphoff,benjamin-uphoff,B. Uphoff,G,1,192,41,M,164959,EUR,744768000,G,1,1,False,29.0,21.0,12.0,4.0,0.0,19.0,23.0,2.0,6.0,1.0,8.0,2.0,5.0,1.0,1.0,90.0,42.0,7.7,8.0,1.4355,0,0.0,-0.01,-0.35,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015656,home,F.C. Hansa Rostock,Franz Pfanne,franz-pfanne,F. Pfanne,D,23,187,33,M,320063,EUR,787017600,D,23,23,False,22.0,17.0,4.0,1.0,0.0,11.0,12.0,6.0,10.0,9.0,,,,,,62.0,38.0,6.5,6.0,,0,0.06,0.0,0.16,,,,True,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14015656,home,F.C. Hansa Rostock,Ahmet Gürleyen,ahmet-gurleyen,A. Gürleyen,D,15,193,74,M,939699,EUR,925084800,D,15,15,False,25.0,21.0,4.0,3.0,0.0,17.0,19.0,4.0,6.0,6.0,3.0,,,,,90.0,45.0,6.1,7.0,,1,0.08,0.08,-0.42,,,,,1.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,-0.14,,,,,,,,,,,,,,,,,
14015656,home,F.C. Hansa Rostock,Florian-Horst Carstens,florian-horst-carstens,F. Carstens,D,17,191,25,M,859752,EUR,911347200,D,17,17,False,27.0,18.0,6.0,3.0,0.0,11.0,15.0,7.0,12.0,6.0,2.0,,,,,90.0,43.0,5.8,11.0,,2,0.03,0.01,-0.45,,,,,2.0,4.0,1.0,1.0,1.0,,1.0,2.0,4.0,1.0,1.0,1.0,-0.1,1.0,1.0,1.0,,,,,,,,,,,,,,
14015656,home,F.C. Hansa Rostock,Jan Mejdr,jan-mejdr,J. Mejdr,M,19,184,185,M,834913,EUR,800150400,M,19,19,False,7.0,6.0,1.0,,0.0,4.0,5.0,2.0,2.0,1.0,2.0,,,,,74.0,31.0,6.1,12.0,,1,-0.02,0.03,-0.19,,,,,,2.0,1.0,1.0,1.0,3.0,1.0,2.0,7.0,3.0,,,0.0,,1.0,,1.0,2.0,,,,,,,,,,,,
14015656,home,F.C. Hansa Rostock,Marco Schuster,marco-schuster,M. Schuster,M,5,179,28,M,254165,EUR,813283200,M,5,5,False,17.0,11.0,,,0.0,10.0,12.0,1.0,5.0,8.0,,,,,,62.0,37.0,6.4,11.0,,0,0.12,0.15,0.22,,,,,,2.0,1.0,1.0,1.0,2.0,,,2.0,1.0,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
14015656,home,F.C. Hansa Rostock,Kenan Fatkič,kenan-fatkic,K. Fatkič,M,4,186,48,M,888774,EUR,872035200,M,4,4,False,23.0,15.0,2.0,1.0,0.0,9.0,13.0,6.0,10.0,6.0,4.0,,,,,90.0,38.0,6.5,13.0,,0,-0.16,0.21,-0.06,,,,,1.0,4.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,3.0,,,,,,,,,,,,,
14015656,home,F.C. Hansa Rostock,Viktor Bergh,viktor-bergh,V. Bergh,D,33,172,47,M,859344,EUR,932947200,M,33,33,False,15.0,6.0,7.0,2.0,0.0,4.0,8.0,2.0,7.0,4.0,6.0,,,,,89.0,40.0,6.5,17.0,,0,0.12,0.23,-0.27,,,,,,4.0,,1.0,,4.0,2.0,,3.0,,,,,,,3.0,,,,1.0,1.0,1.0,1.0,,,,,,,
14015656,home,F.C. Hansa Rostock,Benno Dietze,benno-dietze,B. Dietze,M,42,183,37,M,1387923,EUR,1058227200,F,42,42,False,13.0,11.0,3.0,2.0,0.0,9.0,10.0,2.0,3.0,4.0,7.0,,,,,74.0,36.0,6.5,11.0,,1,-0.03,0.04,0.13,,Benno Dietze,,,,4.0,1.0,,,4.0,2.0,2.0,12.0,2.0,1.0,,0.01,,,4.0,,2.0,,4.0,2.0,,,,,,,,,
14015656,home,F.C. Hansa Rostock,Maximilian Krauss,maximilian-krauss,M. Krauss,F,35,170,155,M,804808,EUR,848793600,F,35,35,False,13.0,7.0,2.0,1.0,0.0,4.0,6.0,3.0,7.0,3.0,3.0,,,,,90.0,33.0,7.0,12.0,,3,-0.05,0.48,0.13,,,,,,6.0,,,,1.0,3.0,,4.0,2.0,1.0,,-0.53,,1.0,,2.0,1.0,,4.0,3.0,,,1.0,,,,,,
