match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_wonTackle,stat_bigChanceCreated,stat_fouls,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,captain,stat_shotOffTarget,stat_dispossessed,stat_bigChanceMissed,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,stat_penaltyWon,stat_outfielderBlock,stat_goodHighClaim,stat_penaltyFaced,stat_hitWoodwork,stat_penaltyConceded,stat_errorLeadToAShot
12421246,home,RC Sporting Charleroi,Martin Delavallée,martin-delavalee,M. Delavallée,G,55,185.0,123,M,1141106,EUR,1079568000,G,55,55,False,26.0,15.0,20.0,11.0,0.0,6.0,10.0,9.0,16.0,1.0,1.0,1.0,9.0,1.0,3.0,3.0,1.0,90.0,37.0,7.2,12.0,0.00108189,0,0.0484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421246,home,RC Sporting Charleroi,Žan Rogelj,zan-rogelj,Ž. Rogelj,D,21,175.0,87,M,888605,EUR,943488000,D,29,29,False,15.0,14.0,1.0,1.0,0.0,9.0,10.0,6.0,6.0,,2.0,,2.0,1.0,,,,73.0,26.0,6.5,4.0,0.0798228,0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12421246,home,RC Sporting Charleroi,Stelios Andreou,andreou-stelios,S. Andreou,D,5,187.0,339,M,994282,EUR,1027468800,D,21,21,False,34.0,31.0,5.0,3.0,0.0,24.0,26.0,7.0,8.0,,2.0,4.0,5.0,1.0,,,,90.0,47.0,6.7,5.0,0.00225701,0,,,,3.0,1.0,1.0,1.0,2.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12421246,home,RC Sporting Charleroi,Aiham Ousou,aiham-ousou,A. Ousou,D,4,186.0,1246,M,965265,EUR,947376000,D,4,4,False,34.0,30.0,3.0,1.0,0.0,22.0,24.0,8.0,10.0,1.0,2.0,4.0,7.0,,,,,90.0,43.0,6.7,4.0,0.00731748,0,,,,4.0,,,2.0,1.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
12421246,home,RC Sporting Charleroi,Mardochee Nzita,mardochee-nzita,M. Nzita,D,24,178.0,111,M,990726,EUR,951350400,D,24,24,False,31.0,25.0,7.0,3.0,0.0,10.0,10.0,15.0,22.0,,3.0,4.0,1.0,,,,,82.0,44.0,7.3,7.0,0.176741,0,,1.0,,1.0,,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12421246,home,RC Sporting Charleroi,Yassine Titraoui,yassine-titraoui,Y. Titraoui,M,22,170.0,2454,M,1094538,EUR,1059177600,M,22,22,False,47.0,38.0,3.0,3.0,0.0,16.0,18.0,22.0,29.0,,7.0,1.0,11.0,2.0,,,,90.0,65.0,7.6,13.0,0.15511,2,,,,3.0,1.0,2.0,,4.0,1.0,,Yacine Titraoui,,,3.0,,2.0,2.0,2.0,0.1259,0.2081,,,,,,,,,,,,,,,
12421246,home,RC Sporting Charleroi,Adem Zorgane,adem-zorgane,A. Zorgane,M,8,184.0,6525,M,1000472,EUR,947116800,M,6,6,False,63.0,49.0,7.0,5.0,0.0,19.0,20.0,32.0,49.0,2.0,6.0,,6.0,3.0,,,,90.0,81.0,7.2,21.0,0.295869,1,,6.0,2.0,2.0,,,,3.0,1.0,,,,1.0,3.0,,1.0,,,0.0356,,AdemZorgane,True,1.0,,,,,,,,,,,,
12421246,home,RC Sporting Charleroi,Jeremy Petris,jeremy-petris,J. Petris,D,29,183.0,120,M,910937,EUR,885945600,M,98,98,False,21.0,12.0,3.0,,0.0,6.0,12.0,6.0,12.0,1.0,5.0,5.0,4.0,3.0,,,,90.0,42.0,6.8,18.0,0.0248406,0,,3.0,,3.0,,5.0,1.0,1.0,,1.0,,,,1.0,,,3.0,,,,,,,1.0,,,,,,,,,,,
12421246,home,RC Sporting Charleroi,Daan Heymans,heymans-daan,D. Heymans,M,38,186.0,544,M,845344,EUR,929404800,M,18,18,False,48.0,38.0,4.0,4.0,0.0,14.0,17.0,24.0,31.0,4.0,7.0,2.0,3.0,2.0,,,,90.0,62.0,7.6,12.0,0.200321,4,,,,6.0,,1.0,2.0,,2.0,,,,3.0,,,3.0,1.0,2.0,1.4271,0.8769,,,2.0,,1.0,1.0,,,,,,,,,
12421246,home,RC Sporting Charleroi,Parfait Guiagon,parfait-guiagon,P. Guiagon,M,10,169.0,1096,M,1030459,EUR,982800000,M,10,10,False,33.0,27.0,1.0,,0.0,9.0,11.0,18.0,22.0,1.0,3.0,,10.0,4.0,,,,82.0,45.0,6.5,14.0,0.122593,0,,,,6.0,1.0,1.0,,,1.0,2.0,,,2.0,,,2.0,1.0,,,,,,,2.0,,,,,,,,,,,
12421246,home,RC Sporting Charleroi,Nikola Štulić,nikola-stulic,N. Štulić,F,9,188.0,1224,M,1029748,EUR,999907200,F,19,19,False,22.0,17.0,,,0.0,6.0,7.0,11.0,15.0,5.0,6.0,,,3.0,,,,90.0,34.0,6.6,10.0,0.144416,3,,,,4.0,,,,,1.0,3.0,,,1.0,,,1.0,,1.0,0.5288,0.7667,,,,2.0,1.0,,2.0,1.0,,,,,,,
12421246,home,RC Sporting Charleroi,Antoine Bernier,antoine-bernier,A. Bernier,M,17,170.0,106,M,834261,EUR,873849600,F,17,17,True,12.0,9.0,,,0.0,3.0,3.0,6.0,9.0,,4.0,1.0,2.0,,,,,17.0,20.0,7.1,4.0,0.00645221,0,,,,2.0,,2.0,,1.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,
